#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.124199999999998E+02  -.219650122474479E+00  0.451337899386875E+00  -.871793264022724E+00  0.179136408416690E+01
     0.124299999999998E+02  -.221486046656356E+00  0.452665028558490E+00  -.872123825451475E+00  0.178241456883759E+01
     0.124399999999998E+02  -.223325103938693E+00  0.454005556950899E+00  -.872380222302352E+00  0.177349282151484E+01
     0.124499999999998E+02  -.225167205394477E+00  0.455359534358544E+00  -.872563292944741E+00  0.176459984071651E+01
     0.124599999999998E+02  -.227012260896668E+00  0.456727009682453E+00  -.872673888149231E+00  0.175573660113354E+01
     0.124699999999998E+02  -.228860179121950E+00  0.458108030879860E+00  -.872712870482160E+00  0.174690405361895E+01
     0.124799999999997E+02  -.230710867556164E+00  0.459502644913310E+00  -.872681113707602E+00  0.173810312518944E+01
     0.124899999999997E+02  -.232564232501421E+00  0.460910897699237E+00  -.872579502196955E+00  0.172933471903980E+01
     0.124999999999997E+02  -.234420179084964E+00  0.462332834056078E+00  -.872408930346357E+00  0.172059971456926E+01
     0.125099999999997E+02  -.236278611269776E+00  0.463768497651953E+00  -.872170302002008E+00  0.171189896741983E+01
     0.125199999999997E+02  -.238139431866988E+00  0.465217930951925E+00  -.871864529893625E+00  0.170323330952614E+01
     0.125299999999997E+02  -.240002542550121E+00  0.466681175164915E+00  -.871492535076158E+00  0.169460354917639E+01
     0.125399999999997E+02  -.241867843871194E+00  0.468158270190264E+00  -.871055246379897E+00  0.168601047108410E+01
     0.125499999999997E+02  -.243735235278731E+00  0.469649254564028E+00  -.870553599869119E+00  0.167745483647042E+01
     0.125599999999997E+02  -.245604615137711E+00  0.471154165405011E+00  -.869988538309378E+00  0.166893738315646E+01
     0.125699999999997E+02  -.247475880751488E+00  0.472673038360601E+00  -.869361010643582E+00  0.166045882566547E+01
     0.125799999999997E+02  -.249348928385729E+00  0.474205907552438E+00  -.868671971476933E+00  0.165201985533442E+01
     0.125899999999997E+02  -.251223653294397E+00  0.475752805521979E+00  -.867922380570849E+00  0.164362114043465E+01
     0.125999999999997E+02  -.253099949747836E+00  0.477313763175998E+00  -.867113202345937E+00  0.163526332630127E+01
     0.126099999999997E+02  -.254977711062973E+00  0.478888809732071E+00  -.866245405394118E+00  0.162694703547092E+01
     0.126199999999997E+02  -.256856829635672E+00  0.480477972664104E+00  -.865319961999923E+00  0.161867286782769E+01
     0.126299999999997E+02  -.258737196975339E+00  0.482081277647973E+00  -.864337847671086E+00  0.161044140075650E+01
     0.126399999999997E+02  -.260618703741709E+00  0.483698748507305E+00  -.863300040678408E+00  0.160225318930409E+01
     0.126499999999997E+02  -.262501239783966E+00  0.485330407159494E+00  -.862207521604999E+00  0.159410876634683E+01
     0.126599999999997E+02  -.264384694182163E+00  0.486976273562005E+00  -.861061272904841E+00  0.158600864276524E+01
     0.126699999999997E+02  -.266268955290989E+00  0.488636365659020E+00  -.859862278470770E+00  0.157795330762489E+01
     0.126799999999997E+02  -.268153910785952E+00  0.490310699328535E+00  -.858611523211810E+00  0.156994322836322E+01
     0.126899999999997E+02  -.270039447711983E+00  0.491999288329936E+00  -.857309992639909E+00  0.156197885098200E+01
     0.126999999999997E+02  -.271925452534503E+00  0.493702144252172E+00  -.855958672465999E+00  0.155406060024516E+01
     0.127099999999997E+02  -.273811811193001E+00  0.495419276462585E+00  -.854558548205419E+00  0.154618887988155E+01
     0.127199999999997E+02  -.275698409157136E+00  0.497150692056492E+00  -.853110604792585E+00  0.153836407279243E+01
     0.127299999999997E+02  -.277585131485411E+00  0.498896395807604E+00  -.851615826204926E+00  0.153058654126322E+01
     0.127399999999997E+02  -.279471862886436E+00  0.500656390119376E+00  -.850075195095959E+00  0.152285662717935E+01
     0.127499999999997E+02  -.281358487782819E+00  0.502430674977386E+00  -.848489692437509E+00  0.151517465224578E+01
     0.127599999999997E+02  -.283244890377700E+00  0.504219247902845E+00  -.846860297170888E+00  0.150754091820999E+01
     0.127699999999997E+02  -.285130954723947E+00  0.506022103907343E+00  -.845187985867038E+00  0.149995570708805E+01
     0.127799999999997E+02  -.287016564796064E+00  0.507839235448934E+00  -.843473732395481E+00  0.149241928139353E+01
     0.127899999999997E+02  -.288901604564776E+00  0.509670632389680E+00  -.841718507601960E+00  0.148493188436896E+01
     0.127999999999997E+02  -.290785958074356E+00  0.511516281954764E+00  -.839923278994700E+00  0.147749374021961E+01
     0.128099999999997E+02  -.292669509522660E+00  0.513376168693307E+00  -.838089010439061E+00  0.147010505434922E+01
     0.128199999999997E+02  -.294552143343918E+00  0.515250274440991E+00  -.836216661860567E+00  0.146276601359752E+01
     0.128299999999997E+02  -.296433744294233E+00  0.517138578284633E+00  -.834307188956050E+00  0.145547678647924E+01
     0.128399999999997E+02  -.298314197539834E+00  0.519041056528839E+00  -.832361542912821E+00  0.144823752342446E+01
     0.128499999999997E+02  -.300193388748045E+00  0.520957682664881E+00  -.830380670135677E+00  0.144104835701986E+01
     0.128599999999997E+02  -.302071204180939E+00  0.522888427341904E+00  -.828365511981568E+00  0.143390940225095E+01
     0.128699999999997E+02  -.303947530791716E+00  0.524833258340659E+00  -.826317004501777E+00  0.142682075674484E+01
     0.128799999999997E+02  -.305822256323715E+00  0.526792140549862E+00  -.824236078191373E+00  0.141978250101344E+01
     0.128899999999997E+02  -.307695269412072E+00  0.528765035945349E+00  -.822123657745819E+00  0.141279469869690E+01
     0.128999999999997E+02  -.309566459687955E+00  0.530751903572177E+00  -.819980661824468E+00  0.140585739680714E+01
     0.129099999999997E+02  -.311435717885342E+00  0.532752699529827E+00  -.817808002820789E+00  0.139897062597128E+01
     0.129199999999997E+02  -.313302935950314E+00  0.534767376960655E+00  -.815606586639129E+00  0.139213440067478E+01
     0.129299999999997E+02  -.315168007152742E+00  0.536795886041771E+00  -.813377312477750E+00  0.138534871950428E+01
     0.129399999999997E+02  -.317030826200358E+00  0.538838173980480E+00  -.811121072617998E+00  0.137861356538987E+01
     0.129499999999997E+02  -.318891289355097E+00  0.540894185013481E+00  -.808838752219330E+00  0.137192890584674E+01
     0.129599999999997E+02  -.320749294551631E+00  0.542963860409940E+00  -.806531229120039E+00  0.136529469321623E+01
     0.129699999999997E+02  -.322604741518010E+00  0.545047138478664E+00  -.804199373643410E+00  0.135871086490588E+01
     0.129799999999997E+02  -.324457531898287E+00  0.547143954579471E+00  -.801844048409142E+00  0.135217734362883E+01
     0.129899999999997E+02  -.326307569377031E+00  0.549254241138984E+00  -.799466108149766E+00  0.134569403764204E+01
     0.129999999999997E+02  -.328154759805573E+00  0.551377927670961E+00  -.797066399531893E+00  0.133926084098380E+01
     0.130099999999997E+02  -.329999011329903E+00  0.553514940801348E+00  -.794645760982071E+00  0.133287763370998E+01
     0.130199999999997E+02  -.331840234520004E+00  0.555665204298219E+00  -.792205022516982E+00  0.132654428212935E+01
     0.130299999999997E+02  -.333678342500532E+00  0.557828639106754E+00  -.789745005577853E+00  0.132026063903787E+01
     0.130399999999997E+02  -.335513251082623E+00  0.560005163389385E+00  -.787266522868841E+00  0.131402654395188E+01
     0.130499999999997E+02  -.337344878896694E+00  0.562194692571317E+00  -.784770378199159E+00  0.130784182334027E+01
     0.130599999999997E+02  -.339173147526009E+00  0.564397139391512E+00  -.782257366328799E+00  0.130170629085563E+01
     0.130699999999997E+02  -.340997981640848E+00  0.566612413959314E+00  -.779728272817627E+00  0.129561974756451E+01
     0.130799999999997E+02  -.342819309133030E+00  0.568840423816837E+00  -.777183873877695E+00  0.128958198217664E+01
     0.130899999999997E+02  -.344637061250614E+00  0.571081074007252E+00  -.774624936228537E+00  0.128359277127339E+01
     0.130999999999997E+02  -.346451172732496E+00  0.573334267149086E+00  -.772052216955354E+00  0.127765187953542E+01
     0.131099999999997E+02  -.348261581942699E+00  0.575599903516659E+00  -.769466463369845E+00  0.127175905996964E+01
     0.131199999999997E+02  -.350068231004087E+00  0.577877881126754E+00  -.766868412873611E+00  0.126591405413554E+01
     0.131299999999997E+02  -.351871065931227E+00  0.580168095831624E+00  -.764258792823908E+00  0.126011659237104E+01
     0.131399999999997E+02  -.353670036762149E+00  0.582470441418422E+00  -.761638320401661E+00  0.125436639401797E+01
     0.131499999999997E+02  -.355465097688690E+00  0.584784809715115E+00  -.759007702481616E+00  0.124866316764731E+01
     0.131599999999997E+02  -.357256207185163E+00  0.587111090702975E+00  -.756367635504481E+00  0.124300661128417E+01
     0.131699999999997E+02  -.359043328135014E+00  0.589449172635664E+00  -.753718805350966E+00  0.123739641263297E+01
     0.131799999999997E+02  -.360826427955172E+00  0.591798942164972E+00  -.751061887217667E+00  0.123183224930260E+01
     0.131899999999997E+02  -.362605478717776E+00  0.594160284473222E+00  -.748397545494657E+00  0.122631378903202E+01
     0.131999999999997E+02  -.364380457268946E+00  0.596533083412351E+00  -.745726433644761E+00  0.122084068991622E+01
     0.132099999999997E+02  -.366151345344233E+00  0.598917221649673E+00  -.743049194084405E+00  0.121541260063288E+01
     0.132199999999997E+02  -.367918129680498E+00  0.601312580820273E+00  -.740366458066105E+00  0.121002916066980E+01
     0.132299999999997E+02  -.369680802123742E+00  0.603719041686010E+00  -.737678845562439E+00  0.120469000055331E+01
     0.132399999999997E+02  -.371439359732656E+00  0.606136484301075E+00  -.734986965151589E+00  0.119939474207782E+01
     0.132499999999997E+02  -.373193804877476E+00  0.608564788183999E+00  -.732291413904433E+00  0.119414299853671E+01
     0.132599999999997E+02  -.374944145333779E+00  0.611003832496066E+00  -.729592777273135E+00  0.118893437495468E+01
     0.132699999999997E+02  -.376690394370914E+00  0.613453496225946E+00  -.726891628981403E+00  0.118376846832186E+01
     0.132799999999997E+02  -.378432570834645E+00  0.615913658380484E+00  -.724188530916314E+00  0.117864486782970E+01
     0.132899999999997E+02  -.380170699223692E+00  0.618384198181424E+00  -.721484033021898E+00  0.117356315510899E+01
     0.132999999999997E+02  -.381904809759799E+00  0.620864995267954E+00  -.718778673194464E+00  0.116852290447001E+01
     0.133099999999997E+02  -.383634938450979E+00  0.623355929904820E+00  -.716072977179816E+00  0.116352368314513E+01
     0.133199999999997E+02  -.385361127147563E+00  0.625856883195827E+00  -.713367458472460E+00  0.115856505153397E+01
     0.133299999999997E+02  -.387083423590751E+00  0.628367737302473E+00  -.710662618216911E+00  0.115364656345124E+01
     0.133399999999997E+02  -.388801881453297E+00  0.630888375667449E+00  -.707958945111267E+00  0.114876776637754E+01
     0.133499999999997E+02  -.390516560371991E+00  0.633418683242735E+00  -.705256915313187E+00  0.114392820171309E+01
     0.133599999999997E+02  -.392227525971658E+00  0.635958546721988E+00  -.702556992348447E+00  0.113912740503473E+01
     0.133699999999997E+02  -.393934849880328E+00  0.638507854776883E+00  -.699859627022275E+00  0.113436490635620E+01
     0.133799999999997E+02  -.395638609735284E+00  0.641066498297076E+00  -.697165257333644E+00  0.112964023039180E+01
     0.133899999999997E+02  -.397338889179737E+00  0.643634370633417E+00  -.694474308392761E+00  0.112495289682369E+01
     0.133999999999997E+02  -.399035777849807E+00  0.646211367844035E+00  -.691787192341940E+00  0.112030242057275E+01
     0.134099999999997E+02  -.400729371351629E+00  0.648797388942870E+00  -.689104308280178E+00  0.111568831207322E+01
     0.134199999999997E+02  -.402419771228268E+00  0.651392336150271E+00  -.686426042191570E+00  0.111111007755114E+01
     0.134299999999997E+02  -.404107084916311E+00  0.653996115145158E+00  -.683752766877952E+00  0.110656721930659E+01
     0.134399999999997E+02  -.405791425691864E+00  0.656608635318358E+00  -.681084841895939E+00  0.110205923599997E+01
     0.134499999999997E+02  -.407472912605867E+00  0.659229810026585E+00  -.678422613498739E+00  0.109758562294203E+01
     0.134599999999997E+02  -.409151670408496E+00  0.661859556846622E+00  -.675766414582945E+00  0.109314587238799E+01
     0.134699999999997E+02  -.410827829462586E+00  0.664497797829165E+00  -.673116564640682E+00  0.108873947383547E+01
     0.134799999999997E+02  -.412501525645947E+00  0.667144459751855E+00  -.670473369717367E+00  0.108436591432639E+01
     0.134899999999997E+02  -.414172900242505E+00  0.669799474370941E+00  -.667837122375424E+00  0.108002467875264E+01
     0.134999999999997E+02  -.415842099822241E+00  0.672462778671057E+00  -.665208101664270E+00  0.107571525016556E+01
     0.135099999999997E+02  -.417509276109874E+00  0.675134315112581E+00  -.662586573096876E+00  0.107143711008909E+01
     0.135199999999997E+02  -.419174585842338E+00  0.677814031876017E+00  -.659972788633248E+00  0.106718973883645E+01
     0.135299999999997E+02  -.420838190615060E+00  0.680501883102845E+00  -.657366986671147E+00  0.106297261583025E+01
     0.135399999999997E+02  -.422500256717134E+00  0.683197829132308E+00  -.654769392044364E+00  0.105878521992588E+01
     0.135499999999997E+02  -.424160954955484E+00  0.685901836733570E+00  -.652180216028881E+00  0.105462702973793E+01
     0.135599999999997E+02  -.425820460468136E+00  0.688613879332675E+00  -.649599656357244E+00  0.105049752396951E+01
     0.135699999999997E+02  -.427478952526793E+00  0.691333937233800E+00  -.647027897241444E+00  0.104639618174417E+01
     0.135799999999997E+02  -.429136614328841E+00  0.694061997834223E+00  -.644465109404607E+00  0.104232248294025E+01
     0.135899999999997E+02  -.430793632779111E+00  0.696798055832470E+00  -.641911450121842E+00  0.103827590852729E+01
     0.135999999999997E+02  -.432450198261533E+00  0.699542113429142E+00  -.639367063270465E+00  0.103425594090423E+01
     0.136099999999997E+02  -.434106504401082E+00  0.702294180519868E+00  -.636832079389930E+00  0.103026206423918E+01
     0.136199999999997E+02  -.435762747816226E+00  0.705054274879915E+00  -.634306615751702E+00  0.102629376481019E+01
     0.136299999999997E+02  -.437419127862294E+00  0.707822422339922E+00  -.631790776439336E+00  0.102235053134689E+01
     0.136399999999997E+02  -.439075846366104E+00  0.710598656952334E+00  -.629284652438997E+00  0.101843185537247E+01
     0.136499999999997E+02  -.440733107352238E+00  0.713383021148037E+00  -.626788321740616E+00  0.101453723154560E+01
     0.136599999999997E+02  -.442391116761417E+00  0.716175565882790E+00  -.624301849449905E+00  0.101066615800196E+01
     0.136699999999997E+02  -.444050082161417E+00  0.718976350773021E+00  -.621825287911394E+00  0.100681813669477E+01
     0.136799999999997E+02  -.445710212450954E+00  0.721785444220604E+00  -.619358676842633E+00  0.100299267373403E+01
     0.136899999999997E+02  -.447371717557124E+00  0.724602923526262E+00  -.616902043479700E+00  0.999189279723830E+00
     0.136999999999997E+02  -.449034808126816E+00  0.727428874991231E+00  -.614455402734128E+00  0.995407470097368E+00
     0.137099999999997E+02  -.450699695212713E+00  0.730263394006905E+00  -.612018757361313E+00  0.991646765449051E+00
     0.137199999999997E+02  -.452366589954369E+00  0.733106585132156E+00  -.609592098140440E+00  0.987906691863260E+00
     0.137299999999997E+02  -.454035703254977E+00  0.735958562158082E+00  -.607175404066012E+00  0.984186781239161E+00
     0.137399999999997E+02  -.455707245454394E+00  0.738819448159980E+00  -.604768642550872E+00  0.980486571611053E+00
     0.137499999999997E+02  -.457381425998991E+00  0.741689375536315E+00  -.602371769640789E+00  0.976805607463752E+00
     0.137599999999997E+02  -.459058453108988E+00  0.744568486034570E+00  -.599984730240458E+00  0.973143440042345E+00
     0.137699999999997E+02  -.460738533443834E+00  0.747456930763832E+00  -.597607458350856E+00  0.969499627655863E+00
     0.137799999999997E+02  -.462421871766250E+00  0.750354870193999E+00  -.595239877317806E+00  0.965873735974297E+00
     0.137899999999997E+02  -.464108670605605E+00  0.753262474141620E+00  -.592881900091574E+00  0.962265338318311E+00
     0.137999999999997E+02  -.465799129921177E+00  0.756179921742246E+00  -.590533429497331E+00  0.958674015941243E+00
     0.138099999999997E+02  -.467493446765992E+00  0.759107401409404E+00  -.588194358516211E+00  0.955099358302691E+00
     0.138199999999997E+02  -.469191814951778E+00  0.762045110780145E+00  -.585864570576732E+00  0.951540963333285E+00
     0.138299999999997E+02  -.470894424715739E+00  0.764993256647317E+00  -.583543939856259E+00  0.947998437689986E+00
     0.138399999999997E+02  -.472601462389657E+00  0.767952054878611E+00  -.581232331592196E+00  0.944471397001504E+00
     0.138499999999997E+02  -.474313110072007E+00  0.770921730322569E+00  -.578929602402534E+00  0.940959466103231E+00
     0.138599999999997E+02  -.476029545303619E+00  0.773902516701693E+00  -.576635600615369E+00  0.937462279261249E+00
     0.138699999999997E+02  -.477750940747475E+00  0.776894656492865E+00  -.574350166606975E+00  0.933979480384947E+00
     0.138799999999997E+02  -.479477463873191E+00  0.779898400795324E+00  -.572073133147949E+00  0.930510723227761E+00
     0.138899999999997E+02  -.481209276646751E+00  0.782914009186422E+00  -.569804325756997E+00  0.927055671575629E+00
     0.138999999999997E+02  -.482946535226000E+00  0.785941749565503E+00  -.567543563061801E+00  0.923613999422720E+00
     0.139099999999997E+02  -.484689389662377E+00  0.788981897986148E+00  -.565290657166473E+00  0.920185391134138E+00
     0.139199999999997E+02  -.486437983609466E+00  0.792034738477176E+00  -.563045414025032E+00  0.916769541595089E+00
     0.139299999999997E+02  -.488192454038669E+00  0.795100562852724E+00  -.560807633820290E+00  0.913366156346402E+00
     0.139399999999997E+02  -.489952930962618E+00  0.798179670511804E+00  -.558577111347609E+00  0.909974951705895E+00
     0.139499999999997E+02  -.491719537166624E+00  0.801272368227732E+00  -.556353636402855E+00  0.906595654875445E+00
     0.139599999999997E+02  -.493492387948563E+00  0.804378969927817E+00  -.554136994173939E+00  0.903228004033549E+00
     0.139699999999997E+02  -.495271590867643E+00  0.807499796463785E+00  -.551926965635303E+00  0.899871748413056E+00
     0.139799999999997E+02  -.497057245502302E+00  0.810635175373342E+00  -.549723327944669E+00  0.896526648364047E+00
     0.139899999999997E+02  -.498849443217580E+00  0.813785440633362E+00  -.547525854841382E+00  0.893192475401664E+00
     0.139999999999997E+02  -.500648266942263E+00  0.816950932405132E+00  -.545334317045684E+00  0.889869012238817E+00
     0.140099999999997E+02  -.502453790956061E+00  0.820131996772168E+00  -.543148482658218E+00  0.886556052803695E+00
     0.140199999999997E+02  -.504266080687008E+00  0.823328985471052E+00  -.540968117559074E+00  0.883253402242117E+00
     0.140299999999997E+02  -.506085192519319E+00  0.826542255615780E+00  -.538792985805689E+00  0.879960876904723E+00
     0.140399999999997E+02  -.507911173611886E+00  0.829772169416122E+00  -.536622850028922E+00  0.876678304319038E+00
     0.140499999999997E+02  -.509744061727531E+00  0.833019093890474E+00  -.534457471826598E+00  0.873405523146560E+00
     0.140599999999997E+02  -.511583885073156E+00  0.836283400573691E+00  -.532296612153864E+00  0.870142383124973E+00
     0.140699999999997E+02  -.513430662150899E+00  0.839565465220377E+00  -.530140031709686E+00  0.866888744995669E+00
     0.140799999999997E+02  -.515284401620315E+00  0.842865667504140E+00  -.527987491318806E+00  0.863644480416807E+00
     0.140899999999997E+02  -.517145102171683E+00  0.846184390713254E+00  -.525838752308545E+00  0.860409471862128E+00
     0.140999999999997E+02  -.519012752410441E+00  0.849522021443241E+00  -.523693576879792E+00  0.857183612505804E+00
     0.141099999999997E+02  -.520887330752733E+00  0.852878949286783E+00  -.521551728471602E+00  0.853966806093663E+00
     0.141199999999997E+02  -.522768805332057E+00  0.856255566521458E+00  -.519412972118771E+00  0.850758966801113E+00
     0.141299999999996E+02  -.524657133916965E+00  0.859652267795725E+00  -.517277074801846E+00  0.847560019078141E+00
     0.141399999999996E+02  -.526552263839757E+00  0.863069449813604E+00  -.515143805788982E+00  0.844369897481797E+00
     0.141499999999996E+02  -.528454131936088E+00  0.866507511018420E+00  -.513012936969201E+00  0.841188546496584E+00
     0.141599999999996E+02  -.530362664495378E+00  0.869966851276084E+00  -.510884243176452E+00  0.838015920343233E+00
     0.141699999999996E+02  -.532277777221896E+00  0.873447871558253E+00  -.508757502504073E+00  0.834851982776325E+00
     0.141799999999996E+02  -.534199375206453E+00  0.876950973625756E+00  -.506632496609202E+00  0.831696706871252E+00
     0.141899999999996E+02  -.536127352908448E+00  0.880476559712646E+00  -.504509011006697E+00  0.828550074801091E+00
     0.141999999999996E+02  -.538061594148235E+00  0.884025032211240E+00  -.502386835352212E+00  0.825412077603864E+00
     0.142099999999996E+02  -.540001972109557E+00  0.887596793358427E+00  -.500265763714082E+00  0.822282714940784E+00
     0.142199999999996E+02  -.541948349351905E+00  0.891192244923622E+00  -.498145594833672E+00  0.819161994846056E+00
     0.142299999999996E+02  -.543900577832611E+00  0.894811787898577E+00  -.496026132373946E+00  0.816049933468805E+00
     0.142399999999996E+02  -.545858498938494E+00  0.898455822189418E+00  -.493907185155966E+00  0.812946554807724E+00
     0.142499999999996E+02  -.547821943526873E+00  0.902124746311118E+00  -.491788567383130E+00  0.809851890439017E+00
     0.142599999999996E+02  -.549790731975700E+00  0.905818957084615E+00  -.489670098852983E+00  0.806765979238322E+00
     0.142699999999996E+02  -.551764674242677E+00  0.909538849336910E+00  -.487551605156387E+00  0.803688867097111E+00
     0.142799999999996E+02  -.553743569933105E+00  0.913284815604237E+00  -.485432917864021E+00  0.800620606634271E+00
     0.142899999999996E+02  -.555727208376296E+00  0.917057245838610E+00  -.483313874700050E+00  0.797561256903398E+00
     0.142999999999996E+02  -.557715368710313E+00  0.920856527117833E+00  -.481194319702975E+00  0.794510883096480E+00
     0.143099999999996E+02  -.559707819974859E+00  0.924683043359233E+00  -.479074103373588E+00  0.791469556244513E+00
     0.143199999999996E+02  -.561704321212113E+00  0.928537175037182E+00  -.476953082810113E+00  0.788437352915681E+00
     0.143299999999996E+02  -.563704621575341E+00  0.932419298904648E+00  -.474831121830497E+00  0.785414354911627E+00
     0.143399999999996E+02  -.565708460445018E+00  0.936329787718784E+00  -.472708091082000E+00  0.782400648962503E+00
     0.143499999999996E+02  -.567715567552400E+00  0.940269009970811E+00  -.470583868138129E+00  0.779396326421211E+00
     0.143599999999996E+02  -.569725663110239E+00  0.944237329620177E+00  -.468458337583076E+00  0.776401482957528E+00
     0.143699999999996E+02  -.571738457950575E+00  0.948235105833184E+00  -.466331391083794E+00  0.773416218252548E+00
     0.143799999999996E+02  -.573753653669374E+00  0.952262692726112E+00  -.464202927449908E+00  0.770440635694011E+00
     0.143899999999996E+02  -.575770942777896E+00  0.956320439112943E+00  -.462072852681664E+00  0.767474842073020E+00
     0.143999999999996E+02  -.577790008860648E+00  0.960408688257795E+00  -.459941080006106E+00  0.764518947282584E+00
     0.144099999999996E+02  -.579810526739731E+00  0.964527777632063E+00  -.457807529901770E+00  0.761573064018536E+00
     0.144199999999996E+02  -.581832162645541E+00  0.968678038676397E+00  -.455672130112145E+00  0.758637307483181E+00
     0.144299999999996E+02  -.583854574393619E+00  0.972859796567553E+00  -.453534815648158E+00  0.755711795092157E+00
     0.144399999999996E+02  -.585877411567618E+00  0.977073369990168E+00  -.451395528780019E+00  0.752796646184889E+00
     0.144499999999996E+02  -.587900315708221E+00  0.981319070913544E+00  -.449254219018712E+00  0.749891981739018E+00
     0.144599999999996E+02  -.589922920507951E+00  0.985597204373465E+00  -.447110843087460E+00  0.746997924089175E+00
     0.144699999999996E+02  -.591944852011811E+00  0.989908068259144E+00  -.444965364883510E+00  0.744114596650419E+00
     0.144799999999996E+02  -.593965728823634E+00  0.994251953105313E+00  -.442817755430585E+00  0.741242123646666E+00
     0.144899999999996E+02  -.595985162318131E+00  0.998629141889580E+00  -.440667992822329E+00  0.738380629844379E+00
     0.144999999999996E+02  -.598002756858537E+00  0.100303990983506E+01  -.438516062157152E+00  0.735530240291827E+00
     0.145099999999996E+02  -.600018110019843E+00  0.100748452421841E+01  -.436361955464793E+00  0.732691080064102E+00
     0.145199999999996E+02  -.602030812817556E+00  0.101196324418324E+01  -.434205671625038E+00  0.729863274014175E+00
     0.145299999999996E+02  -.604040449941977E+00  0.101647632055920E+01  -.432047216278869E+00  0.727046946530114E+00
     0.145399999999996E+02  -.606046599997920E+00  0.102102399568655E+01  -.429886601732516E+00  0.724242221298746E+00
     0.145499999999996E+02  -.608048835749935E+00  0.102560650324654E+01  -.427723846854730E+00  0.721449221075804E+00
     0.145599999999996E+02  -.610046724372918E+00  0.103022406809763E+01  -.425558976967669E+00  0.718668067462798E+00
     0.145699999999996E+02  -.612039827708225E+00  0.103487690611763E+01  -.423392023731750E+00  0.715898880690617E+00
     0.145799999999996E+02  -.614027702525123E+00  0.103956522405200E+01  -.421223025024882E+00  0.713141779410086E+00
     0.145899999999996E+02  -.616009900787719E+00  0.104428921936831E+01  -.419052024816366E+00  0.710396880489419E+00
     0.145999999999996E+02  -.617985969927305E+00  0.104904908011715E+01  -.416879073035906E+00  0.707664298818708E+00
     0.146099999999996E+02  -.619955453120057E+00  0.105384498479956E+01  -.414704225438009E+00  0.704944147121484E+00
     0.146199999999996E+02  -.621917889570193E+00  0.105867710224125E+01  -.412527543462166E+00  0.702236535773321E+00
     0.146299999999996E+02  -.623872814798507E+00  0.106354559147370E+01  -.410349094089125E+00  0.699541572627539E+00
     0.146399999999996E+02  -.625819760936297E+00  0.106845060162245E+01  -.408168949693599E+00  0.696859362847955E+00
     0.146499999999996E+02  -.627758257024631E+00  0.107339227180268E+01  -.405987187893712E+00  0.694190008748723E+00
     0.146599999999996E+02  -.629687829319021E+00  0.107837073102251E+01  -.403803891397506E+00  0.691533609641119E+00
     0.146699999999996E+02  -.631608001599370E+00  0.108338609809407E+01  -.401619147846794E+00  0.688890261687334E+00
     0.146799999999996E+02  -.633518295485223E+00  0.108843848155268E+01  -.399433049658657E+00  0.686260057761135E+00
     0.146899999999996E+02  -.635418230756255E+00  0.109352797958448E+01  -.397245693864851E+00  0.683643087315353E+00
     0.146999999999996E+02  -.637307325677962E+00  0.109865467996274E+01  -.395057181949403E+00  0.681039436256102E+00
     0.147099999999996E+02  -.639185097332395E+00  0.110381865999314E+01  -.392867619684620E+00  0.678449186823670E+00
     0.147199999999996E+02  -.641051061954027E+00  0.110901998646840E+01  -.390677116965803E+00  0.675872417479907E+00
     0.147299999999996E+02  -.642904735270436E+00  0.111425871563259E+01  -.388485787644823E+00  0.673309202802106E+00
     0.147399999999996E+02  -.644745632847878E+00  0.111953489315538E+01  -.386293749362850E+00  0.670759613383169E+00
     0.147499999999996E+02  -.646573270441497E+00  0.112484855411671E+01  -.384101123382394E+00  0.668223715738005E+00
     0.147599999999996E+02  -.648387164350066E+00  0.113019972300222E+01  -.381908034418848E+00  0.665701572215989E+00
     0.147699999999996E+02  -.650186831775056E+00  0.113558841370970E+01  -.379714610471757E+00  0.663193240919408E+00
     0.147799999999996E+02  -.651971791183860E+00  0.114101462956715E+01  -.377520982655929E+00  0.660698775627711E+00
     0.147899999999995E+02  -.653741562676973E+00  0.114647836336271E+01  -.375327285032577E+00  0.658218225727436E+00
     0.147999999999995E+02  -.655495668358751E+00  0.115197959738689E+01  -.373133654440635E+00  0.655751636147762E+00
     0.148099999999995E+02  -.657233632711672E+00  0.115751830348755E+01  -.370940230328381E+00  0.653299047301422E+00
     0.148199999999995E+02  -.658954982973625E+00  0.116309444313803E+01  -.368747154585473E+00  0.650860495030946E+00
     0.148299999999995E+02  -.660659249517996E+00  0.116870796751882E+01  -.366554571375544E+00  0.648436010560046E+00
     0.148399999999995E+02  -.662345966236122E+00  0.117435881761326E+01  -.364362626969430E+00  0.646025620450055E+00
     0.148499999999995E+02  -.664014670921798E+00  0.118004692431759E+01  -.362171469579163E+00  0.643629346561238E+00
     0.148599999999995E+02  -.665664905657315E+00  0.118577220856588E+01  -.359981249192738E+00  0.641247206018885E+00
     0.148699999999995E+02  -.667296217200678E+00  0.119153458147020E+01  -.357792117409838E+00  0.638879211184046E+00
     0.148799999999995E+02  -.668908157373394E+00  0.119733394447640E+01  -.355604227278481E+00  0.636525369628810E+00
     0.148899999999995E+02  -.670500283448413E+00  0.120317018953600E+01  -.353417733132719E+00  0.634185684115960E+00
     0.148999999999995E+02  -.672072158537607E+00  0.120904319929449E+01  -.351232790431404E+00  0.631860152582937E+00
