#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.116299999999998E+02  -.486521652496961E-01  0.363574854727909E+00  -.361581749845316E+00  0.270207978406665E+01
     0.116399999999998E+02  -.496754030814874E-01  0.363899138963226E+00  -.368265392135959E+00  0.269774276191374E+01
     0.116499999999998E+02  -.507040421481995E-01  0.364218938153556E+00  -.374956861939942E+00  0.269340242558955E+01
     0.116599999999998E+02  -.517386804514142E-01  0.364534053813338E+00  -.381660737349652E+00  0.268905844821664E+01
     0.116699999999998E+02  -.527799306872330E-01  0.364844316668987E+00  -.388381592034245E+00  0.268471016743536E+01
     0.116799999999998E+02  -.538284188612035E-01  0.365149587378711E+00  -.395123976445771E+00  0.268035658514572E+01
     0.116899999999998E+02  -.548847828643739E-01  0.365449757179311E+00  -.401892398957023E+00  0.267599636813705E+01
     0.116999999999998E+02  -.559496710150631E-01  0.365744748457209E+00  -.408691306959815E+00  0.267162784961546E+01
     0.117099999999998E+02  -.570237405711240E-01  0.366034515241358E+00  -.415525067953000E+00  0.266724903163978E+01
     0.117199999999998E+02  -.581076562177472E-01  0.366319043615953E+00  -.422397950651654E+00  0.266285758847720E+01
     0.117299999999998E+02  -.592020885359903E-01  0.366598352051353E+00  -.429314106150141E+00  0.265845087089052E+01
     0.117399999999998E+02  -.603077124573430E-01  0.366872491651952E+00  -.436277549173767E+00  0.265402591136912E+01
     0.117499999999998E+02  -.614252057097724E-01  0.367141546320199E+00  -.443292139456196E+00  0.264957943031592E+01
     0.117599999999998E+02  -.625552472607558E-01  0.367405632836363E+00  -.450361563282224E+00  0.264510784320222E+01
     0.117699999999998E+02  -.636985157627958E-01  0.367664900854088E+00  -.457489315238001E+00  0.264060726870226E+01
     0.117799999999998E+02  -.648556880069713E-01  0.367919532812189E+00  -.464678680214089E+00  0.263607353781792E+01
     0.117899999999998E+02  -.660274373899161E-01  0.368169743763638E+00  -.471932715708949E+00  0.263150220400311E+01
     0.117999999999998E+02  -.672144323997259E-01  0.368415781123013E+00  -.479254234485038E+00  0.262688855429562E+01
     0.118099999999998E+02  -.684173351258901E-01  0.368657924334164E+00  -.486645787630873E+00  0.262222762146244E+01
     0.118199999999998E+02  -.696367997984479E-01  0.368896484460280E+00  -.494109648087308E+00  0.261751419716126E+01
     0.118299999999998E+02  -.708734713612460E-01  0.369131803698827E+00  -.501647794698756E+00  0.261274284611865E+01
     0.118399999999998E+02  -.721279840838844E-01  0.369364254824281E+00  -.509261896852493E+00  0.260790792132160E+01
     0.118499999999998E+02  -.734009602168659E-01  0.369594240561892E+00  -.516953299773370E+00  0.260300358021475E+01
     0.118599999999998E+02  -.746930086939657E-01  0.369822192896031E+00  -.524723010542455E+00  0.259802380189158E+01
     0.118699999999998E+02  -.760047238856889E-01  0.370048572316948E+00  -.532571684911572E+00  0.259296240526264E+01
     0.118799999999998E+02  -.773366844072536E-01  0.370273867010073E+00  -.540499614986907E+00  0.258781306817812E+01
     0.118899999999998E+02  -.786894519842332E-01  0.370498591992142E+00  -.548506717856912E+00  0.258256934747666E+01
     0.118999999999998E+02  -.800635703785455E-01  0.370723288198716E+00  -.556592525239998E+00  0.257722469992535E+01
     0.119099999999998E+02  -.814595643772584E-01  0.370948521527741E+00  -.564756174229248E+00  0.257177250400923E+01
     0.119199999999998E+02  -.828779388460490E-01  0.371174881843970E+00  -.572996399209486E+00  0.256620608252181E+01
     0.119299999999998E+02  -.843191778490300E-01  0.371402981949137E+00  -.581311525022994E+00  0.256051872590008E+01
     0.119399999999998E+02  -.857837438359614E-01  0.371633456522829E+00  -.589699461456582E+00  0.255470371624058E+01
     0.119499999999998E+02  -.872720768978064E-01  0.371866961039021E+00  -.598157699122505E+00  0.254875435192456E+01
     0.119599999999998E+02  -.887845940908489E-01  0.372104170663237E+00  -.606683306800129E+00  0.254266397277318E+01
     0.119699999999998E+02  -.903216888294927E-01  0.372345779135232E+00  -.615272930303024E+00  0.253642598564533E+01
     0.119799999999998E+02  -.918837303473254E-01  0.372592497642029E+00  -.623922792929970E+00  0.253003389038324E+01
     0.119899999999998E+02  -.934710632256710E-01  0.372845053686010E+00  -.632628697552562E+00  0.252348130600397E+01
     0.119999999999998E+02  -.950840069886543E-01  0.373104189952683E+00  -.641386030385830E+00  0.251676199702676E+01
     0.120099999999998E+02  -.967228557632633E-01  0.373370663182491E+00  -.650189766479633E+00  0.250986989982127E+01
     0.120199999999998E+02  -.983878780027720E-01  0.373645243050930E+00  -.659034476960585E+00  0.250279914885391E+01
     0.120299999999998E+02  -.100079316271451E+00  0.373928711061009E+00  -.667914338044207E+00  0.249554410270568E+01
     0.120399999999998E+02  -.101797387088373E+00  0.374221859451810E+00  -.676823141827446E+00  0.248809936972943E+01
     0.120499999999998E+02  -.103542280827740E+00  0.374525490126726E+00  -.685754308860014E+00  0.248045983321147E+01
     0.120599999999998E+02  -.105314161673044E+00  0.374840413604704E+00  -.694700902481617E+00  0.247262067589931E+01
     0.120699999999998E+02  -.107113167622138E+00  0.375167447997463E+00  -.703655644900416E+00  0.246457740375644E+01
     0.120799999999998E+02  -.108939410540130E+00  0.375507418015479E+00  -.712610934974915E+00  0.245632586880443E+01
     0.120899999999998E+02  -.110792976256888E+00  0.375861154005227E+00  -.721558867649125E+00  0.244786229091344E+01
     0.120999999999998E+02  -.112673924705802E+00  0.376229491019771E+00  -.730491254977810E+00  0.243918327840535E+01
     0.121099999999998E+02  -.114582290100398E+00  0.376613267924745E+00  -.739399648665561E+00  0.243028584733600E+01
     0.121199999999998E+02  -.116518081145290E+00  0.377013326541145E+00  -.748275364031108E+00  0.242116743932971E+01
     0.121299999999998E+02  -.118481281277946E+00  0.377430510826412E+00  -.757109505295347E+00  0.241182593784412E+01
     0.121399999999998E+02  -.120471848937688E+00  0.377865666094722E+00  -.765892992080115E+00  0.240225968275229E+01
     0.121499999999998E+02  -.122489717858400E+00  0.378319638277311E+00  -.774616586993255E+00  0.239246748313737E+01
     0.121599999999998E+02  -.124534797381389E+00  0.378793273223278E+00  -.783270924165223E+00  0.238244862820571E+01
     0.121699999999998E+02  -.126606972784845E+00  0.379287416041080E+00  -.791846538592740E+00  0.237220289623625E+01
     0.121799999999998E+02  -.128706105626584E+00  0.379802910480745E+00  -.800333896137295E+00  0.236173056149525E+01
     0.121899999999998E+02  -.130832034096564E+00  0.380340598356462E+00  -.808723424018344E+00  0.235103239906061E+01
     0.121999999999998E+02  -.132984573375964E+00  0.380901319009094E+00  -.817005541636030E+00  0.234010968751319E+01
     0.122099999999998E+02  -.135163515999622E+00  0.381485908807864E+00  -.825170691553590E+00  0.232896420946771E+01
     0.122199999999998E+02  -.137368632218767E+00  0.382095200690295E+00  -.833209370467205E+00  0.231759824993152E+01
     0.122299999999998E+02  -.139599670361063E+00  0.382730023739308E+00  -.841112159989259E+00  0.230601459249504E+01
     0.122399999999998E+02  -.141856357185150E+00  0.383391202796116E+00  -.848869757072351E+00  0.229421651337375E+01
     0.122499999999998E+02  -.144138398227039E+00  0.384079558107524E+00  -.856473003902918E+00  0.228220777333674E+01
     0.122599999999998E+02  -.146445478135743E+00  0.384795905005953E+00  -.863912917097082E+00  0.226999260757351E+01
     0.122699999999998E+02  -.148777260995801E+00  0.385541053620442E+00  -.871180716037184E+00  0.225757571356463E+01
     0.122799999999998E+02  -.151133390634471E+00  0.386315808616742E+00  -.878267850193864E+00  0.224496223703688E+01
     0.122899999999998E+02  -.153513490911420E+00  0.387120968964494E+00  -.885166025286882E+00  0.223215775609737E+01
     0.122999999999998E+02  -.155917165989114E+00  0.387957327729357E+00  -.891867228148146E+00  0.221916826365290E+01
     0.123099999999998E+02  -.158344000582024E+00  0.388825671887884E+00  -.898363750160451E+00  0.220600014823366E+01
     0.123199999999998E+02  -.160793560183100E+00  0.389726782162861E+00  -.904648209158091E+00  0.219266017334961E+01
     0.123299999999998E+02  -.163265391266094E+00  0.390661432876745E+00  -.910713569688128E+00  0.217915545551721E+01
     0.123399999999998E+02  -.165759021462340E+00  0.391630391820716E+00  -.916553161544673E+00  0.216549344110245E+01
     0.123499999999998E+02  -.168273959710994E+00  0.392634420136941E+00  -.922160696503048E+00  0.215168188213079E+01
     0.123599999999998E+02  -.170809696381681E+00  0.393674272211440E+00  -.927530283195170E+00  0.213772881122040E+01
     0.123699999999998E+02  -.173365703368728E+00  0.394750695574991E+00  -.932656440082338E+00  0.212364251579766E+01
     0.123799999999998E+02  -.175941434156376E+00  0.395864430809505E+00  -.937534106496661E+00  0.210943151175484E+01
     0.123899999999998E+02  -.178536323854391E+00  0.397016211457160E+00  -.942158651737104E+00  0.209510451671065E+01
     0.123999999999998E+02  -.181149789203798E+00  0.398206763929703E+00  -.946525882220689E+00  0.208067042303191E+01
     0.124099999999998E+02  -.183781228552416E+00  0.399436807415180E+00  -.950632046703209E+00  0.206613827077225E+01
     0.124199999999998E+02  -.186430021800229E+00  0.400707053779423E+00  -.954473839597729E+00  0.205151722067904E+01
     0.124299999999998E+02  -.189095530314583E+00  0.402018207459629E+00  -.958048402431115E+00  0.203681652741432E+01
     0.124399999999998E+02  -.191777096815533E+00  0.403370965347245E+00  -.961353323491844E+00  0.202204551312865E+01
     0.124499999999998E+02  -.194474045231547E+00  0.404766016657518E+00  -.964386635731777E+00  0.200721354151980E+01
     0.124599999999998E+02  -.197185680526264E+00  0.406204042782952E+00  -.967146812996120E+00  0.199232999249834E+01
     0.124699999999998E+02  -.199911288496765E+00  0.407685717127999E+00  -.969632764663115E+00  0.197740423757453E+01
     0.124799999999997E+02  -.202650135544309E+00  0.409211704922260E+00  -.971843828783894E+00  0.196244561606957E+01
     0.124899999999997E+02  -.205401468418335E+00  0.410782663009498E+00  -.973779763818517E+00  0.194746341224513E+01
     0.124999999999997E+02  -.208164513934890E+00  0.412399239609795E+00  -.975440739070265E+00  0.193246683343356E+01
     0.125099999999997E+02  -.210938478670676E+00  0.414062074052166E+00  -.976827323923948E+00  0.191746498924098E+01
     0.125199999999997E+02  -.213722548634110E+00  0.415771796474981E+00  -.977940475997383E+00  0.190246687188409E+01
     0.125299999999997E+02  -.216515888914862E+00  0.417529027491530E+00  -.978781528316804E+00  0.188748133771137E+01
     0.125399999999997E+02  -.219317643313651E+00  0.419334377818168E+00  -.979352175628117E+00  0.187251708994779E+01
     0.125499999999997E+02  -.222126933954036E+00  0.421188447862348E+00  -.979654459955676E+00  0.185758266269295E+01
     0.125599999999997E+02  -.224942860878295E+00  0.423091827268091E+00  -.979690755519036E+00  0.184268640619126E+01
     0.125699999999997E+02  -.227764501629512E+00  0.425045094416236E+00  -.979463753116558E+00  0.182783647338469E+01
     0.125799999999997E+02  -.230590910822221E+00  0.427048815877067E+00  -.978976444081514E+00  0.181304080774837E+01
     0.125899999999997E+02  -.233421119704207E+00  0.429103545812810E+00  -.978232103913479E+00  0.179830713240142E+01
     0.125999999999997E+02  -.236254135712070E+00  0.431209825327585E+00  -.977234275683304E+00  0.178364294047784E+01
     0.126099999999997E+02  -.239088942023608E+00  0.433368181762502E+00  -.975986753305733E+00  0.176905548673442E+01
     0.126199999999997E+02  -.241924497109989E+00  0.435579127933591E+00  -.974493564768309E+00  0.175455178036681E+01
     0.126299999999997E+02  -.244759734291162E+00  0.437843161310346E+00  -.972758955400472E+00  0.174013857899858E+01
     0.126399999999997E+02  -.247593561297977E+00  0.440160763132797E+00  -.970787371260349E+00  0.172582238380336E+01
     0.126499999999997E+02  -.250424859844820E+00  0.442532397465039E+00  -.968583442711606E+00  0.171160943571543E+01
     0.126599999999997E+02  -.253252485216731E+00  0.444958510183379E+00  -.966151968256052E+00  0.169750571268056E+01
     0.126699999999997E+02  -.256075265875298E+00  0.447439527897214E+00  -.963497898682469E+00  0.168351692789564E+01
     0.126799999999997E+02  -.258892003087728E+00  0.449975856801125E+00  -.960626321585133E+00  0.166964852898337E+01
     0.126899999999997E+02  -.261701470583944E+00  0.452567881456611E+00  -.957542446300458E+00  0.165590569804603E+01
     0.126999999999997E+02  -.264502414246583E+00  0.455215963502219E+00  -.954251589303652E+00  0.164229335254167E+01
     0.127099999999997E+02  -.267293551839251E+00  0.457920440291009E+00  -.950759160101795E+00  0.162881614692432E+01
     0.127199999999997E+02  -.270073572778533E+00  0.460681623454432E+00  -.947070647654434E+00  0.161547847499044E+01
     0.127299999999997E+02  -.272841137955493E+00  0.463499797392090E+00  -.943191607346965E+00  0.160228447287356E+01
     0.127399999999997E+02  -.275594879612826E+00  0.466375217687012E+00  -.939127648537641E+00  0.158923802262925E+01
     0.127499999999997E+02  -.278333401283936E+00  0.469308109446481E+00  -.934884422693769E+00  0.157634275635427E+01
     0.127599999999997E+02  -.281055277800533E+00  0.472298665568714E+00  -.930467612128446E+00  0.156360206078414E+01
     0.127699999999997E+02  -.283759055375642E+00  0.475347044936146E+00  -.925882919344891E+00  0.155101908231552E+01
     0.127799999999997E+02  -.286443251769136E+00  0.478453370536440E+00  -.921136056991570E+00  0.153859673240084E+01
     0.127899999999997E+02  -.289106356543129E+00  0.481617727512775E+00  -.916232738427828E+00  0.152633769326545E+01
     0.127999999999997E+02  -.291746831414810E+00  0.484840161145532E+00  -.911178668896179E+00  0.151424442389871E+01
     0.128099999999997E+02  -.294363110714566E+00  0.488120674767922E+00  -.905979537294930E+00  0.150231916627333E+01
     0.128199999999997E+02  -.296953601957325E+00  0.491459227618763E+00  -.900641008541702E+00  0.149056395174926E+01
     0.128299999999997E+02  -.299516686535285E+00  0.494855732636152E+00  -.895168716516260E+00  0.147898060762111E+01
     0.128399999999997E+02  -.302050720540336E+00  0.498310054196479E+00  -.889568257569045E+00  0.146757076377013E+01
     0.128499999999997E+02  -.304554035724527E+00  0.501822005803905E+00  -.883845184579754E+00  0.145633585938462E+01
     0.128599999999997E+02  -.307024940607020E+00  0.505391347736170E+00  -.878005001548975E+00  0.144527714971501E+01
     0.128699999999997E+02  -.309461721735986E+00  0.509017784653363E+00  -.872053158704443E+00  0.143439571283199E+01
     0.128799999999997E+02  -.311862645113826E+00  0.512700963177170E+00  -.865995048102324E+00  0.142369245635901E+01
     0.128899999999997E+02  -.314225957794050E+00  0.516440469448882E+00  -.859835999703253E+00  0.141316812415236E+01
     0.128999999999997E+02  -.316549889657893E+00  0.520235826675418E+00  -.853581277901920E+00  0.140282330290458E+01
     0.129099999999997E+02  -.318832655378587E+00  0.524086492673534E+00  -.847236078488587E+00  0.139265842864910E+01
     0.129199999999997E+02  -.321072456580869E+00  0.527991857423343E+00  -.840805526020579E+00  0.138267379314613E+01
     0.129299999999997E+02  -.323267484202816E+00  0.531951240643246E+00  -.834294671581479E+00  0.137286955013198E+01
     0.129399999999997E+02  -.325415921066758E+00  0.535963889399438E+00  -.827708490905803E+00  0.136324572141572E+01
     0.129499999999997E+02  -.327515944665207E+00  0.540028975764068E+00  -.821051882846843E+00  0.135380220280934E+01
     0.129599999999997E+02  -.329565730167283E+00  0.544145594537305E+00  -.814329668165558E+00  0.134453876987876E+01
     0.129699999999997E+02  -.331563453650003E+00  0.548312761049416E+00  -.807546588618614E+00  0.133545508350542E+01
     0.129799999999997E+02  -.333507295558141E+00  0.552529409060103E+00  -.800707306323977E+00  0.132655069524909E+01
     0.129899999999997E+02  -.335395444395098E+00  0.556794388773242E+00  -.793816403382852E+00  0.131782505250447E+01
     0.129999999999997E+02  -.337226100646098E+00  0.561106464986159E+00  -.786878381737071E+00  0.130927750344530E+01
     0.130099999999997E+02  -.338997480933768E+00  0.565464315393435E+00  -.779897663241719E+00  0.130090730175096E+01
     0.130199999999997E+02  -.340707822404499E+00  0.569866529066061E+00  -.772878589933060E+00  0.129271361111200E+01
     0.130299999999997E+02  -.342355387342676E+00  0.574311605127513E+00  -.765825424472576E+00  0.128469550951179E+01
     0.130399999999997E+02  -.343938468007802E+00  0.578797951648951E+00  -.758742350748280E+00  0.127685199328286E+01
     0.130499999999997E+02  -.345455391688022E+00  0.583323884786323E+00  -.751633474615192E+00  0.126918198093701E+01
     0.130599999999997E+02  -.346904525961236E+00  0.587887628182390E+00  -.744502824757458E+00  0.126168431676979E+01
     0.130699999999997E+02  -.348284284153135E+00  0.592487312657150E+00  -.737354353655003E+00  0.125435777424001E+01
     0.130799999999997E+02  -.349593130979107E+00  0.597120976210027E+00  -.730191938638377E+00  0.124720105912635E+01
     0.130899999999997E+02  -.350829588354724E+00  0.601786564357081E+00  -.723019383016038E+00  0.124021281246343E+01
     0.130999999999997E+02  -.351992241357073E+00  0.606481930826329E+00  -.715840417258625E+00  0.123339161326038E+01
     0.131099999999997E+02  -.353079744316682E+00  0.611204838633379E+00  -.708658700225792E+00  0.122673598100592E+01
     0.131199999999997E+02  -.354090827017389E+00  0.615952961559158E+00  -.701477820421215E+00  0.122024437796377E+01
     0.131299999999997E+02  -.355024300978717E+00  0.620723886050030E+00  -.694301297262406E+00  0.121391521126362E+01
     0.131399999999997E+02  -.355879065793076E+00  0.625515113559642E+00  -.687132582352110E+00  0.120774683479253E+01
     0.131499999999997E+02  -.356654115487215E+00  0.630324063349834E+00  -.679975060738822E+00  0.120173755089280E+01
     0.131599999999997E+02  -.357348544875207E+00  0.635148075766343E+00  -.672832052154290E+00  0.119588561187217E+01
     0.131699999999997E+02  -.357961555867657E+00  0.639984416002467E+00  -.665706812216576E+00  0.119018922133304E+01
     0.131799999999997E+02  -.358492463699621E+00  0.644830278361596E+00  -.658602533587424E+00  0.118464653532766E+01
     0.131899999999997E+02  -.358940703037696E+00  0.649682791026454E+00  -.651522347073428E+00  0.117925566334648E+01
     0.131999999999997E+02  -.359305833924758E+00  0.654539021339900E+00  -.644469322660710E+00  0.117401466914747E+01
     0.132099999999997E+02  -.359587547519270E+00  0.659395981598527E+00  -.637446470473552E+00  0.116892157143428E+01
     0.132199999999997E+02  -.359785671584611E+00  0.664250635356777E+00  -.630456741647479E+00  0.116397434439191E+01
     0.132299999999997E+02  -.359900175682974E+00  0.669099904235187E+00  -.623503029108115E+00  0.115917091808834E+01
     0.132399999999997E+02  -.359931176027589E+00  0.673940675222271E+00  -.616588168247302E+00  0.115450917875143E+01
     0.132499999999997E+02  -.359878939946829E+00  0.678769808455134E+00  -.609714937488606E+00  0.114998696893050E+01
     0.132599999999997E+02  -.359743889913818E+00  0.683584145459439E+00  -.602886058734557E+00  0.114560208755235E+01
     0.132699999999997E+02  -.359526607095880E+00  0.688380517824648E+00  -.596104197688725E+00  0.114135228988206E+01
     0.132799999999997E+02  -.359227834379144E+00  0.693155756285823E+00  -.589371964045906E+00  0.113723528739904E+01
     0.132899999999997E+02  -.358848478825347E+00  0.697906700178570E+00  -.582691911544410E+00  0.113324874759920E+01
     0.132999999999997E+02  -.358389613519925E+00  0.702630207229054E+00  -.576066537874842E+00  0.112939029373467E+01
     0.133099999999997E+02  -.357852478773116E+00  0.707323163636490E+00  -.569498284440280E+00  0.112565750450270E+01
     0.133199999999997E+02  -.357238482639071E+00  0.711982494401158E+00  -.562989535963463E+00  0.112204791369578E+01
     0.133299999999997E+02  -.356549200721546E+00  0.716605173846911E+00  -.556542619936971E+00  0.111855900982545E+01
     0.133399999999997E+02  -.355786375239073E+00  0.721188236283296E+00  -.550159805913284E+00  0.111518823573261E+01
     0.133499999999997E+02  -.354951913327076E+00  0.725728786749071E+00  -.543843304631961E+00  0.111193298819740E+01
     0.133599999999997E+02  -.354047884559541E+00  0.730224011775811E+00  -.537595266982170E+00  0.110879061756233E+01
     0.133699999999997E+02  -.353076517678429E+00  0.734671190107827E+00  -.531417782799466E+00  0.110575842738238E+01
     0.133799999999997E+02  -.352040196524730E+00  0.739067703312769E+00  -.525312879496367E+00  0.110283367411631E+01
     0.133899999999997E+02  -.350941455171356E+00  0.743411046215841E+00  -.519282520527350E+00  0.110001356687355E+01
     0.133999999999997E+02  -.349782972264306E+00  0.747698837089823E+00  -.513328603689749E+00  0.109729526723144E+01
     0.134099999999997E+02  -.348567564585028E+00  0.751928827533277E+00  -.507452959262722E+00  0.109467588913779E+01
     0.134199999999997E+02  -.347298179853618E+00  0.756098911969644E+00  -.501657347988004E+00  0.109215249891370E+01
     0.134299999999997E+02  -.345977888798738E+00  0.760207136701689E+00  -.495943458896559E+00  0.108972211537196E+01
     0.134399999999997E+02  -.344609876526888E+00  0.764251708457519E+00  -.490312906986973E+00  0.108738171006637E+01
     0.134499999999997E+02  -.343197433229647E+00  0.768231002367467E+00  -.484767230762100E+00  0.108512820768701E+01
     0.134599999999997E+02  -.341743944273657E+00  0.772143569314461E+00  -.479307889632020E+00  0.108295848661678E+01
     0.134699999999997E+02  -.340252879723463E+00  0.775988142604618E+00  -.473936261192429E+00  0.108086937966430E+01
     0.134799999999997E+02  -.338727783352772E+00  0.779763643909750E+00  -.468653638388876E+00  0.107885767498759E+01
     0.134899999999997E+02  -.337172261204099E+00  0.783469188438534E+00  -.463461226578707E+00  0.107692011722325E+01
     0.134999999999997E+02  -.335589969760938E+00  0.787104089299093E+00  -.458360140503776E+00  0.107505340883470E+01
     0.135099999999997E+02  -.333984603799880E+00  0.790667861021836E+00  -.453351401188348E+00  0.107325421169301E+01
     0.135199999999997E+02  -.332359883993063E+00  0.794160222218089E+00  -.448435932778135E+00  0.107151914890274E+01
     0.135299999999997E+02  -.330719544332969E+00  0.797581097356770E+00  -.443614559337514E+00  0.106984480688456E+01
     0.135399999999997E+02  -.329067319453222E+00  0.800930617648462E+00  -.438888001623550E+00  0.106822773772532E+01
     0.135499999999997E+02  -.327406931919112E+00  0.804209121033224E+00  -.434256873856575E+00  0.106666446180532E+01
     0.135599999999997E+02  -.325742079561684E+00  0.807417151275645E+00  -.429721680508482E+00  0.106515147071086E+01
     0.135699999999997E+02  -.324076422927742E+00  0.810555456177454E+00  -.425282813130974E+00  0.106368523043920E+01
     0.135799999999997E+02  -.322413572916663E+00  0.813624984924924E+00  -.420940547247153E+00  0.106226218490119E+01
     0.135899999999997E+02  -.320757078672332E+00  0.816626884594675E+00  -.416695039331006E+00  0.106087875972505E+01
     0.135999999999997E+02  -.319110415795141E+00  0.819562495847528E+00  -.412546323900006E+00  0.105953136636338E+01
     0.136099999999997E+02  -.317476974935636E+00  0.822433347845959E+00  -.408494310747093E+00  0.105821640650277E+01
     0.136199999999997E+02  -.315860050826641E+00  0.825241152435618E+00  -.404538782338691E+00  0.105693027677410E+01
     0.136299999999997E+02  -.314262831806381E+00  0.827987797636146E+00  -.400679391406205E+00  0.105566937375850E+01
     0.136399999999997E+02  -.312688389879512E+00  0.830675340490601E+00  -.396915658758289E+00  0.105443009928235E+01
     0.136499999999997E+02  -.311139671357835E+00  0.833305999325969E+00  -.393246971341747E+00  0.105320886599180E+01
     0.136599999999997E+02  -.309619488116554E+00  0.835882145480299E+00  -.389672580578396E+00  0.105200210319481E+01
     0.136699999999997E+02  -.308130509496084E+00  0.838406294553735E+00  -.386191601005092E+00  0.105080626295647E+01
     0.136799999999997E+02  -.306675254873525E+00  0.840881097242473E+00  -.382803009243381E+00  0.104961782643026E+01
     0.136899999999997E+02  -.305256086921904E+00  0.843309329815110E+00  -.379505643324453E+00  0.104843331040562E+01
     0.136999999999997E+02  -.303875205569450E+00  0.845693884291212E+00  -.376298202393873E+00  0.104724927404959E+01
     0.137099999999997E+02  -.302534642665390E+00  0.848037758381260E+00  -.373179246819182E+00  0.104606232581757E+01
     0.137199999999997E+02  -.301236257353406E+00  0.850344045246195E+00  -.370147198721841E+00  0.104486913050581E+01
     0.137299999999997E+02  -.299981732148344E+00  0.852615923133088E+00  -.367200342952849E+00  0.104366641641601E+01
     0.137399999999997E+02  -.298772569707276E+00  0.854856644941370E+00  -.364336828529457E+00  0.104245098259998E+01
     0.137499999999997E+02  -.297610090281065E+00  0.857069527771655E+00  -.361554670547548E+00  0.104121970615033E+01
     0.137599999999997E+02  -.296495429828752E+00  0.859257942506062E+00  -.358851752581877E+00  0.103996954950129E+01
     0.137699999999997E+02  -.295429538773175E+00  0.861425303465958E+00  -.356225829583130E+00  0.103869756770214E+01
     0.137799999999997E+02  -.294413181373080E+00  0.863575058189366E+00  -.353674531277742E+00  0.103740091562422E+01
     0.137899999999997E+02  -.293446935684152E+00  0.865710677366697E+00  -.351195366073022E+00  0.103607685506167E+01
     0.137999999999997E+02  -.292531194079060E+00  0.867835644969540E+00  -.348785725466606E+00  0.103472276168495E+01
     0.138099999999997E+02  -.291666164294769E+00  0.869953448603403E+00  -.346442888955597E+00  0.103333613180599E+01
     0.138199999999997E+02  -.290851870973967E+00  0.872067570111221E+00  -.344164029437079E+00  0.103191458891370E+01
     0.138299999999997E+02  -.290088157666494E+00  0.874181476450552E+00  -.341946219087855E+00  0.103045588993870E+01
     0.138399999999997E+02  -.289374689256113E+00  0.876298610863429E+00  -.339786435707451E+00  0.102895793120713E+01
     0.138499999999997E+02  -.288710954777913E+00  0.878422384354037E+00  -.337681569504750E+00  0.102741875404399E+01
     0.138599999999997E+02  -.288096270591789E+00  0.880556167485749E+00  -.335628430304759E+00  0.102583654998844E+01
     0.138699999999997E+02  -.287529783878115E+00  0.882703282505410E+00  -.333623755148639E+00  0.102420966558484E+01
     0.138799999999997E+02  -.287010476422661E+00  0.884866995799648E+00  -.331664216256511E+00  0.102253660671591E+01
     0.138899999999997E+02  -.286537168658984E+00  0.887050510684678E+00  -.329746429319511E+00  0.102081604244661E+01
     0.138999999999997E+02  -.286108523937963E+00  0.889256960528410E+00  -.327866962084419E+00  0.101904680835057E+01
     0.139099999999997E+02  -.285723052995932E+00  0.891489402200882E+00  -.326022343191693E+00  0.101722790929380E+01
     0.139199999999997E+02  -.285379118594733E+00  0.893750809846874E+00  -.324209071225293E+00  0.101535852165414E+01
     0.139299999999997E+02  -.285074940308837E+00  0.896044068972405E+00  -.322423623930489E+00  0.101343799495851E+01
     0.139399999999997E+02  -.284808599437187E+00  0.898371970834992E+00  -.320662467554610E+00  0.101146585292408E+01
     0.139499999999997E+02  -.284578044019391E+00  0.900737207126179E+00  -.318922066264060E+00  0.100944179389337E+01
     0.139599999999997E+02  -.284381093938346E+00  0.903142364933461E+00  -.317198891590388E+00  0.100736569065778E+01
     0.139699999999997E+02  -.284215446093643E+00  0.905589921967864E+00  -.315489431857628E+00  0.100523758966816E+01
     0.139799999999997E+02  -.284078679632622E+00  0.908082242042745E+00  -.313790201543346E+00  0.100305770963533E+01
     0.139899999999997E+02  -.283968261228146E+00  0.910621570788840E+00  -.312097750526250E+00  0.100082643952784E+01
     0.139999999999997E+02  -.283881550394544E+00  0.913210031590562E+00  -.310408673174038E+00  0.998544335978432E+00
     0.140099999999997E+02  -.283815804835529E+00  0.915849621728408E+00  -.308719617226745E+00  0.996212120114669E+00
     0.140199999999997E+02  -.283768185820052E+00  0.918542208712835E+00  -.307027292432359E+00  0.993830673833107E+00
     0.140299999999997E+02  -.283735763584081E+00  0.921289526795154E+00  -.305328478893708E+00  0.991401035540277E+00
     0.140399999999997E+02  -.283715522758587E+00  0.924093173642064E+00  -.303620035088093E+00  0.988924395386750E+00
     0.140499999999997E+02  -.283704367825563E+00  0.926954607160912E+00  -.301898905523823E+00  0.986402090024253E+00
     0.140599999999997E+02  -.283699128606080E+00  0.929875142464183E+00  -.300162128001030E+00  0.983835596918109E+00
     0.140699999999997E+02  -.283696565785713E+00  0.932855948962674E+00  -.298406840447284E+00  0.981226528250146E+00
     0.140799999999997E+02  -.283693376484353E+00  0.935898047578409E+00  -.296630287302057E+00  0.978576624449071E+00
     0.140899999999997E+02  -.283686199878816E+00  0.939002308069606E+00  -.294829825427914E+00  0.975887747387191E+00
     0.140999999999997E+02  -.283671622887599E+00  0.942169446461862E+00  -.293002929529721E+00  0.973161873283691E+00
     0.141099999999997E+02  -.283646185928480E+00  0.945400022581416E+00  -.291147197067296E+00  0.970401085355472E+00
