#        Energy grid [eV]               DOS
#
               -55.683822                 0.000000
               -55.673822                 0.000000
               -55.663822                 0.000000
               -55.653822                 0.000000
               -55.643822                 0.000000
               -55.633822                 0.000000
               -55.623821                 0.000000
               -55.613821                 0.000000
               -55.603821                 0.000000
               -55.593821                 0.000000
               -55.583821                 0.000000
               -55.573820                 0.000000
               -55.563820                 0.000000
               -55.553820                 0.000000
               -55.543820                 0.000000
               -55.533820                 0.000000
               -55.523819                 0.000000
               -55.513819                 0.000000
               -55.503819                 0.000000
               -55.493819                 0.000000
               -55.483819                 0.000000
               -55.473819                 0.000000
               -55.463818                 0.000000
               -55.453818                 0.000000
               -55.443818                 0.000000
               -55.433818                 0.000000
               -55.423818                 0.000000
               -55.413817                 0.000000
               -55.403817                 0.000000
               -55.393817                 0.000000
               -55.383817                 0.000000
               -55.373817                 0.000000
               -55.363817                 0.000000
               -55.353816                 0.000000
               -55.343816                 0.000000
               -55.333816                 0.000000
               -55.323816                 0.000000
               -55.313816                 0.000000
               -55.303815                 0.000000
               -55.293815                 0.000000
               -55.283815                 0.000000
               -55.273815                 0.000000
               -55.263815                 0.000000
               -55.253815                 0.000000
               -55.243814                 0.000000
               -55.233814                 0.000000
               -55.223814                 0.000000
               -55.213814                 0.000000
               -55.203814                 0.000000
               -55.193813                 0.000000
               -55.183813                 0.000000
               -55.173813                 0.000000
               -55.163813                 0.000000
               -55.153813                 0.000000
               -55.143813                 0.000000
               -55.133812                 0.000000
               -55.123812                 0.000000
               -55.113812                 0.000000
               -55.103812                 0.000000
               -55.093812                 0.000000
               -55.083811                 0.000000
               -55.073811                 0.000000
               -55.063811                 0.000000
               -55.053811                 0.000000
               -55.043811                 0.000000
               -55.033810                 0.000000
               -55.023810                 0.000000
               -55.013810                 0.000000
               -55.003810                 0.000000
               -54.993810                 0.000000
               -54.983810                 0.000000
               -54.973809                 0.000000
               -54.963809                 0.000000
               -54.953809                 0.000000
               -54.943809                 0.000000
               -54.933809                 0.000000
               -54.923808                 0.000000
               -54.913808                 0.000000
               -54.903808                 0.000000
               -54.893808                 0.000000
               -54.883808                 0.000000
               -54.873808                 0.000000
               -54.863807                 0.000000
               -54.853807                 0.000000
               -54.843807                 0.000000
               -54.833807                 0.000000
               -54.823807                 0.000000
               -54.813806                 0.000000
               -54.803806                 0.000000
               -54.793806                 0.000000
               -54.783806                 0.000000
               -54.773806                 0.000000
               -54.763806                 0.000000
               -54.753805                 0.000000
               -54.743805                 0.000000
               -54.733805                 0.000000
               -54.723805                 0.000000
               -54.713805                 0.000000
               -54.703804                 0.000000
               -54.693804                 0.000000
               -54.683804                 0.000000
               -54.673804                 0.000000
               -54.663804                 0.000000
               -54.653804                 0.000000
               -54.643803                 0.000000
               -54.633803                 0.000000
               -54.623803                 0.000000
               -54.613803                 0.000000
               -54.603803                 0.000000
               -54.593802                 0.000000
               -54.583802                 0.000000
               -54.573802                 0.000000
               -54.563802                 0.000000
               -54.553802                 0.000000
               -54.543801                 0.000000
               -54.533801                 0.000000
               -54.523801                 0.000000
               -54.513801                 0.000000
               -54.503801                 0.000000
               -54.493801                 0.000000
               -54.483800                 0.000000
               -54.473800                 0.000000
               -54.463800                 0.000000
               -54.453800                 0.000000
               -54.443800                 0.000000
               -54.433799                 0.000000
               -54.423799                 0.000000
               -54.413799                 0.000000
               -54.403799                 0.000000
               -54.393799                 0.000000
               -54.383799                 0.000000
               -54.373798                 0.000000
               -54.363798                 0.000000
               -54.353798                 0.000000
               -54.343798                 0.000000
               -54.333798                 0.000000
               -54.323797                 0.000000
               -54.313797                 0.000000
               -54.303797                 0.000000
               -54.293797                 0.000000
               -54.283797                 0.000000
               -54.273797                 0.000000
               -54.263796                 0.000000
               -54.253796                 0.000000
               -54.243796                 0.000000
               -54.233796                 0.000000
               -54.223796                 0.000000
               -54.213795                 0.000000
               -54.203795                 0.000000
               -54.193795                 0.000000
               -54.183795                 0.000000
               -54.173795                 0.000000
               -54.163795                 0.000000
               -54.153794                 0.000000
               -54.143794                 0.000000
               -54.133794                 0.000000
               -54.123794                 0.000000
               -54.113794                 0.000000
               -54.103793                 0.000000
               -54.093793                 0.000000
               -54.083793                 0.000000
               -54.073793                 0.000000
               -54.063793                 0.000000
               -54.053792                 0.000000
               -54.043792                 0.000000
               -54.033792                 0.000000
               -54.023792                 0.000000
               -54.013792                 0.000000
               -54.003792                 0.000000
               -53.993791                 0.000000
               -53.983791                 0.000000
               -53.973791                 0.000000
               -53.963791                 0.000000
               -53.953791                 0.000000
               -53.943790                 0.000000
               -53.933790                 0.000000
               -53.923790                 0.000000
               -53.913790                 0.000000
               -53.903790                 0.000000
               -53.893790                 0.000000
               -53.883789                 0.000000
               -53.873789                 0.000000
               -53.863789                 0.000000
               -53.853789                 0.000000
               -53.843789                 0.000000
               -53.833788                 0.000000
               -53.823788                 0.000000
               -53.813788                 0.000000
               -53.803788                 0.000000
               -53.793788                 0.000000
               -53.783788                 0.000000
               -53.773787                 0.000000
               -53.763787                 0.000000
               -53.753787                 0.000000
               -53.743787                 0.000000
               -53.733787                 0.000000
               -53.723786                 0.000000
               -53.713786                 0.000000
               -53.703786                 0.000000
               -53.693786                 0.000000
               -53.683786                 0.000000
               -53.673786                 0.000000
               -53.663785                 0.000000
               -53.653785                 0.000000
               -53.643785                 0.000000
               -53.633785                 0.000000
               -53.623785                 0.000000
               -53.613784                 0.000000
               -53.603784                 0.000000
               -53.593784                 0.000000
               -53.583784                 0.000000
               -53.573784                 0.000000
               -53.563783                 0.000000
               -53.553783                 0.000000
               -53.543783                 0.000000
               -53.533783                 0.000000
               -53.523783                 0.000000
               -53.513783                 0.000000
               -53.503782                 0.000000
               -53.493782                 0.000000
               -53.483782                 0.000000
               -53.473782                 0.000000
               -53.463782                 0.000000
               -53.453781                 0.000000
               -53.443781                 0.000000
               -53.433781                 0.000000
               -53.423781                 0.000000
               -53.413781                 0.000000
               -53.403781                 0.000000
               -53.393780                 0.000000
               -53.383780                 0.000000
               -53.373780                 0.000000
               -53.363780                 0.000000
               -53.353780                 0.000000
               -53.343779                 0.000000
               -53.333779                 0.000000
               -53.323779                 0.000000
               -53.313779                 0.000000
               -53.303779                 0.000000
               -53.293779                 0.000000
               -53.283778                 0.000000
               -53.273778                 0.000000
               -53.263778                 0.000000
               -53.253778                 0.000000
               -53.243778                 0.000000
               -53.233777                 0.000000
               -53.223777                 0.000000
               -53.213777                 0.000000
               -53.203777                 0.000000
               -53.193777                 0.000000
               -53.183777                 0.000000
               -53.173776                 0.000000
               -53.163776                 0.000000
               -53.153776                 0.000000
               -53.143776                 0.000000
               -53.133776                 0.000000
               -53.123775                 0.000000
               -53.113775                 0.000000
               -53.103775                 0.000000
               -53.093775                 0.000000
               -53.083775                 0.000000
               -53.073774                 0.000000
               -53.063774                 0.000000
               -53.053774                 0.000000
               -53.043774                 0.000000
               -53.033774                 0.000000
               -53.023774                 0.000000
               -53.013773                 0.000000
               -53.003773                 0.000000
               -52.993773                 0.000000
               -52.983773                 0.000000
               -52.973773                 0.000000
               -52.963772                 0.000000
               -52.953772                 0.000000
               -52.943772                 0.000000
               -52.933772                 0.000000
               -52.923772                 0.000000
               -52.913772                 0.000000
               -52.903771                 0.000000
               -52.893771                 0.000000
               -52.883771                 0.000000
               -52.873771                 0.000000
               -52.863771                 0.000000
               -52.853770                 0.000000
               -52.843770                 0.000000
               -52.833770                 0.000000
               -52.823770                 0.000000
               -52.813770                 0.000000
               -52.803770                 0.000000
               -52.793769                 0.000000
               -52.783769                 0.000000
               -52.773769                 0.000000
               -52.763769                 0.000000
               -52.753769                 0.000000
               -52.743768                 0.000000
               -52.733768                 0.000000
               -52.723768                 0.000000
               -52.713768                 0.000000
               -52.703768                 0.000000
               -52.693768                 0.000000
               -52.683767                 0.000000
               -52.673767                 0.000000
               -52.663767                 0.000000
               -52.653767                 0.000000
               -52.643767                 0.000000
               -52.633766                 0.000000
               -52.623766                 0.000000
               -52.613766                 0.000000
               -52.603766                 0.000000
               -52.593766                 0.000000
               -52.583765                 0.000000
               -52.573765                 0.000000
               -52.563765                 0.000000
               -52.553765                 0.000000
               -52.543765                 0.000000
               -52.533765                 0.000000
               -52.523764                 0.000000
               -52.513764                 0.000000
               -52.503764                 0.000000
               -52.493764                 0.000000
               -52.483764                 0.000000
               -52.473763                 0.000000
               -52.463763                 0.000000
               -52.453763                 0.000000
               -52.443763                 0.000000
               -52.433763                 0.000000
               -52.423763                 0.000000
               -52.413762                 0.000000
               -52.403762                 0.000000
               -52.393762                 0.000000
               -52.383762                 0.000000
               -52.373762                 0.000000
               -52.363761                 0.000000
               -52.353761                 0.000000
               -52.343761                 0.000000
               -52.333761                 0.000000
               -52.323761                 0.000000
               -52.313761                 0.000000
               -52.303760                 0.000000
               -52.293760                 0.000000
               -52.283760                 0.000000
               -52.273760                 0.000000
               -52.263760                 0.000000
               -52.253759                 0.000000
               -52.243759                 0.000000
               -52.233759                 0.000000
               -52.223759                 0.000000
               -52.213759                 0.000000
               -52.203759                 0.000000
               -52.193758                 0.000000
               -52.183758                 0.000000
               -52.173758                 0.000000
               -52.163758                 0.000000
               -52.153758                 0.000000
               -52.143757                 0.000000
               -52.133757                 0.000000
               -52.123757                 0.000000
               -52.113757                 0.000000
               -52.103757                 0.000000
               -52.093756                 0.000000
               -52.083756                 0.000000
               -52.073756                 0.000000
               -52.063756                 0.000000
               -52.053756                 0.000000
               -52.043756                 0.000000
               -52.033755                 0.000000
               -52.023755                 0.000000
               -52.013755                 0.000000
               -52.003755                 0.000000
               -51.993755                 0.000000
               -51.983754                 0.000000
               -51.973754                 0.000000
               -51.963754                 0.000000
               -51.953754                 0.000000
               -51.943754                 0.000000
               -51.933754                 0.000000
               -51.923753                 0.000000
               -51.913753                 0.000000
               -51.903753                 0.000000
               -51.893753                 0.000000
               -51.883753                 0.000000
               -51.873752                 0.000000
               -51.863752                 0.000000
               -51.853752                 0.000000
               -51.843752                 0.000000
               -51.833752                 0.000000
               -51.823752                 0.000000
               -51.813751                 0.000000
               -51.803751                 0.000000
               -51.793751                 0.000000
               -51.783751                 0.000000
               -51.773751                 0.000000
               -51.763750                 0.000000
               -51.753750                 0.000000
               -51.743750                 0.000000
               -51.733750                 0.000000
               -51.723750                 0.000000
               -51.713750                 0.000000
               -51.703749                 0.000000
               -51.693749                 0.000000
               -51.683749                 0.000000
               -51.673749                 0.000000
               -51.663749                 0.000000
               -51.653748                 0.000000
               -51.643748                 0.000000
               -51.633748                 0.000000
               -51.623748                 0.000000
               -51.613748                 0.000000
               -51.603747                 0.000000
               -51.593747                 0.000000
               -51.583747                 0.000000
               -51.573747                 0.000000
               -51.563747                 0.000000
               -51.553747                 0.000000
               -51.543746                 0.000000
               -51.533746                 0.000000
               -51.523746                 0.000000
               -51.513746                 0.000000
               -51.503746                 0.000000
               -51.493745                 0.000000
               -51.483745                 0.000000
               -51.473745                 0.000000
               -51.463745                 0.000000
               -51.453745                 0.000000
               -51.443745                 0.000000
               -51.433744                 0.000000
               -51.423744                 0.000000
               -51.413744                 0.000000
               -51.403744                 0.000000
               -51.393744                 0.000000
               -51.383743                 0.000000
               -51.373743                 0.000000
               -51.363743                 0.000000
               -51.353743                 0.000000
               -51.343743                 0.000000
               -51.333743                 0.000000
               -51.323742                 0.000000
               -51.313742                 0.000000
               -51.303742                 0.000000
               -51.293742                 0.000000
               -51.283742                 0.000000
               -51.273741                 0.000000
               -51.263741                 0.000000
               -51.253741                 0.000000
               -51.243741                 0.000000
               -51.233741                 0.000000
               -51.223741                 0.000000
               -51.213740                 0.000000
               -51.203740                 0.000000
               -51.193740                 0.000000
               -51.183740                 0.000000
               -51.173740                 0.000000
               -51.163739                 0.000000
               -51.153739                 0.000000
               -51.143739                 0.000000
               -51.133739                 0.000000
               -51.123739                 0.000000
               -51.113738                 0.000000
               -51.103738                 0.000000
               -51.093738                 0.000000
               -51.083738                 0.000000
               -51.073738                 0.000000
               -51.063738                 0.000000
               -51.053737                 0.000000
               -51.043737                 0.000000
               -51.033737                 0.000000
               -51.023737                 0.000000
               -51.013737                 0.000000
               -51.003736                 0.000000
               -50.993736                 0.000000
               -50.983736                 0.000000
               -50.973736                 0.000000
               -50.963736                 0.000000
               -50.953736                 0.000000
               -50.943735                 0.000000
               -50.933735                 0.000000
               -50.923735                 0.000000
               -50.913735                 0.000000
               -50.903735                 0.000000
               -50.893734                 0.000000
               -50.883734                 0.000000
               -50.873734                 0.000000
               -50.863734                 0.000000
               -50.853734                 0.000000
               -50.843734                 0.000000
               -50.833733                 0.000000
               -50.823733                 0.000000
               -50.813733                 0.000000
               -50.803733                 0.000000
               -50.793733                 0.000000
               -50.783732                 0.000000
               -50.773732                 0.000000
               -50.763732                 0.000000
               -50.753732                 0.000000
               -50.743732                 0.000000
               -50.733732                 0.000000
               -50.723731                 0.000000
               -50.713731                 0.000000
               -50.703731                 0.000000
               -50.693731                 0.000000
               -50.683731                 0.000000
               -50.673730                 0.000000
               -50.663730                 0.000000
               -50.653730                 0.000000
               -50.643730                 0.000000
               -50.633730                 0.000000
               -50.623729                 0.000000
               -50.613729                 0.000000
               -50.603729                 0.000000
               -50.593729                 0.000000
               -50.583729                 0.000000
               -50.573729                 0.000000
               -50.563728                 0.000000
               -50.553728                 0.000000
               -50.543728                 0.000000
               -50.533728                 0.000000
               -50.523728                 0.000000
               -50.513727                 0.000000
               -50.503727                 0.000000
               -50.493727                 0.000000
               -50.483727                 0.000000
               -50.473727                 0.000000
               -50.463727                 0.000000
               -50.453726                 0.000000
               -50.443726                 0.000000
               -50.433726                 0.000000
               -50.423726                 0.000000
               -50.413726                 0.000000
               -50.403725                 0.000000
               -50.393725                 0.000000
               -50.383725                 0.000000
               -50.373725                 0.000000
               -50.363725                 0.000000
               -50.353725                 0.000000
               -50.343724                 0.000000
               -50.333724                 0.000000
               -50.323724                 0.000000
               -50.313724                 0.000000
               -50.303724                 0.000000
               -50.293723                 0.000000
               -50.283723                 0.000000
               -50.273723                 0.000000
               -50.263723                 0.000000
               -50.253723                 0.000000
               -50.243723                 0.000000
               -50.233722                 0.000000
               -50.223722                 0.000000
               -50.213722                 0.000000
               -50.203722                 0.000000
               -50.193722                 0.000000
               -50.183721                 0.000000
               -50.173721                 0.000000
               -50.163721                 0.000000
               -50.153721                 0.000000
               -50.143721                 0.000000
               -50.133720                 0.000000
               -50.123720                 0.000000
               -50.113720                 0.000000
               -50.103720                 0.000000
               -50.093720                 0.000000
               -50.083720                 0.000000
               -50.073719                 0.000000
               -50.063719                 0.000000
               -50.053719                 0.000000
               -50.043719                 0.000000
               -50.033719                 0.000000
               -50.023718                 0.000000
               -50.013718                 0.000000
               -50.003718                 0.000000
               -49.993718                 0.000000
               -49.983718                 0.000000
               -49.973718                 0.000000
               -49.963717                 0.000000
               -49.953717                 0.000000
               -49.943717                 0.000000
               -49.933717                 0.000000
               -49.923717                 0.000000
               -49.913716                 0.000000
               -49.903716                 0.000000
               -49.893716                 0.000000
               -49.883716                 0.000000
               -49.873716                 0.000000
               -49.863716                 0.000000
               -49.853715                 0.000000
               -49.843715                 0.000000
               -49.833715                 0.000000
               -49.823715                 0.000000
               -49.813715                 0.000000
               -49.803714                 0.000000
               -49.793714                 0.000000
               -49.783714                 0.000000
               -49.773714                 0.000000
               -49.763714                 0.000000
               -49.753714                 0.000000
               -49.743713                 0.000000
               -49.733713                 0.000000
               -49.723713                 0.000000
               -49.713713                 0.000000
               -49.703713                 0.000000
               -49.693712                 0.000000
               -49.683712                 0.000000
               -49.673712                 0.000000
               -49.663712                 0.000000
               -49.653712                 0.000000
               -49.643711                 0.000000
               -49.633711                 0.000000
               -49.623711                 0.000000
               -49.613711                 0.000000
               -49.603711                 0.000000
               -49.593711                 0.000000
               -49.583710                 0.000000
               -49.573710                 0.000000
               -49.563710                 0.000000
               -49.553710                 0.000000
               -49.543710                 0.000000
               -49.533709                 0.000000
               -49.523709                 0.000000
               -49.513709                 0.000000
               -49.503709                 0.000000
               -49.493709                 0.000000
               -49.483709                 0.000000
               -49.473708                 0.000000
               -49.463708                 0.000000
               -49.453708                 0.000000
               -49.443708                 0.000000
               -49.433708                 0.000000
               -49.423707                 0.000000
               -49.413707                 0.000000
               -49.403707                 0.000000
               -49.393707                 0.000000
               -49.383707                 0.000000
               -49.373707                 0.000000
               -49.363706                 0.000000
               -49.353706                 0.000000
               -49.343706                 0.000000
               -49.333706                 0.000000
               -49.323706                 0.000000
               -49.313705                 0.000000
               -49.303705                 0.000000
               -49.293705                 0.000000
               -49.283705                 0.000000
               -49.273705                 0.000000
               -49.263705                 0.000000
               -49.253704                 0.000000
               -49.243704                 0.000000
               -49.233704                 0.000000
               -49.223704                 0.000000
               -49.213704                 0.000000
               -49.203703                 0.000000
               -49.193703                 0.000000
               -49.183703                 0.000000
               -49.173703                 0.000000
               -49.163703                 0.000000
               -49.153702                 0.000000
               -49.143702                 0.000000
               -49.133702                 0.000000
               -49.123702                 0.000000
               -49.113702                 0.000000
               -49.103702                 0.000000
               -49.093701                 0.000000
               -49.083701                 0.000000
               -49.073701                 0.000000
               -49.063701                 0.000000
               -49.053701                 0.000000
               -49.043700                 0.000000
               -49.033700                 0.000000
               -49.023700                 0.000000
               -49.013700                 0.000000
               -49.003700                 0.000000
               -48.993700                 0.000000
               -48.983699                 0.000000
               -48.973699                 0.000000
               -48.963699                 0.000000
               -48.953699                 0.000000
               -48.943699                 0.000000
               -48.933698                 0.000000
               -48.923698                 0.000000
               -48.913698                 0.000000
               -48.903698                 0.000000
               -48.893698                 0.000000
               -48.883698                 0.000000
               -48.873697                 0.000000
               -48.863697                 0.000000
               -48.853697                 0.000000
               -48.843697                 0.000000
               -48.833697                 0.000000
               -48.823696                 0.000000
               -48.813696                 0.000000
               -48.803696                 0.000000
               -48.793696                 0.000000
               -48.783696                 0.000000
               -48.773696                 0.000000
               -48.763695                 0.000000
               -48.753695                 0.000000
               -48.743695                 0.000000
               -48.733695                 0.000000
               -48.723695                 0.000000
               -48.713694                 0.000000
               -48.703694                 0.000000
               -48.693694                 0.000000
               -48.683694                 0.000000
               -48.673694                 0.000000
               -48.663693                 0.000000
               -48.653693                 0.000000
               -48.643693                 0.000000
               -48.633693                 0.000000
               -48.623693                 0.000000
               -48.613693                 0.000000
               -48.603692                 0.000000
               -48.593692                 0.000000
               -48.583692                 0.000000
               -48.573692                 0.000000
               -48.563692                 0.000000
               -48.553691                 0.000000
               -48.543691                 0.000000
               -48.533691                 0.000000
               -48.523691                 0.000000
               -48.513691                 0.000000
               -48.503691                 0.000000
               -48.493690                 0.000000
               -48.483690                 0.000000
               -48.473690                 0.000000
               -48.463690                 0.000000
               -48.453690                 0.000000
               -48.443689                 0.000000
               -48.433689                 0.000000
               -48.423689                 0.000000
               -48.413689                 0.000000
               -48.403689                 0.000000
               -48.393689                 0.000000
               -48.383688                 0.000000
               -48.373688                 0.000000
               -48.363688                 0.000000
               -48.353688                 0.000000
               -48.343688                 0.000000
               -48.333687                 0.000000
               -48.323687                 0.000000
               -48.313687                 0.000000
               -48.303687                 0.000000
               -48.293687                 0.000000
               -48.283687                 0.000000
               -48.273686                 0.000000
               -48.263686                 0.000000
               -48.253686                 0.000000
               -48.243686                 0.000000
               -48.233686                 0.000000
               -48.223685                 0.000000
               -48.213685                 0.000000
               -48.203685                 0.000000
               -48.193685                 0.000000
               -48.183685                 0.000000
               -48.173684                 0.000000
               -48.163684                 0.000000
               -48.153684                 0.000000
               -48.143684                 0.000000
               -48.133684                 0.000000
               -48.123684                 0.000000
               -48.113683                 0.000000
               -48.103683                 0.000000
               -48.093683                 0.000000
               -48.083683                 0.000000
               -48.073683                 0.000000
               -48.063682                 0.000000
               -48.053682                 0.000000
               -48.043682                 0.000000
               -48.033682                 0.000000
               -48.023682                 0.000000
               -48.013682                 0.000000
               -48.003681                 0.000000
               -47.993681                 0.000000
               -47.983681                 0.000000
               -47.973681                 0.000000
               -47.963681                 0.000000
               -47.953680                 0.000000
               -47.943680                 0.000000
               -47.933680                 0.000000
               -47.923680                 0.000000
               -47.913680                 0.000000
               -47.903680                 0.000000
               -47.893679                 0.000000
               -47.883679                 0.000000
               -47.873679                 0.000000
               -47.863679                 0.000000
               -47.853679                 0.000000
               -47.843678                 0.000000
               -47.833678                 0.000000
               -47.823678                 0.000000
               -47.813678                 0.000000
               -47.803678                 0.000000
               -47.793678                 0.000000
               -47.783677                 0.000000
               -47.773677                 0.000000
               -47.763677                 0.000000
               -47.753677                 0.000000
               -47.743677                 0.000000
               -47.733676                 0.000000
               -47.723676                 0.000000
               -47.713676                 0.000000
               -47.703676                 0.000000
               -47.693676                 0.000000
               -47.683675                 0.000000
               -47.673675                 0.000000
               -47.663675                 0.000000
               -47.653675                 0.000000
               -47.643675                 0.000000
               -47.633675                 0.000000
               -47.623674                 0.000000
               -47.613674                 0.000000
               -47.603674                 0.000000
               -47.593674                 0.000000
               -47.583674                 0.000000
               -47.573673                 0.000000
               -47.563673                 0.000000
               -47.553673                 0.000000
               -47.543673                 0.000000
               -47.533673                 0.000000
               -47.523673                 0.000000
               -47.513672                 0.000000
               -47.503672                 0.000000
               -47.493672                 0.000000
               -47.483672                 0.000000
               -47.473672                 0.000000
               -47.463671                 0.000000
               -47.453671                 0.000000
               -47.443671                 0.000000
               -47.433671                 0.000000
               -47.423671                 0.000000
               -47.413671                 0.000000
               -47.403670                 0.000000
               -47.393670                 0.000000
               -47.383670                 0.000000
               -47.373670                 0.000000
               -47.363670                 0.000000
               -47.353669                 0.000000
               -47.343669                 0.000000
               -47.333669                 0.000000
               -47.323669                 0.000000
               -47.313669                 0.000000
               -47.303669                 0.000000
               -47.293668                 0.000000
               -47.283668                 0.000000
               -47.273668                 0.000000
               -47.263668                 0.000000
               -47.253668                 0.000000
               -47.243667                 0.000000
               -47.233667                 0.000000
               -47.223667                 0.000000
               -47.213667                 0.000000
               -47.203667                 0.000000
               -47.193666                 0.000000
               -47.183666                 0.000000
               -47.173666                 0.000000
               -47.163666                 0.000000
               -47.153666                 0.000000
               -47.143666                 0.000000
               -47.133665                 0.000000
               -47.123665                 0.000000
               -47.113665                 0.000000
               -47.103665                 0.000000
               -47.093665                 0.000000
               -47.083664                 0.000000
               -47.073664                 0.000000
               -47.063664                 0.000000
               -47.053664                 0.000000
               -47.043664                 0.000000
               -47.033664                 0.000000
               -47.023663                 0.000000
               -47.013663                 0.000000
               -47.003663                 0.000000
               -46.993663                 0.000000
               -46.983663                 0.000000
               -46.973662                 0.000000
               -46.963662                 0.000000
               -46.953662                 0.000000
               -46.943662                 0.000000
               -46.933662                 0.000000
               -46.923662                 0.000000
               -46.913661                 0.000000
               -46.903661                 0.000000
               -46.893661                 0.000000
               -46.883661                 0.000000
               -46.873661                 0.000000
               -46.863660                 0.000000
