#        Energy grid [eV]               Re(eps)                  Im(eps)               refractive_index          extinct_coeff             reflectivity
#
                 0.000000             -2378.078296                 Infinity                 Infinity                 Infinity                      NaN
                 3.793863                -1.019750                 5.998714                 1.591387                 1.884744                 0.380032
                 3.803874                -1.021327                 5.969324                 1.586622                 1.881142                 0.379578
                 3.813884                -1.019999                 5.940546                 1.582321                 1.877162                 0.379002
                 3.823894                -1.015784                 5.912718                 1.578536                 1.872848                 0.378309
                 3.833904                -1.008763                 5.886206                 1.575319                 1.868259                 0.377508
                 3.843914                -0.999092                 5.861390                 1.572711                 1.863467                 0.376610
                 3.853925                -0.987010                 5.838641                 1.570743                 1.858560                 0.375634
                 3.863935                -0.972836                 5.818297                 1.569432                 1.853632                 0.374600
                 3.873945                -0.956964                 5.800641                 1.568771                 1.848785                 0.373531
                 3.883955                -0.939848                 5.785879                 1.568736                 1.844121                 0.372455
                 3.893965                -0.921987                 5.774127                 1.569281                 1.839736                 0.371397
                 3.903976                -0.903894                 5.765397                 1.570339                 1.835717                 0.370385
                 3.913986                -0.886077                 5.759593                 1.571826                 1.832134                 0.369441
                 3.923996                -0.869006                 5.756519                 1.573648                 1.829036                 0.368586
                 3.934006                -0.853091                 5.755883                 1.575701                 1.826451                 0.367833
                 3.944016                -0.838661                 5.757322                 1.577882                 1.824383                 0.367192
                 3.954027                -0.825941                 5.760424                 1.580094                 1.822811                 0.366666
                 3.964037                -0.815054                 5.764751                 1.582250                 1.821694                 0.366250
                 3.974047                -0.806008                 5.769877                 1.584281                 1.820976                 0.365937
                 3.984057                -0.798717                 5.775413                 1.586137                 1.820590                 0.365714
                 3.994067                -0.793010                 5.781028                 1.587790                 1.820464                 0.365566
                 4.004078                -0.788655                 5.786472                 1.589232                 1.820525                 0.365477
                 4.014088                -0.785389                 5.791582                 1.590472                 1.820712                 0.365432
                 4.024098                -0.782943                 5.796285                 1.591537                 1.820970                 0.365416
                 4.034108                -0.781066                 5.800586                 1.592462                 1.821264                 0.365418
                 4.044118                -0.779549                 5.804557                 1.593286                 1.821568                 0.365430
                 4.054128                -0.778231                 5.808318                 1.594050                 1.821874                 0.365446
                 4.064139                -0.777013                 5.812013                 1.594790                 1.822188                 0.365466
                 4.074149                -0.775848                 5.815794                 1.595536                 1.822521                 0.365490
                 4.084159                -0.774738                 5.819805                 1.596309                 1.822894                 0.365522
                 4.094169                -0.773725                 5.824169                 1.597124                 1.823330                 0.365565
                 4.104179                -0.772873                 5.828986                 1.597987                 1.823852                 0.365625
                 4.114190                -0.772262                 5.834332                 1.598899                 1.824484                 0.365706
                 4.124200                -0.771978                 5.840262                 1.599857                 1.825245                 0.365814
                 4.134210                -0.772105                 5.846816                 1.600855                 1.826155                 0.365953
                 4.144220                -0.772730                 5.854028                 1.601886                 1.827230                 0.366128
                 4.154230                -0.773940                 5.861930                 1.602944                 1.828488                 0.366343
                 4.164241                -0.775831                 5.870553                 1.604021                 1.829949                 0.366603
                 4.174251                -0.778516                 5.879931                 1.605106                 1.831633                 0.366913
                 4.184261                -0.782128                 5.890092                 1.606186                 1.833565                 0.367280
                 4.194271                -0.786829                 5.901053                 1.607241                 1.835771                 0.367711
                 4.204281                -0.792810                 5.912806                 1.608246                 1.838278                 0.368214
                 4.214292                -0.800291                 5.925309                 1.609164                 1.841114                 0.368797
                 4.224302                -0.809511                 5.938466                 1.609950                 1.844302                 0.369469
                 4.234312                -0.820720                 5.952124                 1.610547                 1.847858                 0.370237
                 4.244322                -0.834154                 5.966056                 1.610890                 1.851789                 0.371106
                 4.254332                -0.850023                 5.979967                 1.610909                 1.856085                 0.372081
                 4.264343                -0.868482                 5.993494                 1.610529                 1.860722                 0.373161
                 4.274353                -0.889613                 6.006219                 1.609679                 1.865658                 0.374342
                 4.284363                -0.913407                 6.017687                 1.608292                 1.870832                 0.375614
                 4.294373                -0.939750                 6.027437                 1.606317                 1.876167                 0.376967
                 4.304383                -0.968423                 6.035021                 1.603715                 1.881575                 0.378384
                 4.314394                -0.999107                 6.040045                 1.600471                 1.886959                 0.379846
                 4.324404                -1.031397                 6.042183                 1.596588                 1.892218                 0.381333
                 4.334414                -1.064824                 6.041208                 1.592091                 1.897256                 0.382822
                 4.344424                -1.098886                 6.037002                 1.587028                 1.901984                 0.384292
                 4.354434                -1.133076                 6.029557                 1.581458                 1.906328                 0.385723
                 4.364444                -1.166911                 6.018970                 1.575457                 1.910230                 0.387098
                 4.374455                -1.199963                 6.005434                 1.569105                 1.913649                 0.388403
                 4.384465                -1.231870                 5.989208                 1.562484                 1.916566                 0.389628
                 4.394475                -1.262352                 5.970600                 1.555673                 1.918976                 0.390764
                 4.404485                -1.291215                 5.949938                 1.548744                 1.920891                 0.391810
                 4.414495                -1.318343                 5.927549                 1.541759                 1.922333                 0.392763
                 4.424506                -1.343687                 5.903735                 1.534769                 1.923331                 0.393627
                 4.434516                -1.367252                 5.878766                 1.527811                 1.923918                 0.394404
                 4.444526                -1.389077                 5.852867                 1.520916                 1.924126                 0.395098
                 4.454536                -1.409219                 5.826220                 1.514101                 1.923986                 0.395715
                 4.464546                -1.427736                 5.798968                 1.507383                 1.923522                 0.396256
                 4.474557                -1.444676                 5.771222                 1.500769                 1.922754                 0.396726
                 4.484567                -1.460067                 5.743073                 1.494272                 1.921696                 0.397125
                 4.494577                -1.473920                 5.714609                 1.487902                 1.920358                 0.397454
                 4.504587                -1.486222                 5.685920                 1.481676                 1.918746                 0.397711
                 4.514597                -1.496950                 5.657114                 1.475614                 1.916869                 0.397896
                 4.524608                -1.506074                 5.628322                 1.469740                 1.914735                 0.398007
                 4.534618                -1.513571                 5.599703                 1.464084                 1.912358                 0.398043
                 4.544628                -1.519438                 5.571442                 1.458677                 1.909758                 0.398004
                 4.554638                -1.523699                 5.543747                 1.453553                 1.906965                 0.397893
                 4.564648                -1.526417                 5.516841                 1.448740                 1.904013                 0.397713
                 4.574659                -1.527700                 5.490953                 1.444266                 1.900949                 0.397472
                 4.584669                -1.527704                 5.466302                 1.440150                 1.897824                 0.397179
                 4.594679                -1.526628                 5.443088                 1.436401                 1.894697                 0.396846
                 4.604689                -1.524717                 5.421482                 1.433019                 1.891629                 0.396486
                 4.614699                -1.522248                 5.401613                 1.429993                 1.888684                 0.396117
                 4.624710                -1.519526                 5.383564                 1.427301                 1.885925                 0.395756
                 4.634720                -1.516871                 5.367368                 1.424907                 1.883410                 0.395419
                 4.644730                -1.514613                 5.353003                 1.422769                 1.881192                 0.395126
                 4.654740                -1.513077                 5.340394                 1.420832                 1.879319                 0.394893
                 4.664750                -1.512577                 5.329415                 1.419036                 1.877829                 0.394737
                 4.674760                -1.513412                 5.319889                 1.417314                 1.876750                 0.394672
                 4.684771                -1.515852                 5.311592                 1.415593                 1.876101                 0.394712
                 4.694781                -1.520137                 5.304259                 1.413798                 1.875890                 0.394868
                 4.704791                -1.526469                 5.297584                 1.411852                 1.876112                 0.395147
                 4.714801                -1.535004                 5.291228                 1.409677                 1.876751                 0.395555
                 4.724811                -1.545852                 5.284821                 1.407199                 1.877781                 0.396095
                 4.734822                -1.559065                 5.277976                 1.404344                 1.879161                 0.396767
                 4.744832                -1.574637                 5.270289                 1.401045                 1.880842                 0.397567
                 4.754842                -1.592500                 5.261350                 1.397243                 1.882761                 0.398490
                 4.764852                -1.612521                 5.250757                 1.392886                 1.884848                 0.399525
                 4.774862                -1.634504                 5.238119                 1.387931                 1.887024                 0.400661
                 4.784873                -1.658188                 5.223071                 1.382350                 1.889200                 0.401882
                 4.794883                -1.683250                 5.205283                 1.376123                 1.891286                 0.403173
                 4.804893                -1.709312                 5.184472                 1.369246                 1.893184                 0.404512
                 4.814903                -1.735942                 5.160410                 1.361732                 1.894797                 0.405878
                 4.824913                -1.762668                 5.132935                 1.353604                 1.896025                 0.407248
                 4.834924                -1.788983                 5.101966                 1.344906                 1.896775                 0.408595
                 4.844934                -1.814364                 5.067501                 1.335693                 1.896955                 0.409893
                 4.854944                -1.838285                 5.029632                 1.326039                 1.896487                 0.411115
                 4.864954                -1.860237                 4.988537                 1.316028                 1.895301                 0.412235
                 4.874964                -1.879747                 4.944483                 1.305755                 1.893342                 0.413226
                 4.884975                -1.896392                 4.897816                 1.295327                 1.890572                 0.414064
                 4.894985                -1.909818                 4.848945                 1.284849                 1.886970                 0.414727
                 4.904995                -1.919752                 4.798327                 1.274433                 1.882534                 0.415195
                 4.915005                -1.926003                 4.746450                 1.264185                 1.877277                 0.415453
                 4.925015                -1.928469                 4.693813                 1.254206                 1.871230                 0.415489
                 4.935026                -1.927127                 4.640906                 1.244587                 1.864437                 0.415295
                 4.945036                -1.922031                 4.588199                 1.235411                 1.856952                 0.414867
                 4.955046                -1.913299                 4.536126                 1.226749                 1.848841                 0.414204
                 4.965056                -1.901097                 4.485084                 1.218660                 1.840171                 0.413308
                 4.975066                -1.885637                 4.435422                 1.211191                 1.831016                 0.412185
                 4.985076                -1.867158                 4.387446                 1.204381                 1.821453                 0.410844
                 4.995087                -1.845920                 4.341414                 1.198255                 1.811556                 0.409295
                 5.005097                -1.822201                 4.297542                 1.192833                 1.801402                 0.407551
                 5.015107                -1.796282                 4.256006                 1.188121                 1.791065                 0.405627
                 5.025117                -1.768453                 4.216940                 1.184123                 1.780618                 0.403539
                 5.035127                -1.738999                 4.180443                 1.180830                 1.770129                 0.401306
                 5.045138                -1.708203                 4.146576                 1.178228                 1.759666                 0.398948
                 5.055148                -1.676335                 4.115372                 1.176298                 1.749289                 0.396483
                 5.065158                -1.643656                 4.086831                 1.175014                 1.739056                 0.393932
                 5.075168                -1.610409                 4.060927                 1.174346                 1.729016                 0.391316
                 5.085178                -1.576815                 4.037616                 1.174261                 1.719216                 0.388654
                 5.095189                -1.543078                 4.016835                 1.174724                 1.709694                 0.385964
                 5.105199                -1.509379                 3.998511                 1.175698                 1.700484                 0.383265
                 5.115209                -1.475876                 3.982565                 1.177149                 1.691614                 0.380573
                 5.125219                -1.442711                 3.968915                 1.179043                 1.683109                 0.377903
                 5.135229                -1.410009                 3.957487                 1.181347                 1.674989                 0.375268
                 5.145240                -1.377880                 3.948207                 1.184030                 1.667275                 0.372682
                 5.155250                -1.346431                 3.941015                 1.187063                 1.659985                 0.370158
                 5.165260                -1.315763                 3.935855                 1.190420                 1.653137                 0.367706
                 5.175270                -1.285981                 3.932680                 1.194072                 1.646751                 0.365340
                 5.185280                -1.257197                 3.931448                 1.197992                 1.640848                 0.363071
                 5.195291                -1.229533                 3.932119                 1.202151                 1.635451                 0.360912
                 5.205301                -1.203125                 3.934649                 1.206515                 1.630584                 0.358877
                 5.215311                -1.178122                 3.938984                 1.211048                 1.626271                 0.356979
                 5.225321                -1.154690                 3.945052                 1.215705                 1.622537                 0.355233
                 5.235331                -1.133004                 3.952762                 1.220437                 1.619404                 0.353652
                 5.245342                -1.113247                 3.961990                 1.225188                 1.616890                 0.352249
                 5.255352                -1.095601                 3.972578                 1.229896                 1.615006                 0.351037
                 5.265362                -1.080237                 3.984330                 1.234491                 1.613755                 0.350025
                 5.275372                -1.067307                 3.997015                 1.238901                 1.613129                 0.349219
                 5.285382                -1.056931                 4.010362                 1.243055                 1.613108                 0.348624
                 5.295393                -1.049186                 4.024077                 1.246880                 1.613659                 0.348238
                 5.305403                -1.044100                 4.037844                 1.250310                 1.614737                 0.348056
                 5.315413                -1.041645                 4.051344                 1.253289                 1.616285                 0.348068
                 5.325423                -1.041737                 4.064267                 1.255769                 1.618238                 0.348261
                 5.335433                -1.044241                 4.076327                 1.257719                 1.620524                 0.348618
                 5.345443                -1.048975                 4.087270                 1.259118                 1.623069                 0.349122
                 5.355454                -1.055725                 4.096892                 1.259961                 1.625801                 0.349752
                 5.365464                -1.064260                 4.105034                 1.260256                 1.628651                 0.350489
                 5.375474                -1.074343                 4.111592                 1.260018                 1.631560                 0.351315
                 5.385484                -1.085744                 4.116502                 1.259273                 1.634476                 0.352211
                 5.395494                -1.098252                 4.119741                 1.258047                 1.637356                 0.353165
                 5.405505                -1.111680                 4.121311                 1.256370                 1.640166                 0.354164
                 5.415515                -1.125865                 4.121234                 1.254270                 1.642881                 0.355197
                 5.425525                -1.140672                 4.119537                 1.251773                 1.645481                 0.356257
                 5.435535                -1.155982                 4.116249                 1.248901                 1.647949                 0.357337
                 5.445545                -1.171692                 4.111396                 1.245673                 1.650271                 0.358433
                 5.455556                -1.187711                 4.105001                 1.242107                 1.652435                 0.359539
                 5.465566                -1.203950                 4.097080                 1.238217                 1.654428                 0.360652
                 5.475576                -1.220328                 4.087649                 1.234016                 1.656238                 0.361767
                 5.485586                -1.236761                 4.076721                 1.229518                 1.657853                 0.362880
                 5.495596                -1.253170                 4.064309                 1.224735                 1.659261                 0.363988
                 5.505607                -1.269479                 4.050424                 1.219677                 1.660449                 0.365087
                 5.515617                -1.285612                 4.035076                 1.214356                 1.661406                 0.366173
                 5.525627                -1.301494                 4.018271                 1.208779                 1.662120                 0.367243
                 5.535637                -1.317049                 4.000007                 1.202956                 1.662574                 0.368292
                 5.545647                -1.332191                 3.980281                 1.196895                 1.662753                 0.369316
                 5.555658                -1.346827                 3.959083                 1.190603                 1.662637                 0.370310
                 5.565668                -1.360844                 3.936406                 1.184093                 1.662203                 0.371265
                 5.575678                -1.374116                 3.912247                 1.177377                 1.661425                 0.372175
                 5.585688                -1.386494                 3.886622                 1.170476                 1.660274                 0.373027
                 5.595698                -1.397816                 3.859563                 1.163416                 1.658720                 0.373811
                 5.605709                -1.407909                 3.831135                 1.156229                 1.656736                 0.374513
                 5.615719                -1.416596                 3.801435                 1.148958                 1.654297                 0.375118
                 5.625729                -1.423707                 3.770599                 1.141648                 1.651384                 0.375613
                 5.635739                -1.429089                 3.738796                 1.134355                 1.647983                 0.375984
                 5.645749                -1.432614                 3.706231                 1.127134                 1.644094                 0.376218
                 5.655759                -1.434193                 3.673132                 1.120046                 1.639724                 0.376305
                 5.665770                -1.433776                 3.639745                 1.113146                 1.634891                 0.376236
                 5.675780                -1.431358                 3.606323                 1.106489                 1.629625                 0.376008
                 5.685790                -1.426980                 3.573112                 1.100122                 1.623961                 0.375619
                 5.695800                -1.420724                 3.540347                 1.094087                 1.617946                 0.375071
                 5.705810                -1.412709                 3.508236                 1.088413                 1.611630                 0.374369
                 5.715821                -1.403085                 3.476961                 1.083121                 1.605066                 0.373523
                 5.725831                -1.392026                 3.446668                 1.078223                 1.598309                 0.372543
                 5.735841                -1.379719                 3.417463                 1.073720                 1.591413                 0.371442
                 5.745851                -1.366358                 3.389418                 1.069603                 1.584427                 0.370235
                 5.755861                -1.352135                 3.362563                 1.065857                 1.577399                 0.368937
                 5.765872                -1.337233                 3.336894                 1.062458                 1.570366                 0.367564
                 5.775882                -1.321819                 3.312375                 1.059376                 1.563361                 0.366129
                 5.785892                -1.306034                 3.288942                 1.056582                 1.556406                 0.364646
                 5.795902                -1.289994                 3.266512                 1.054043                 1.549516                 0.363125
                 5.805912                -1.273782                 3.244987                 1.051726                 1.542696                 0.361574
                 5.815923                -1.257449                 3.224267                 1.049605                 1.535943                 0.359997
                 5.825933                -1.241013                 3.204258                 1.047658                 1.529248                 0.358397
                 5.835943                -1.224464                 3.184876                 1.045869                 1.522598                 0.356773
                 5.845953                -1.207770                 3.166061                 1.044231                 1.515978                 0.355121
                 5.855963                -1.190884                 3.147774                 1.042744                 1.509370                 0.353437
                 5.865974                -1.173749                 3.130007                 1.041417                 1.502764                 0.351716
                 5.875984                -1.156312                 3.112777                 1.040263                 1.496148                 0.349951
                 5.885994                -1.138526                 3.096128                 1.039303                 1.489522                 0.348137
                 5.896004                -1.120361                 3.080126                 1.038556                 1.482889                 0.346272
                 5.906014                -1.101808                 3.064856                 1.038046                 1.476261                 0.344355
                 5.916025                -1.082880                 3.050411                 1.037795                 1.469659                 0.342388
                 5.926035                -1.063620                 3.036890                 1.037820                 1.463110                 0.340376
                 5.936045                -1.044096                 3.024392                 1.038135                 1.456647                 0.338327
                 5.946055                -1.024405                 3.013004                 1.038745                 1.450309                 0.336252
                 5.956065                -1.004668                 3.002801                 1.039650                 1.444140                 0.334167
                 5.966075                -0.985028                 2.993835                 1.040839                 1.438184                 0.332089
                 5.976086                -0.965647                 2.986131                 1.042290                 1.432486                 0.330036
                 5.986096                -0.946699                 2.979687                 1.043974                 1.427088                 0.328030
                 5.996106                -0.928360                 2.974461                 1.045851                 1.422028                 0.326091
                 6.006116                -0.910805                 2.970380                 1.047874                 1.417337                 0.324239
                 6.016126                -0.894199                 2.967333                 1.049985                 1.413035                 0.322493
                 6.026137                -0.878685                 2.965174                 1.052127                 1.409133                 0.320867
                 6.036147                -0.864378                 2.963733                 1.054237                 1.405629                 0.319373
                 6.046157                -0.851361                 2.962812                 1.056254                 1.402510                 0.318019
                 6.056167                -0.839675                 2.962202                 1.058120                 1.399748                 0.316808
                 6.066177                -0.829319                 2.961691                 1.059786                 1.397306                 0.315736
                 6.076188                -0.820249                 2.961072                 1.061210                 1.395140                 0.314796
                 6.086198                -0.812383                 2.960156                 1.062362                 1.393196                 0.313978
                 6.096208                -0.805604                 2.958780                 1.063224                 1.391419                 0.313267
                 6.106218                -0.799772                 2.956814                 1.063789                 1.389755                 0.312647
                 6.116228                -0.794733                 2.954164                 1.064064                 1.388152                 0.312101
                 6.126239                -0.790328                 2.950775                 1.064062                 1.386562                 0.311611
                 6.136249                -0.786405                 2.946625                 1.063803                 1.384948                 0.311161
                 6.146259                -0.782826                 2.941719                 1.063313                 1.383279                 0.310737
                 6.156269                -0.779472                 2.936083                 1.062619                 1.381532                 0.310327
                 6.166279                -0.776246                 2.929756                 1.061744                 1.379690                 0.309921
                 6.176290                -0.773067                 2.922781                 1.060713                 1.377744                 0.309512
                 6.186300                -0.769874                 2.915197                 1.059544                 1.375685                 0.309094
                 6.196310                -0.766614                 2.907040                 1.058255                 1.373506                 0.308661
                 6.206320                -0.763238                 2.898339                 1.056861                 1.371201                 0.308209
                 6.216330                -0.759698                 2.889117                 1.055375                 1.368764                 0.307733
                 6.226341                -0.755940                 2.879396                 1.053810                 1.366183                 0.307227
                 6.236351                -0.751906                 2.869201                 1.052184                 1.363451                 0.306685
                 6.246361                -0.747532                 2.858567                 1.050514                 1.360556                 0.306101
                 6.256371                -0.742749                 2.847536                 1.048824                 1.357490                 0.305467
                 6.266381                -0.737491                 2.836170                 1.047138                 1.354249                 0.304777
                 6.276391                -0.731700                 2.824543                 1.045485                 1.350829                 0.304025
                 6.286402                -0.725324                 2.812745                 1.043896                 1.347235                 0.303205
                 6.296412                -0.718332                 2.800880                 1.042400                 1.343477                 0.302314
                 6.306422                -0.710709                 2.789058                 1.041027                 1.339570                 0.301352
                 6.316432                -0.702462                 2.777395                 1.039805                 1.335536                 0.300320
                 6.326442                -0.693621                 2.766006                 1.038756                 1.331403                 0.299222
                 6.336453                -0.684237                 2.755000                 1.037897                 1.327203                 0.298065
                 6.346463                -0.674382                 2.744478                 1.037241                 1.322970                 0.296857
                 6.356473                -0.664147                 2.734526                 1.036792                 1.318744                 0.295611
                 6.366483                -0.653639                 2.725213                 1.036548                 1.314561                 0.294337
                 6.376493                -0.642977                 2.716589                 1.036500                 1.310462                 0.293052
                 6.386504                -0.632292                 2.708682                 1.036631                 1.306482                 0.291769
                 6.396514                -0.621717                 2.701496                 1.036918                 1.302657                 0.290505
                 6.406524                -0.611392                 2.695010                 1.037328                 1.299016                 0.289276
                 6.416534                -0.601451                 2.689179                 1.037826                 1.295582                 0.288096
                 6.426544                -0.592024                 2.683926                 1.038369                 1.292376                 0.286979
                 6.436555                -0.583227                 2.679152                 1.038911                 1.289404                 0.285938
                 6.446565                -0.575158                 2.674732                 1.039402                 1.286668                 0.284980
                 6.456575                -0.567891                 2.670517                 1.039793                 1.284158                 0.284113
                 6.466585                -0.561473                 2.666344                 1.040035                 1.281853                 0.283339
                 6.476595                -0.555914                 2.662034                 1.040083                 1.279722                 0.282655
                 6.486606                -0.551189                 2.657409                 1.039899                 1.277724                 0.282057
                 6.496616                -0.547235                 2.652293                 1.039453                 1.275812                 0.281534
                 6.506626                -0.543953                 2.646521                 1.038723                 1.273930                 0.281072
                 6.516636                -0.541208                 2.639951                 1.037701                 1.272019                 0.280655
                 6.526646                -0.538838                 2.632468                 1.036391                 1.270017                 0.280263
                 6.536657                -0.536657                 2.623991                 1.034807                 1.267865                 0.279874
                 6.546667                -0.534465                 2.614475                 1.032976                 1.265506                 0.279465
                 6.556677                -0.532052                 2.603917                 1.030938                 1.262887                 0.279013
                 6.566687                -0.529211                 2.592354                 1.028739                 1.259967                 0.278495
                 6.576697                -0.525743                 2.579868                 1.026438                 1.256709                 0.277890
                 6.586707                -0.521466                 2.566574                 1.024097                 1.253092                 0.277177
                 6.596718                -0.516224                 2.552629                 1.021783                 1.249105                 0.276341
                 6.606728                -0.509893                 2.538215                 1.019566                 1.244752                 0.275369
                 6.616738                -0.502390                 2.523537                 1.017514                 1.240050                 0.274252
                 6.626748                -0.493675                 2.508816                 1.015690                 1.235031                 0.272989
                 6.636758                -0.483755                 2.494272                 1.014149                 1.229737                 0.271582
                 6.646769                -0.472682                 2.480118                 1.012936                 1.224223                 0.270039
                 6.656779                -0.460550                 2.466549                 1.012084                 1.218550                 0.268375
                 6.666789                -0.447488                 2.453730                 1.011611                 1.212784                 0.266606
                 6.676799                -0.433653                 2.441791                 1.011520                 1.206991                 0.264755
                 6.686809                -0.419217                 2.430824                 1.011803                 1.201234                 0.262845
                 6.696820                -0.404359                 2.420881                 1.012438                 1.195570                 0.260899
                 6.706830                -0.389252                 2.411973                 1.013392                 1.190049                 0.258940
                 6.716840                -0.374058                 2.404081                 1.014630                 1.184708                 0.256990
                 6.726850                -0.358918                 2.397158                 1.016110                 1.179575                 0.255065
                 6.736860                -0.343951                 2.391139                 1.017791                 1.174670                 0.253180
                 6.746871                -0.329254                 2.385949                 1.019634                 1.170003                 0.251346
                 6.756881                -0.314899                 2.381510                 1.021602                 1.165577                 0.249573
                 6.766891                -0.300941                 2.377744                 1.023663                 1.161390                 0.247865
                 6.776901                -0.287424                 2.374581                 1.025790                 1.157441                 0.246227
                 6.786911                -0.274381                 2.371956                 1.027957                 1.153723                 0.244661
                 6.796922                -0.261843                 2.369808                 1.030142                 1.150233                 0.243170
                 6.806932                -0.249837                 2.368081                 1.032324                 1.146966                 0.241757
                 6.816942                -0.238394                 2.366718                 1.034480                 1.143916                 0.240421
                 6.826952                -0.227544                 2.365656                 1.036588                 1.141078                 0.239166
                 6.836962                -0.217313                 2.364829                 1.038624                 1.138443                 0.237992
                 6.846973                -0.207725                 2.364159                 1.040563                 1.136000                 0.236899
                 6.856983                -0.198793                 2.363563                 1.042381                 1.133733                 0.235885
                 6.866993                -0.190518                 2.362948                 1.044054                 1.131622                 0.234946
                 6.877003                -0.182889                 2.362220                 1.045562                 1.129641                 0.234078
                 6.887013                -0.175872                 2.361281                 1.046888                 1.127762                 0.233273
                 6.897024                -0.169421                 2.360039                 1.048020                 1.125951                 0.232522
                 6.907034                -0.163468                 2.358409                 1.048952                 1.124174                 0.231814
                 6.917044                -0.157930                 2.356319                 1.049685                 1.122394                 0.231138
                 6.927054                -0.152712                 2.353711                 1.050226                 1.120574                 0.230479
                 6.937064                -0.147709                 2.350547                 1.050589                 1.118681                 0.229825
                 6.947074                -0.142811                 2.346810                 1.050795                 1.116683                 0.229162
                 6.957085                -0.137905                 2.342502                 1.050869                 1.114554                 0.228479
                 6.967095                -0.132886                 2.337646                 1.050841                 1.112274                 0.227763
                 6.977105                -0.127653                 2.332284                 1.050743                 1.109826                 0.227006
                 6.987115                -0.122115                 2.326474                 1.050610                 1.107202                 0.226198
                 6.997125                -0.116196                 2.320286                 1.050476                 1.104398                 0.225334
                 7.007136                -0.109834                 2.313804                 1.050375                 1.101418                 0.224409
                 7.017146                -0.102980                 2.307118                 1.050341                 1.098270                 0.223421
                 7.027156                -0.095606                 2.300324                 1.050406                 1.094969                 0.222371
                 7.037166                -0.087697                 2.293524                 1.050596                 1.091535                 0.221261
                 7.047176                -0.079260                 2.286817                 1.050935                 1.087991                 0.220094
                 7.057187                -0.070316                 2.280303                 1.051444                 1.084367                 0.218878
                 7.067197                -0.060909                 2.274072                 1.052136                 1.080694                 0.217621
                 7.077207                -0.051098                 2.268208                 1.053016                 1.077005                 0.216333
                 7.087217                -0.040957                 2.262779                 1.054086                 1.073337                 0.215027
                 7.097227                -0.030574                 2.257836                 1.055336                 1.069723                 0.213714
                 7.107238                -0.020045                 2.253407                 1.056753                 1.066194                 0.212407
                 7.117248                -0.009468                 2.249501                 1.058313                 1.062777                 0.211119
                 7.127258                 0.001060                 2.246100                 1.059991                 1.059491                 0.209859
                 7.137268                 0.011453                 2.243168                 1.061756                 1.056348                 0.208635
                 7.147278                 0.021639                 2.240647                 1.063577                 1.053355                 0.207455
                 7.157289                 0.031566                 2.238470                 1.065424                 1.050506                 0.206320
                 7.167299                 0.041202                 2.236557                 1.067272                 1.047792                 0.205231
                 7.177309                 0.050539                 2.234832                 1.069098                 1.045195                 0.204185
                 7.187319                 0.059589                 2.233222                 1.070889                 1.042696                 0.203177
                 7.197329                 0.068382                 2.231665                 1.072636                 1.040272                 0.202202
                 7.207340                 0.076962                 2.230116                 1.074338                 1.037902                 0.201253
                 7.217350                 0.085381                 2.228548                 1.076003                 1.035568                 0.200323
                 7.227360                 0.093692                 2.226950                 1.077639                 1.033254                 0.199406
                 7.237370                 0.101942                 2.225332                 1.079261                 1.030952                 0.198497
                 7.247380                 0.110172                 2.223715                 1.080883                 1.028657                 0.197594
                 7.257390                 0.118409                 2.222131                 1.082519                 1.026371                 0.196695
                 7.267401                 0.126667                 2.220618                 1.084181                 1.024100                 0.195800
                 7.277411                 0.134945                 2.219214                 1.085877                 1.021853                 0.194911
                 7.287421                 0.143232                 2.217952                 1.087613                 1.019642                 0.194032
                 7.297431                 0.151505                 2.216860                 1.089389                 1.017479                 0.193166
                 7.307441                 0.159734                 2.215956                 1.091201                 1.015375                 0.192317
                 7.317452                 0.167889                 2.215248                 1.093044                 1.013339                 0.191489
                 7.327462                 0.175936                 2.214735                 1.094908                 1.011379                 0.190685
                 7.337472                 0.183847                 2.214406                 1.096784                 1.009499                 0.189906
                 7.347482                 0.191599                 2.214245                 1.098662                 1.007700                 0.189156
                 7.357492                 0.199175                 2.214231                 1.100533                 1.005981                 0.188433
                 7.367503                 0.206564                 2.214343                 1.102389                 1.004339                 0.187738
                 7.377513                 0.213765                 2.214561                 1.104223                 1.002768                 0.187070
                 7.387523                 0.220778                 2.214868                 1.106034                 1.001266                 0.186427
                 7.397533                 0.227608                 2.215255                 1.107819                 0.999827                 0.185810
                 7.407543                 0.234258                 2.215716                 1.109577                 0.998451                 0.185216
                 7.417554                 0.240729                 2.216251                 1.111309                 0.997135                 0.184645
                 7.427564                 0.247017                 2.216863                 1.113014                 0.995883                 0.184099
                 7.437574                 0.253112                 2.217557                 1.114690                 0.994697                 0.183577
                 7.447584                 0.258993                 2.218337                 1.116333                 0.993582                 0.183082
                 7.457594                 0.264634                 2.219200                 1.117935                 0.992544                 0.182616
                 7.467605                 0.270003                 2.220137                 1.119486                 0.991588                 0.182180
                 7.477615                 0.275061                 2.221125                 1.120971                 0.990715                 0.181778
                 7.487625                 0.279770                 2.222130                 1.122373                 0.989925                 0.181410
                 7.497635                 0.284097                 2.223102                 1.123672                 0.989213                 0.181075
                 7.507645                 0.288014                 2.223976                 1.124847                 0.988568                 0.180774
                 7.517656                 0.291508                 2.224675                 1.125878                 0.987974                 0.180502
                 7.527666                 0.294586                 2.225112                 1.126746                 0.987406                 0.180253
                 7.537676                 0.297270                 2.225194                 1.127438                 0.986836                 0.180021
                 7.547686                 0.299610                 2.224828                 1.127945                 0.986231                 0.179796
