#        Energy grid [eV]               Im(eps)_x                Im(eps)_y                Im(eps)_z
#
                 0.000000                 Infinity                 Infinity                 Infinity
                 5.675780                 3.611861                 3.603494                 3.603613
                 5.685790                 3.578527                 3.570237                 3.570572
                 5.695800                 3.545603                 3.537417                 3.538020
                 5.705810                 3.513299                 3.505246                 3.506164
                 5.715821                 3.481799                 3.473907                 3.475179
                 5.725831                 3.451253                 3.443546                 3.445204
                 5.735841                 3.421774                 3.414276                 3.416340
                 5.745851                 3.393437                 3.386167                 3.388650
                 5.755861                 3.366280                 3.359253                 3.362155
                 5.765872                 3.340306                 3.333534                 3.336843
                 5.775882                 3.315482                 3.308974                 3.312669
                 5.785892                 3.291752                 3.285512                 3.289563
                 5.795902                 3.269035                 3.263064                 3.267436
                 5.805912                 3.247239                 3.241534                 3.246186
                 5.815923                 3.226267                 3.220821                 3.225713
                 5.825933                 3.206025                 3.200827                 3.205921
                 5.835943                 3.186432                 3.181468                 3.186728
                 5.845953                 3.167429                 3.162680                 3.168074
                 5.855963                 3.148978                 3.144421                 3.149923
                 5.865974                 3.131071                 3.126682                 3.132267
                 5.875984                 3.113727                 3.109477                 3.115126
                 5.885994                 3.096989                 3.092851                 3.098542
                 5.896004                 3.080925                 3.076871                 3.082583
                 5.906014                 3.065617                 3.061619                 3.067332
                 5.916025                 3.051158                 3.047192                 3.052882
                 5.926035                 3.037648                 3.033691                 3.039332
                 5.936045                 3.025181                 3.021215                 3.026780
                 5.946055                 3.013844                 3.009853                 3.015315
                 5.956065                 3.003708                 2.999680                 3.005015
                 5.966075                 2.994822                 2.990748                 2.995933
                 5.976086                 2.987210                 2.983085                 2.988100
                 5.986096                 2.980862                 2.976684                 2.981514
                 5.996106                 2.975737                 2.971506                 2.976141
                 6.006116                 2.971757                 2.967475                 2.971909
                 6.016126                 2.968808                 2.964479                 2.968710
                 6.026137                 2.966745                 2.962375                 2.966403
                 6.036147                 2.965394                 2.960989                 2.964815
                 6.046157                 2.964556                 2.960127                 2.963751
                 6.056167                 2.964024                 2.959581                 2.963002
                 6.066177                 2.963583                 2.959138                 2.962353
                 6.076188                 2.963027                 2.958594                 2.961596
                 6.086198                 2.962167                 2.957761                 2.960541
                 6.096208                 2.960840                 2.956477                 2.959024
                 6.106218                 2.958918                 2.954612                 2.956912
                 6.116228                 2.956307                 2.952073                 2.954113
                 6.126239                 2.952952                 2.948805                 2.950569
                 6.136249                 2.948833                 2.944784                 2.946258
                 6.146259                 2.943956                 2.940015                 2.941185
                 6.156269                 2.938350                 2.934523                 2.935376
                 6.166279                 2.932053                 2.928344                 2.928871
                 6.176290                 2.925108                 2.921519                 2.921715
                 6.186300                 2.917557                 2.914084                 2.913950
                 6.196310                 2.909432                 2.906072                 2.905617
                 6.206320                 2.900762                 2.897505                 2.896749
                 6.216330                 2.891568                 2.888405                 2.887377
                 6.226341                 2.881870                 2.878788                 2.877530
                 6.236351                 2.871688                 2.868676                 2.867240
                 6.246361                 2.861055                 2.858097                 2.856548
                 6.256371                 2.850011                 2.847095                 2.845502
                 6.266381                 2.838615                 2.835727                 2.834169
                 6.276391                 2.826939                 2.824066                 2.822623
                 6.286402                 2.815076                 2.812205                 2.810955
                 6.296412                 2.803127                 2.800248                 2.799265
                 6.306422                 2.791206                 2.788308                 2.787658
                 6.316432                 2.779433                 2.776507                 2.776243
                 6.326442                 2.767926                 2.764964                 2.765126
                 6.336453                 2.756799                 2.753795                 2.754406
                 6.346463                 2.746157                 2.743106                 2.744172
                 6.356473                 2.736090                 2.732990                 2.734499
                 6.366483                 2.726671                 2.723522                 2.725447
                 6.376493                 2.717953                 2.714757                 2.717057
                 6.386504                 2.709966                 2.706731                 2.709348
                 6.396514                 2.702716                 2.699450                 2.702321
                 6.406524                 2.696183                 2.692898                 2.695950
                 6.416534                 2.690317                 2.687031                 2.690188
                 6.426544                 2.685044                 2.681775                 2.684959
                 6.436555                 2.680261                 2.677031                 2.680166
                 6.446565                 2.675839                 2.672672                 2.675686
                 6.456575                 2.671628                 2.668549                 2.671375
                 6.466585                 2.667461                 2.664495                 2.667075
                 6.476595                 2.663159                 2.660331                 2.662613
                 6.486606                 2.658541                 2.655873                 2.657814
                 6.496616                 2.653429                 2.650942                 2.652508
                 6.506626                 2.647660                 2.645369                 2.646534
                 6.516636                 2.641092                 2.639008                 2.639754
                 6.526646                 2.633609                 2.631739                 2.632057
                 6.536657                 2.625132                 2.623479                 2.623363
                 6.546667                 2.615616                 2.614177                 2.613631
                 6.556677                 2.605061                 2.603827                 2.602862
                 6.566687                 2.593503                 2.592462                 2.591098
                 6.576697                 2.581023                 2.580158                 2.578422
                 6.586707                 2.567738                 2.567030                 2.564955
                 6.596718                 2.553802                 2.553227                 2.550857
                 6.606728                 2.539399                 2.538930                 2.536315
                 6.616738                 2.524733                 2.524343                 2.521536
                 6.626748                 2.510023                 2.509683                 2.506742
                 6.636758                 2.495490                 2.495170                 2.492156
                 6.646769                 2.481346                 2.481018                 2.477990
                 6.656779                 2.467786                 2.467421                 2.464439
                 6.666789                 2.454975                 2.454546                 2.451668
                 6.676799                 2.443042                 2.442525                 2.439806
                 6.686809                 2.432078                 2.431451                 2.428944
                 6.696820                 2.422133                 2.421376                 2.419133
                 6.706830                 2.413217                 2.412317                 2.410384
                 6.716840                 2.405311                 2.404255                 2.402677
                 6.726850                 2.398365                 2.397146                 2.395963
                 6.736860                 2.392314                 2.390928                 2.390176
                 6.746871                 2.387082                 2.385529                 2.385237
                 6.756881                 2.382591                 2.380873                 2.381066
                 6.766891                 2.378765                 2.376887                 2.377581
                 6.776901                 2.375533                 2.373505                 2.374707
                 6.786911                 2.372832                 2.370663                 2.372372
                 6.796922                 2.370604                 2.368307                 2.370513
                 6.806932                 2.368794                 2.366384                 2.369066
                 6.816942                 2.367346                 2.364838                 2.367969
                 6.826952                 2.366201                 2.363613                 2.367155
                 6.836962                 2.365293                 2.362642                 2.366552
                 6.846973                 2.364547                 2.361852                 2.366078
                 6.856983                 2.363883                 2.361160                 2.365646
                 6.866993                 2.363209                 2.360476                 2.365160
                 6.877003                 2.362433                 2.359704                 2.364522
                 6.887013                 2.361461                 2.358749                 2.363633
                 6.897024                 2.360200                 2.357519                 2.362399
                 6.907034                 2.358568                 2.355926                 2.360734
                 6.917044                 2.356491                 2.353900                 2.358565
                 6.927054                 2.353912                 2.351380                 2.355839
                 6.937064                 2.350793                 2.348328                 2.352519
                 6.947074                 2.347112                 2.344724                 2.348593
                 6.957085                 2.342869                 2.340567                 2.344070
                 6.967095                 2.338083                 2.335876                 2.338980
                 6.977105                 2.332792                 2.330688                 2.333373
                 6.987115                 2.327050                 2.325055                 2.327317
                 6.997125                 2.320924                 2.319044                 2.320890
                 7.007136                 2.314494                 2.312731                 2.314186
                 7.017146                 2.307849                 2.306203                 2.307300
                 7.027156                 2.301085                 2.299552                 2.300336
                 7.037166                 2.294303                 2.292875                 2.293394
                 7.047176                 2.287604                 2.286271                 2.286577
                 7.057187                 2.281089                 2.279839                 2.279980
                 7.067197                 2.274855                 2.273673                 2.273690
                 7.077207                 2.268985                 2.267857                 2.267783
                 7.087217                 2.263551                 2.262463                 2.262323
                 7.097227                 2.258607                 2.257546                 2.257354
                 7.107238                 2.254183                 2.253138                 2.252901
                 7.117248                 2.250287                 2.249247                 2.248968
                 7.127258                 2.246903                 2.245859                 2.245538
                 7.137268                 2.243993                 2.242936                 2.242575
                 7.147278                 2.241498                 2.240419                 2.240026
                 7.157289                 2.239348                 2.238236                 2.237825
                 7.167299                 2.237464                 2.236306                 2.235902
                 7.177309                 2.235766                 2.234548                 2.234182
                 7.187319                 2.234180                 2.232885                 2.232600
                 7.197329                 2.232644                 2.231254                 2.231097
                 7.207340                 2.231112                 2.229608                 2.229630
                 7.217350                 2.229554                 2.227918                 2.228172
                 7.227360                 2.227962                 2.226177                 2.226712
                 7.237370                 2.226343                 2.224396                 2.225257
                 7.247380                 2.224720                 2.222602                 2.223824
                 7.257390                 2.223124                 2.220832                 2.222439
                 7.267401                 2.221592                 2.219129                 2.221134
                 7.277411                 2.220162                 2.217540                 2.219940
                 7.287421                 2.218870                 2.216103                 2.218883
                 7.297431                 2.217741                 2.214853                 2.217985
                 7.307441                 2.216796                 2.213814                 2.217258
                 7.317452                 2.216042                 2.212999                 2.216704
                 7.327462                 2.215479                 2.212409                 2.216317
                 7.337472                 2.215097                 2.212035                 2.216086
                 7.347482                 2.214881                 2.211861                 2.215993
                 7.357492                 2.214812                 2.211863                 2.216018
                 7.367503                 2.214869                 2.212018                 2.216141
                 7.377513                 2.215035                 2.212300                 2.216347
                 7.387523                 2.215294                 2.212688                 2.216623
                 7.397533                 2.215638                 2.213164                 2.216964
                 7.407543                 2.216063                 2.213718                 2.217368
                 7.417554                 2.216571                 2.214343                 2.217838
                 7.427564                 2.217167                 2.215040                 2.218383
                 7.437574                 2.217856                 2.215809                 2.219008
                 7.447584                 2.218642                 2.216652                 2.219718
                 7.457594                 2.219524                 2.217565                 2.220511
                 7.467605                 2.220493                 2.218540                 2.221377
                 7.477615                 2.221525                 2.219557                 2.222293
                 7.487625                 2.222586                 2.220581                 2.223223
                 7.497635                 2.223624                 2.221566                 2.224115
                 7.507645                 2.224575                 2.222449                 2.224904
                 7.517656                 2.225361                 2.223155                 2.225510
                 7.527666                 2.225892                 2.223598                 2.225845
                 7.537676                 2.226075                 2.223688                 2.225818
                 7.547686                 2.225815                 2.223332                 2.225336
                 7.557696                 2.225025                 2.222443                 2.224314
                 7.567706                 2.223627                 2.220944                 2.222678
                 7.577717                 2.221560                 2.218776                 2.220375
                 7.587727                 2.218786                 2.215900                 2.217371
                 7.597737                 2.215295                 2.212304                 2.213660
                 7.607747                 2.211103                 2.208006                 2.209267
                 7.617757                 2.206260                 2.203052                 2.204243
                 7.627768                 2.200845                 2.197523                 2.198674
                 7.637778                 2.194966                 2.191528                 2.192670
                 7.647788                 2.188761                 2.185202                 2.186368
                 7.657798                 2.182387                 2.178704                 2.179927
                 7.667808                 2.176018                 2.172210                 2.173517
                 7.677819                 2.169836                 2.165901                 2.167319
                 7.687829                 2.164026                 2.159965                 2.161511
                 7.697839                 2.158764                 2.154579                 2.156268
                 7.707849                 2.154213                 2.149909                 2.151746
                 7.717859                 2.150517                 2.146097                 2.148086
                 7.727870                 2.147791                 2.143263                 2.145402
                 7.737880                 2.146127                 2.141499                 2.143783
                 7.747890                 2.145587                 2.140868                 2.143289
                 7.757900                 2.146204                 2.141404                 2.143956
                 7.767910                 2.147988                 2.143120                 2.145795
                 7.777921                 2.150931                 2.146006                 2.148800
                 7.787931                 2.155006                 2.150037                 2.152947
                 7.797941                 2.160176                 2.155177                 2.158202
                 7.807951                 2.166395                 2.161381                 2.164523
                 7.817961                 2.173612                 2.168599                 2.171862
                 7.827972                 2.181768                 2.176775                 2.180163
                 7.837982                 2.190801                 2.185846                 2.189365
                 7.847992                 2.200638                 2.195743                 2.199397
                 7.858002                 2.211196                 2.206382                 2.210175
                 7.868012                 2.222378                 2.217669                 2.221599
                 7.878022                 2.234068                 2.229489                 2.233554
                 7.888033                 2.246135                 2.241712                 2.245903
                 7.898043                 2.258429                 2.254184                 2.258491
                 7.908053                 2.270780                 2.266737                 2.271146
                 7.918063                 2.283005                 2.279185                 2.283677
                 7.928073                 2.294910                 2.291330                 2.295884
                 7.938084                 2.306293                 2.302965                 2.307561
                 7.948094                 2.316950                 2.313885                 2.318499
                 7.958104                 2.326684                 2.323886                 2.328494
                 7.968114                 2.335307                 2.332776                 2.337355
                 7.978124                 2.342651                 2.340381                 2.344908
                 7.988135                 2.348567                 2.346550                 2.351003
                 7.998145                 2.352938                 2.351160                 2.355517
                 8.008155                 2.355679                 2.354121                 2.358365
                 8.018165                 2.356739                 2.355381                 2.359494
                 8.028175                 2.356108                 2.354924                 2.358895
                 8.038186                 2.353811                 2.352776                 2.356593
                 8.048196                 2.349911                 2.348996                 2.352655
                 8.058206                 2.344505                 2.343683                 2.347180
                 8.068216                 2.337722                 2.336965                 2.340300
                 8.078226                 2.329712                 2.328995                 2.332171
                 8.088237                 2.320646                 2.319945                 2.322967
                 8.098247                 2.310707                 2.310001                 2.312874
                 8.108257                 2.300079                 2.299350                 2.302083
                 8.118267                 2.288946                 2.288179                 2.290780
                 8.128277                 2.277483                 2.276666                 2.279146
                 8.138288                 2.265850                 2.264975                 2.267344
                 8.148298                 2.254191                 2.253252                 2.255524
                 8.158308                 2.242630                 2.241624                 2.243815
                 8.168318                 2.231272                 2.230198                 2.232325
                 8.178328                 2.220200                 2.219061                 2.221142
                 8.188338                 2.209481                 2.208282                 2.210337
                 8.198349                 2.199165                 2.197914                 2.199963
                 8.208359                 2.189288                 2.187993                 2.190056
                 8.218369                 2.179873                 2.178546                 2.180641
                 8.228379                 2.170933                 2.169587                 2.171729
                 8.238389                 2.162471                 2.161119                 2.163322
                 8.248400                 2.154482                 2.153137                 2.155411
                 8.258410                 2.146955                 2.145628                 2.147980
                 8.268420                 2.139871                 2.138571                 2.141007
                 8.278430                 2.133208                 2.131941                 2.134464
                 8.288440                 2.126940                 2.125709                 2.128321
                 8.298451                 2.121044                 2.119844                 2.122548
                 8.308461                 2.115496                 2.114320                 2.117117
                 8.318471                 2.110279                 2.109112                 2.112005
                 8.328481                 2.105381                 2.104205                 2.107196
                 8.338491                 2.100799                 2.099592                 2.102684
                 8.348502                 2.096537                 2.095274                 2.098470
                 8.358512                 2.092608                 2.091264                 2.094566
                 8.368522                 2.089034                 2.087583                 2.090991
                 8.378532                 2.085837                 2.084258                 2.087768
                 8.388542                 2.083048                 2.081322                 2.084925
                 8.398553                 2.080692                 2.078808                 2.082488
                 8.408563                 2.078794                 2.076748                 2.080483
                 8.418573                 2.077374                 2.075168                 2.078928
                 8.428583                 2.076444                 2.074090                 2.077838
                 8.438593                 2.076006                 2.073523                 2.077217
                 8.448604                 2.076055                 2.073467                 2.077060
                 8.458614                 2.076572                 2.073910                 2.077353
                 8.468624                 2.077531                 2.074829                 2.078073
                 8.478634                 2.078896                 2.076187                 2.079188
                 8.488644                 2.080623                 2.077940                 2.080659
                 8.498655                 2.082662                 2.080034                 2.082441
                 8.508665                 2.084961                 2.082410                 2.084486
                 8.518675                 2.087466                 2.085007                 2.086746
                 8.528685                 2.090126                 2.087763                 2.089171
                 8.538695                 2.092890                 2.090620                 2.091713
                 8.548705                 2.095713                 2.093523                 2.094331
                 8.558716                 2.098556                 2.096423                 2.096983
                 8.568726                 2.101384                 2.099279                 2.099636
                 8.578736                 2.104166                 2.102055                 2.102258
                 8.588746                 2.106877                 2.104722                 2.104822
                 8.598756                 2.109493                 2.107256                 2.107304
                 8.608767                 2.111995                 2.109639                 2.109684
                 8.618777                 2.114363                 2.111857                 2.111945
                 8.628787                 2.116582                 2.113901                 2.114072
                 8.638797                 2.118640                 2.115766                 2.116053
                 8.648807                 2.120526                 2.117452                 2.117879
                 8.658818                 2.122232                 2.118958                 2.119546
                 8.668828                 2.123754                 2.120292                 2.121049
                 8.678838                 2.125089                 2.121458                 2.122389
                 8.688848                 2.126241                 2.122466                 2.123568
                 8.698858                 2.127212                 2.123323                 2.124589
                 8.708869                 2.128010                 2.124040                 2.125461
                 8.718879                 2.128647                 2.124629                 2.126194
                 8.728889                 2.129137                 2.125105                 2.126804
                 8.738899                 2.129502                 2.125484                 2.127312
                 8.748909                 2.129769                 2.125790                 2.127747
                 8.758920                 2.129970                 2.126052                 2.128141
                 8.768930                 2.130146                 2.126304                 2.128536
                 8.778940                 2.130339                 2.126586                 2.128976
                 8.788950                 2.130598                 2.126941                 2.129509
                 8.798960                 2.130970                 2.127415                 2.130182
                 8.808971                 2.131500                 2.128050                 2.131040
                 8.818981                 2.132231                 2.128886                 2.132121
                 8.828991                 2.133196                 2.129956                 2.133454
                 8.839001                 2.134418                 2.131285                 2.135058
                 8.849011                 2.135914                 2.132884                 2.136940
                 8.859021                 2.137686                 2.134759                 2.139097
                 8.869032                 2.139727                 2.136901                 2.141512
                 8.879042                 2.142024                 2.139295                 2.144163
                 8.889052                 2.144551                 2.141917                 2.147018
                 8.899062                 2.147281                 2.144736                 2.150041
                 8.909072                 2.150178                 2.147718                 2.153191
                 8.919083                 2.153202                 2.150822                 2.156425
                 8.929093                 2.156308                 2.154004                 2.159696
                 8.939103                 2.159445                 2.157213                 2.162952
                 8.949113                 2.162557                 2.160395                 2.166138
                 8.959123                 2.165580                 2.163486                 2.169192
                 8.969134                 2.168443                 2.166419                 2.172045
                 8.979144                 2.171068                 2.169117                 2.174622
                 8.989154                 2.173372                 2.171497                 2.176844
                 8.999164                 2.175270                 2.173477                 2.178627
                 9.009174                 2.176677                 2.174972                 2.179890
                 9.019185                 2.177514                 2.175902                 2.180556
                 9.029195                 2.177713                 2.176201                 2.180560
                 9.039205                 2.177221                 2.175814                 2.179851
                 9.049215                 2.176003                 2.174706                 2.178399
                 9.059225                 2.174046                 2.172863                 2.176193
                 9.069236                 2.171360                 2.170294                 2.173247
                 9.079246                 2.167973                 2.167029                 2.169594
                 9.089256                 2.163938                 2.163117                 2.165291
                 9.099266                 2.159318                 2.158625                 2.160408
                 9.109276                 2.154194                 2.153630                 2.155028
                 9.119287                 2.148649                 2.148216                 2.149245
                 9.129297                 2.142776                 2.142475                 2.143154
                 9.139307                 2.136664                 2.136494                 2.136852
                 9.149317                 2.130402                 2.130361                 2.130433
                 9.159327                 2.124074                 2.124158                 2.123984
                 9.169337                 2.117760                 2.117963                 2.117586
                 9.179348                 2.111528                 2.111843                 2.111308
                 9.189358                 2.105441                 2.105858                 2.105212
                 9.199368                 2.099551                 2.100060                 2.099344
                 9.209378                 2.093898                 2.094486                 2.093742
                 9.219388                 2.088511                 2.089165                 2.088426
                 9.229399                 2.083405                 2.084111                 2.083407
                 9.239409                 2.078583                 2.079328                 2.078681
                 9.249419                 2.074035                 2.074806                 2.074234
                 9.259429                 2.069740                 2.070526                 2.070040
                 9.269439                 2.065668                 2.066459                 2.066066
                 9.279450                 2.061782                 2.062571                 2.062275
                 9.289460                 2.058043                 2.058823                 2.058624
                 9.299470                 2.054407                 2.055176                 2.055073
                 9.309480                 2.050837                 2.051591                 2.051582
                 9.319490                 2.047296                 2.048036                 2.048118
                 9.329501                 2.043756                 2.044482                 2.044651
                 9.339511                 2.040198                 2.040910                 2.041162
                 9.349521                 2.036611                 2.037309                 2.037639
                 9.359531                 2.032996                 2.033677                 2.034082
                 9.369541                 2.029367                 2.030026                 2.030498
                 9.379552                 2.025745                 2.026374                 2.026909
                 9.389562                 2.022165                 2.022752                 2.023343
                 9.399572                 2.018670                 2.019201                 2.019841
                 9.409582                 2.015309                 2.015767                 2.016450
                 9.419592                 2.012139                 2.012504                 2.013224
                 9.429603                 2.009218                 2.009471                 2.010222
                 9.439613                 2.006608                 2.006727                 2.007504
                 9.449623                 2.004366                 2.004331                 2.005132
                 9.459633                 2.002549                 2.002340                 2.003162
                 9.469643                 2.001208                 2.000806                 2.001650
                 9.479653                 2.000390                 1.999779                 2.000647
                 9.489664                 2.000138                 1.999300                 2.000198
                 9.499674                 2.000491                 1.999412                 2.000346
                 9.509684                 2.001485                 2.000149                 2.001131
                 9.519694                 2.003153                 2.001548                 2.002590
                 9.529704                 2.005531                 2.003642                 2.004760
                 9.539715                 2.008649                 2.006464                 2.007676
                 9.549725                 2.012538                 2.010046                 2.011370
                 9.559735                 2.017222                 2.014414                 2.015871
                 9.569745                 2.022722                 2.019591                 2.021200
                 9.579755                 2.029043                 2.025589                 2.027365
                 9.589766                 2.036178                 2.032403                 2.034361
                 9.599776                 2.044098                 2.040014                 2.042162
                 9.609786                 2.052753                 2.048375                 2.050718
                 9.619796                 2.062064                 2.057417                 2.059954
                 9.629806                 2.071924                 2.067042                 2.069766
                 9.639817                 2.082201                 2.077121                 2.080021
                 9.649827                 2.092733                 2.087502                 2.090562
                 9.659837                 2.103341                 2.098010                 2.101210
                 9.669847                 2.113826                 2.108451                 2.111769
                 9.679857                 2.123981                 2.118621                 2.122033
                 9.689868                 2.133599                 2.128314                 2.131793
                 9.699878                 2.142476                 2.137326                 2.140848
                 9.709888                 2.150423                 2.145467                 2.149005
                 9.719898                 2.157272                 2.152563                 2.156093
                 9.729908                 2.162878                 2.158467                 2.161963
                 9.739919                 2.167130                 2.163058                 2.166497
                 9.749929                 2.169948                 2.166249                 2.169608
                 9.759939                 2.171292                 2.167992                 2.171248
                 9.769949                 2.171161                 2.168276                 2.171408
                 9.779959                 2.169593                 2.167129                 2.170117
                 9.789969                 2.166667                 2.164620                 2.167446
                 9.799980                 2.162499                 2.160857                 2.163505
                 9.809990                 2.157238                 2.155983                 2.158439
                 9.820000                 2.151062                 2.150169                 2.152424
                 9.830010                 2.144173                 2.143612                 2.145660
                 9.840020                 2.136784                 2.136524                 2.138362
                 9.850031                 2.129114                 2.129124                 2.130753
                 9.860041                 2.121381                 2.121628                 2.123052
                 9.870051                 2.113789                 2.114244                 2.115469
                 9.880061                 2.106525                 2.107160                 2.108193
                 9.890071                 2.099750                 2.100540                 2.101390
                 9.900082                 2.093597                 2.094520                 2.095196
                 9.910092                 2.088165                 2.089201                 2.089712
                 9.920102                 2.083519                 2.084651                 2.085006
                 9.930112                 2.079690                 2.080900                 2.081109
                 9.940122                 2.076671                 2.077943                 2.078015
                 9.950133                 2.074421                 2.075738                 2.075685
                 9.960143                 2.072866                 2.074212                 2.074042
                 9.970153                 2.071900                 2.073259                 2.072982
                 9.980163                 2.071388                 2.072743                 2.072369
                 9.990173                 2.071171                 2.072507                 2.072044
                10.000184                 2.071071                 2.072374                 2.071828
