#        Energy grid [eV]               EELS_x                   EELS_y                   EELS_z
#
                 5.575678                 0.227329                 0.227756                 0.227527
                 5.585688                 0.228024                 0.228460                 0.228255
                 5.595698                 0.228815                 0.229261                 0.229082
                 5.605709                 0.229710                 0.230166                 0.230013
                 5.615719                 0.230714                 0.231182                 0.231053
                 5.625729                 0.231832                 0.232313                 0.232207
                 5.635739                 0.233069                 0.233563                 0.233479
                 5.645749                 0.234424                 0.234933                 0.234869
                 5.655759                 0.235899                 0.236423                 0.236376
                 5.665770                 0.237489                 0.238029                 0.237997
                 5.675780                 0.239190                 0.239746                 0.239725
                 5.685790                 0.240994                 0.241567                 0.241553
                 5.695800                 0.242892                 0.243480                 0.243471
                 5.705810                 0.244874                 0.245476                 0.245466
                 5.715821                 0.246927                 0.247542                 0.247527
                 5.725831                 0.249038                 0.249664                 0.249639
                 5.735841                 0.251194                 0.251830                 0.251790
                 5.745851                 0.253383                 0.254027                 0.253968
                 5.755861                 0.255594                 0.256242                 0.256160
                 5.765872                 0.257815                 0.258466                 0.258357
                 5.775882                 0.260039                 0.260690                 0.260552
                 5.785892                 0.262259                 0.262908                 0.262738
                 5.795902                 0.264472                 0.265117                 0.264914
                 5.805912                 0.266676                 0.267315                 0.267078
                 5.815923                 0.268873                 0.269503                 0.269234
                 5.825933                 0.271065                 0.271685                 0.271383
                 5.835943                 0.273255                 0.273865                 0.273531
                 5.845953                 0.275449                 0.276046                 0.275682
                 5.855963                 0.277649                 0.278234                 0.277841
                 5.865974                 0.279858                 0.280431                 0.280010
                 5.875984                 0.282076                 0.282638                 0.282189
                 5.885994                 0.284303                 0.284854                 0.284379
                 5.896004                 0.286532                 0.287075                 0.286573
                 5.906014                 0.288756                 0.289292                 0.288766
                 5.916025                 0.290965                 0.291495                 0.290947
                 5.926035                 0.293145                 0.293672                 0.293103
                 5.936045                 0.295280                 0.295806                 0.295219
                 5.946055                 0.297354                 0.297881                 0.297278
                 5.956065                 0.299349                 0.299878                 0.299263
                 5.966075                 0.301245                 0.301778                 0.301156
                 5.976086                 0.303028                 0.303565                 0.302939
                 5.986096                 0.304681                 0.305225                 0.304598
                 5.996106                 0.306194                 0.306744                 0.306120
                 6.006116                 0.307559                 0.308116                 0.307499
                 6.016126                 0.308775                 0.309339                 0.308729
                 6.026137                 0.309843                 0.310414                 0.309815
                 6.036147                 0.310773                 0.311350                 0.310762
                 6.046157                 0.311577                 0.312161                 0.311585
                 6.056167                 0.312273                 0.312862                 0.312301
                 6.066177                 0.312882                 0.313476                 0.312929
                 6.076188                 0.313427                 0.314024                 0.313493
                 6.086198                 0.313931                 0.314530                 0.314015
                 6.096208                 0.314416                 0.315016                 0.314520
                 6.106218                 0.314904                 0.315504                 0.315028
                 6.116228                 0.315413                 0.316011                 0.315557
                 6.126239                 0.315957                 0.316552                 0.316121
                 6.136249                 0.316548                 0.317138                 0.316734
                 6.146259                 0.317193                 0.317776                 0.317401
                 6.156269                 0.317896                 0.318472                 0.318129
                 6.166279                 0.318661                 0.319228                 0.318920
                 6.176290                 0.319487                 0.320046                 0.319775
                 6.186300                 0.320377                 0.320926                 0.320694
                 6.196310                 0.321330                 0.321869                 0.321679
                 6.206320                 0.322346                 0.322876                 0.322730
                 6.216330                 0.323429                 0.323949                 0.323847
                 6.226341                 0.324580                 0.325092                 0.325033
                 6.236351                 0.325802                 0.326306                 0.326287
                 6.246361                 0.327097                 0.327594                 0.327612
                 6.256371                 0.328465                 0.328957                 0.329007
                 6.266381                 0.329907                 0.330396                 0.330470
                 6.276391                 0.331421                 0.331907                 0.331997
                 6.286402                 0.333002                 0.333487                 0.333583
                 6.296412                 0.334641                 0.335128                 0.335220
                 6.306422                 0.336330                 0.336819                 0.336897
                 6.316432                 0.338056                 0.338549                 0.338602
                 6.326442                 0.339805                 0.340303                 0.340321
                 6.336453                 0.341559                 0.342064                 0.342039
                 6.346463                 0.343303                 0.343816                 0.343741
                 6.356473                 0.345019                 0.345542                 0.345411
                 6.366483                 0.346690                 0.347223                 0.347035
                 6.376493                 0.348301                 0.348844                 0.348598
                 6.386504                 0.349838                 0.350391                 0.350089
                 6.396514                 0.351289                 0.351852                 0.351498
                 6.406524                 0.352646                 0.353219                 0.352818
                 6.416534                 0.353905                 0.354485                 0.354047
                 6.426544                 0.355066                 0.355652                 0.355185
                 6.436555                 0.356134                 0.356723                 0.356237
                 6.446565                 0.357118                 0.357707                 0.357213
                 6.456575                 0.358033                 0.358618                 0.358125
                 6.466585                 0.358896                 0.359474                 0.358993
                 6.476595                 0.359730                 0.360298                 0.359837
                 6.486606                 0.360560                 0.361113                 0.360681
                 6.496616                 0.361412                 0.361948                 0.361552
                 6.506626                 0.362314                 0.362829                 0.362475
                 6.516636                 0.363291                 0.363783                 0.363477
                 6.526646                 0.364370                 0.364835                 0.364582
                 6.536657                 0.365572                 0.366010                 0.365813
                 6.546667                 0.366916                 0.367325                 0.367189
                 6.556677                 0.368417                 0.368797                 0.368723
                 6.566687                 0.370086                 0.370437                 0.370428
                 6.576697                 0.371928                 0.372249                 0.372306
                 6.586707                 0.373943                 0.374235                 0.374357
                 6.596718                 0.376122                 0.376387                 0.376573
                 6.606728                 0.378453                 0.378693                 0.378940
                 6.616738                 0.380916                 0.381133                 0.381438
                 6.626748                 0.383485                 0.383683                 0.384040
                 6.636758                 0.386129                 0.386312                 0.386713
                 6.646769                 0.388814                 0.388985                 0.389423
                 6.656779                 0.391502                 0.391665                 0.392132
                 6.666789                 0.394156                 0.394316                 0.394802
                 6.676799                 0.396741                 0.396903                 0.397396
                 6.686809                 0.399226                 0.399394                 0.399884
                 6.696820                 0.401583                 0.401763                 0.402237
                 6.706830                 0.403795                 0.403991                 0.404438
                 6.716840                 0.405848                 0.406063                 0.406471
                 6.726850                 0.407736                 0.407974                 0.408331
                 6.736860                 0.409459                 0.409722                 0.410017
                 6.746871                 0.411020                 0.411310                 0.411534
                 6.756881                 0.412427                 0.412744                 0.412888
                 6.766891                 0.413687                 0.414032                 0.414088
                 6.776901                 0.414809                 0.415182                 0.415146
                 6.786911                 0.415804                 0.416203                 0.416070
                 6.796922                 0.416679                 0.417104                 0.416873
                 6.806932                 0.417445                 0.417892                 0.417565
                 6.816942                 0.418110                 0.418578                 0.418158
                 6.826952                 0.418687                 0.419172                 0.418663
                 6.836962                 0.419187                 0.419685                 0.419096
                 6.846973                 0.419624                 0.420134                 0.419471
                 6.856983                 0.420015                 0.420532                 0.419807
                 6.866993                 0.420378                 0.420900                 0.420123
                 6.877003                 0.420732                 0.421255                 0.420438
                 6.887013                 0.421096                 0.421618                 0.420774
                 6.897024                 0.421490                 0.422009                 0.421150
                 6.907034                 0.421932                 0.422445                 0.421586
                 6.917044                 0.422438                 0.422944                 0.422097
                 6.927054                 0.423023                 0.423520                 0.422698
                 6.937064                 0.423697                 0.424183                 0.423399
                 6.947074                 0.424467                 0.424942                 0.424206
                 6.957085                 0.425339                 0.425799                 0.425121
                 6.967095                 0.426310                 0.426755                 0.426144
                 6.977105                 0.427378                 0.427806                 0.427267
                 6.987115                 0.428537                 0.428944                 0.428481
                 6.997125                 0.429774                 0.430161                 0.429774
                 7.007136                 0.431078                 0.431443                 0.431130
                 7.017146                 0.432432                 0.432775                 0.432531
                 7.027156                 0.433818                 0.434139                 0.433958
                 7.037166                 0.435216                 0.435515                 0.435389
                 7.047176                 0.436605                 0.436884                 0.436804
                 7.057187                 0.437962                 0.438223                 0.438179
                 7.067197                 0.439266                 0.439512                 0.439496
                 7.077207                 0.440496                 0.440729                 0.440734
                 7.087217                 0.441634                 0.441857                 0.441879
                 7.097227                 0.442666                 0.442881                 0.442916
                 7.107238                 0.443582                 0.443792                 0.443838
                 7.117248                 0.444379                 0.444586                 0.444641
                 7.127258                 0.445057                 0.445264                 0.445327
                 7.137268                 0.445624                 0.445832                 0.445903
                 7.147278                 0.446091                 0.446303                 0.446380
                 7.157289                 0.446474                 0.446692                 0.446770
                 7.167299                 0.446788                 0.447015                 0.447089
                 7.177309                 0.447052                 0.447292                 0.447353
                 7.187319                 0.447281                 0.447537                 0.447577
                 7.197329                 0.447488                 0.447765                 0.447774
                 7.207340                 0.447684                 0.447985                 0.447951
                 7.217350                 0.447875                 0.448204                 0.448116
                 7.227360                 0.448062                 0.448422                 0.448270
                 7.237370                 0.448242                 0.448636                 0.448411
                 7.247380                 0.448412                 0.448841                 0.448537
                 7.257390                 0.448564                 0.449028                 0.448640
                 7.267401                 0.448690                 0.449188                 0.448715
                 7.277411                 0.448783                 0.449312                 0.448756
                 7.287421                 0.448835                 0.449390                 0.448756
                 7.297431                 0.448842                 0.449418                 0.448714
                 7.307441                 0.448801                 0.449391                 0.448628
                 7.317452                 0.448711                 0.449308                 0.448498
                 7.327462                 0.448574                 0.449170                 0.448327
                 7.337472                 0.448393                 0.448980                 0.448118
                 7.347482                 0.448173                 0.448745                 0.447877
                 7.357492                 0.447919                 0.448470                 0.447609
                 7.367503                 0.447636                 0.448161                 0.447319
                 7.377513                 0.447329                 0.447826                 0.447010
                 7.387523                 0.447002                 0.447469                 0.446686
                 7.397533                 0.446657                 0.447094                 0.446348
                 7.407543                 0.446295                 0.446705                 0.445997
                 7.417554                 0.445916                 0.446304                 0.445633
                 7.427564                 0.445522                 0.445890                 0.445256
                 7.437574                 0.445111                 0.445466                 0.444865
                 7.447584                 0.444685                 0.445032                 0.444462
                 7.457594                 0.444246                 0.444591                 0.444048
                 7.467605                 0.443799                 0.444147                 0.443628
                 7.477615                 0.443351                 0.443707                 0.443209
                 7.487625                 0.442911                 0.443278                 0.442801
                 7.497635                 0.442492                 0.442873                 0.442417
                 7.507645                 0.442108                 0.442507                 0.442071
                 7.517656                 0.441776                 0.442193                 0.441779
                 7.527666                 0.441514                 0.441951                 0.441558
                 7.537676                 0.441337                 0.441795                 0.441426
                 7.547686                 0.441263                 0.441741                 0.441396
                 7.557696                 0.441305                 0.441804                 0.441483
                 7.567706                 0.441472                 0.441992                 0.441695
                 7.577717                 0.441770                 0.442312                 0.442036
                 7.587727                 0.442201                 0.442764                 0.442508
                 7.597737                 0.442759                 0.443344                 0.443103
                 7.607747                 0.443433                 0.444041                 0.443809
                 7.617757                 0.444206                 0.444837                 0.444608
                 7.627768                 0.445054                 0.445709                 0.445477
                 7.637778                 0.445947                 0.446626                 0.446384
                 7.647788                 0.446851                 0.447555                 0.447295
                 7.657798                 0.447727                 0.448455                 0.448171
                 7.667808                 0.448533                 0.449285                 0.448971
                 7.677819                 0.449227                 0.450001                 0.449655
                 7.687829                 0.449768                 0.450563                 0.450180
                 7.697839                 0.450119                 0.450932                 0.450511
                 7.707849                 0.450247                 0.451076                 0.450617
                 7.717859                 0.450128                 0.450968                 0.450473
                 7.727870                 0.449744                 0.450592                 0.450063
                 7.737880                 0.449089                 0.449940                 0.449381
                 7.747890                 0.448164                 0.449013                 0.448426
                 7.757900                 0.446977                 0.447820                 0.447209
                 7.767910                 0.445545                 0.446377                 0.445745
                 7.777921                 0.443888                 0.444705                 0.444055
                 7.787931                 0.442032                 0.442829                 0.442163
                 7.797941                 0.440003                 0.440776                 0.440095
                 7.807951                 0.437829                 0.438574                 0.437879
                 7.817961                 0.435538                 0.436252                 0.435544
                 7.827972                 0.433159                 0.433837                 0.433117
                 7.837982                 0.430719                 0.431359                 0.430628
                 7.847992                 0.428247                 0.428846                 0.428105
                 7.858002                 0.425771                 0.426327                 0.425577
                 7.868012                 0.423322                 0.423832                 0.423075
                 7.878022                 0.420927                 0.421390                 0.420629
                 7.888033                 0.418618                 0.419032                 0.418270
                 7.898043                 0.416422                 0.416787                 0.416027
                 7.908053                 0.414368                 0.414685                 0.413930
                 7.918063                 0.412483                 0.412752                 0.412005
                 7.928073                 0.410791                 0.411014                 0.410279
                 7.938084                 0.409316                 0.409495                 0.408774
                 7.948094                 0.408076                 0.408214                 0.407509
                 7.958104                 0.407086                 0.407186                 0.406500
                 7.968114                 0.406360                 0.406426                 0.405759
                 7.978124                 0.405906                 0.405941                 0.405296
                 7.988135                 0.405729                 0.405737                 0.405115
                 7.998145                 0.405829                 0.405814                 0.405216
                 8.008155                 0.406203                 0.406169                 0.405596
                 8.018165                 0.406845                 0.406796                 0.406247
                 8.028175                 0.407742                 0.407683                 0.407159
                 8.038186                 0.408881                 0.408816                 0.408316
                 8.048196                 0.410243                 0.410176                 0.409699
                 8.058206                 0.411807                 0.411741                 0.411287
                 8.068216                 0.413547                 0.413487                 0.413055
                 8.078226                 0.415439                 0.415386                 0.414975
                 8.088237                 0.417451                 0.417409                 0.417018
                 8.098247                 0.419556                 0.419527                 0.419153
                 8.108257                 0.421721                 0.421708                 0.421351
                 8.118267                 0.423919                 0.423921                 0.423580
                 8.128277                 0.426120                 0.426140                 0.425812
                 8.138288                 0.428299                 0.428336                 0.428020
                 8.148298                 0.430432                 0.430486                 0.430179
                 8.158308                 0.432498                 0.432569                 0.432268
                 8.168318                 0.434480                 0.434568                 0.434269
                 8.178328                 0.436365                 0.436467                 0.436168
                 8.188338                 0.438141                 0.438256                 0.437952
                 8.198349                 0.439801                 0.439926                 0.439614
                 8.208359                 0.441339                 0.441472                 0.441148
                 8.218369                 0.442751                 0.442890                 0.442552
                 8.228379                 0.444038                 0.444178                 0.443824
                 8.238389                 0.445199                 0.445339                 0.444967
                 8.248400                 0.446238                 0.446376                 0.445984
                 8.258410                 0.447159                 0.447291                 0.446880
                 8.268420                 0.447966                 0.448093                 0.447662
                 8.278430                 0.448665                 0.448786                 0.448337
                 8.288440                 0.449263                 0.449379                 0.448912
                 8.298451                 0.449764                 0.449878                 0.449392
                 8.308461                 0.450172                 0.450287                 0.449785
                 8.318471                 0.450492                 0.450612                 0.450094
                 8.328481                 0.450723                 0.450853                 0.450321
                 8.338491                 0.450867                 0.451012                 0.450465
                 8.348502                 0.450920                 0.451086                 0.450526
                 8.358512                 0.450880                 0.451071                 0.450500
                 8.368522                 0.450742                 0.450962                 0.450383
                 8.378532                 0.450503                 0.450754                 0.450171
                 8.388542                 0.450159                 0.450442                 0.449860
                 8.398553                 0.449708                 0.450023                 0.449449
                 8.408563                 0.449151                 0.449494                 0.448935
                 8.418573                 0.448489                 0.448855                 0.448321
                 8.428583                 0.447726                 0.448111                 0.447611
                 8.438593                 0.446872                 0.447267                 0.446810
                 8.448604                 0.445934                 0.446332                 0.445929
                 8.458614                 0.444926                 0.445319                 0.444976
                 8.468624                 0.443860                 0.444240                 0.443965
                 8.478634                 0.442751                 0.443113                 0.442909
                 8.488644                 0.441613                 0.441952                 0.441822
                 8.498655                 0.440462                 0.440775                 0.440716
                 8.508665                 0.439310                 0.439597                 0.439605
                 8.518675                 0.438171                 0.438433                 0.438502
                 8.528685                 0.437055                 0.437296                 0.437416
                 8.538695                 0.435970                 0.436195                 0.436356
                 8.548705                 0.434925                 0.435140                 0.435329
                 8.558716                 0.433923                 0.434137                 0.434342
                 8.568726                 0.432970                 0.433189                 0.433398
                 8.578736                 0.432067                 0.432300                 0.432500
                 8.588746                 0.431216                 0.431470                 0.431651
                 8.598756                 0.430418                 0.430698                 0.430852
                 8.608767                 0.429674                 0.429985                 0.430103
                 8.618777                 0.428983                 0.429327                 0.429404
                 8.628787                 0.428346                 0.428723                 0.428754
                 8.638797                 0.427759                 0.428168                 0.428152
                 8.648807                 0.427223                 0.427660                 0.427596
                 8.658818                 0.426734                 0.427195                 0.427084
                 8.668828                 0.426290                 0.426768                 0.426612
                 8.678838                 0.425888                 0.426375                 0.426177
                 8.688848                 0.425523                 0.426013                 0.425776
                 8.698858                 0.425192                 0.425677                 0.425405
                 8.708869                 0.424890                 0.425362                 0.425059
                 8.718879                 0.424612                 0.425065                 0.424734
                 8.728889                 0.424351                 0.424780                 0.424423
                 8.738899                 0.424101                 0.424502                 0.424120
                 8.748909                 0.423854                 0.424225                 0.423817
                 8.758920                 0.423603                 0.423941                 0.423506
                 8.768930                 0.423339                 0.423644                 0.423180
                 8.778940                 0.423054                 0.423326                 0.422831
                 8.788950                 0.422741                 0.422980                 0.422451
                 8.798960                 0.422394                 0.422601                 0.422035
                 8.808971                 0.422008                 0.422184                 0.421581
                 8.818981                 0.421580                 0.421728                 0.421086
                 8.828991                 0.421111                 0.421231                 0.420552
                 8.839001                 0.420604                 0.420697                 0.419983
                 8.849011                 0.420062                 0.420130                 0.419386
                 8.859021                 0.419491                 0.419536                 0.418767
                 8.869032                 0.418901                 0.418924                 0.418137
                 8.879042                 0.418300                 0.418303                 0.417505
                 8.889052                 0.417698                 0.417682                 0.416881
                 8.899062                 0.417105                 0.417071                 0.416277
                 8.909072                 0.416530                 0.416481                 0.415701
                 8.919083                 0.415985                 0.415922                 0.415165
                 8.929093                 0.415479                 0.415403                 0.414677
                 8.939103                 0.415025                 0.414936                 0.414248
                 8.949113                 0.414632                 0.414532                 0.413887
                 8.959123                 0.414311                 0.414200                 0.413605
                 8.969134                 0.414076                 0.413953                 0.413411
                 8.979144                 0.413935                 0.413800                 0.413317
                 8.989154                 0.413901                 0.413753                 0.413331
                 8.999164                 0.413981                 0.413820                 0.413463
                 9.009174                 0.414184                 0.414009                 0.413719
                 9.019185                 0.414515                 0.414324                 0.414102
                 9.029195                 0.414974                 0.414768                 0.414616
                 9.039205                 0.415560                 0.415338                 0.415256
                 9.049215                 0.416269                 0.416030                 0.416019
                 9.059225                 0.417090                 0.416835                 0.416893
                 9.069236                 0.418013                 0.417740                 0.417866
                 9.079246                 0.419021                 0.418730                 0.418922
                 9.089256                 0.420099                 0.419790                 0.420045
                 9.099266                 0.421226                 0.420899                 0.421214
                 9.109276                 0.422386                 0.422040                 0.422409
                 9.119287                 0.423558                 0.423194                 0.423611
                 9.129297                 0.424724                 0.424342                 0.424801
                 9.139307                 0.425867                 0.425468                 0.425960
                 9.149317                 0.426972                 0.426557                 0.427073
                 9.159327                 0.428024                 0.427596                 0.428126
                 9.169337                 0.429012                 0.428572                 0.429107
                 9.179348                 0.429926                 0.429477                 0.430007
                 9.189358                 0.430760                 0.430304                 0.430822
                 9.199368                 0.431508                 0.431049                 0.431547
                 9.209378                 0.432169                 0.431709                 0.432182
                 9.219388                 0.432745                 0.432288                 0.432730
                 9.229399                 0.433238                 0.432786                 0.433196
                 9.239409                 0.433654                 0.433211                 0.433587
                 9.249419                 0.434002                 0.433570                 0.433911
                 9.259429                 0.434291                 0.433872                 0.434178
                 9.269439                 0.434530                 0.434126                 0.434399
                 9.279450                 0.434730                 0.434340                 0.434583
                 9.289460                 0.434899                 0.434525                 0.434738
                 9.299470                 0.435045                 0.434687                 0.434873
                 9.309480                 0.435173                 0.434831                 0.434993
                 9.319490                 0.435287                 0.434962                 0.435100
                 9.329501                 0.435389                 0.435079                 0.435197
                 9.339511                 0.435476                 0.435183                 0.435282
                 9.349521                 0.435545                 0.435269                 0.435351
                 9.359531                 0.435588                 0.435332                 0.435399
                 9.369541                 0.435598                 0.435363                 0.435417
                 9.379552                 0.435564                 0.435354                 0.435396
                 9.389562                 0.435475                 0.435292                 0.435324
                 9.399572                 0.435318                 0.435167                 0.435190
                 9.409582                 0.435082                 0.434965                 0.434981
                 9.419592                 0.434753                 0.434675                 0.434685
                 9.429603                 0.434321                 0.434285                 0.434290
                 9.439613                 0.433778                 0.433787                 0.433787
                 9.449623                 0.433116                 0.433172                 0.433167
                 9.459633                 0.432330                 0.432436                 0.432424
                 9.469643                 0.431419                 0.431574                 0.431556
                 9.479653                 0.430381                 0.430586                 0.430559
                 9.489664                 0.429219                 0.429474                 0.429436
                 9.499674                 0.427936                 0.428239                 0.428189
                 9.509684                 0.426536                 0.426886                 0.426821
                 9.519694                 0.425026                 0.425421                 0.425338
                 9.529704                 0.423413                 0.423851                 0.423747
                 9.539715                 0.421706                 0.422183                 0.422056
                 9.549725                 0.419916                 0.420429                 0.420277
                 9.559735                 0.418056                 0.418599                 0.418422
                 9.569745                 0.416142                 0.416710                 0.416507
                 9.579755                 0.414192                 0.414778                 0.414551
                 9.589766                 0.412228                 0.412826                 0.412575
                 9.599776                 0.410276                 0.410876                 0.410606
                 9.609786                 0.408362                 0.408956                 0.408671
                 9.619796                 0.406517                 0.407096                 0.406799
                 9.629806                 0.404771                 0.405326                 0.405022
                 9.639817                 0.403155                 0.403677                 0.403372
                 9.649827                 0.401698                 0.402178                 0.401876
                 9.659837                 0.400426                 0.400858                 0.400563
                 9.669847                 0.399364                 0.399740                 0.399458
                 9.679857                 0.398532                 0.398845                 0.398579
                 9.689868                 0.397943                 0.398190                 0.397942
                 9.699878                 0.397608                 0.397784                 0.397558
                 9.709888                 0.397532                 0.397635                 0.397433
                 9.719898                 0.397716                 0.397742                 0.397568
                 9.729908                 0.398154                 0.398104                 0.397957
                 9.739919                 0.398836                 0.398711                 0.398594
                 9.749929                 0.399749                 0.399550                 0.399465
                 9.759939                 0.400875                 0.400603                 0.400553
                 9.769949                 0.402190                 0.401850                 0.401835
                 9.779959                 0.403669                 0.403264                 0.403285
                 9.789969                 0.405279                 0.404814                 0.404874
                 9.799980                 0.406987                 0.406468                 0.406568
                 9.809990                 0.408757                 0.408189                 0.408329
                 9.820000                 0.410549                 0.409939                 0.410120
                 9.830010                 0.412325                 0.411679                 0.411899
                 9.840020                 0.414046                 0.413370                 0.413630
                 9.850031                 0.415675                 0.414975                 0.415273
                 9.860041                 0.417182                 0.416463                 0.416798
                 9.870051                 0.418539                 0.417806                 0.418175
                 9.880061                 0.419725                 0.418984                 0.419384
                 9.890071                 0.420728                 0.419983                 0.420412
                 9.900082                 0.421544                 0.420798                 0.421254
                 9.910092                 0.422176                 0.421433                 0.421913
                 9.920102                 0.422636                 0.421898                 0.422399
                 9.930112                 0.422941                 0.422214                 0.422733
                 9.940122                 0.423119                 0.422404                 0.422938
                 9.950133                 0.423199                 0.422499                 0.423045
                 9.960143                 0.423216                 0.422535                 0.423090
                 9.970153                 0.423208                 0.422548                 0.423110
                 9.980163                 0.423213                 0.422577                 0.423144
                 9.990173                 0.423271                 0.422659                 0.423229
                10.000184                 0.423417                 0.422831                 0.423403
