#        Energy grid [eV]               Re(eps)_x                Re(eps)_y                Re(eps)_z
#
                 5.535637                -1.315965                -1.315203                -1.319979
                 5.545647                -1.331209                -1.330273                -1.335092
                 5.555658                -1.345971                -1.344864                -1.349645
                 5.565668                -1.360139                -1.358865                -1.363528
                 5.575678                -1.373583                -1.372148                -1.376615
                 5.585688                -1.386156                -1.384563                -1.388763
                 5.595698                -1.397693                -1.395942                -1.399815
                 5.605709                -1.408020                -1.406108                -1.409601
                 5.615719                -1.416959                -1.414879                -1.417951
                 5.625729                -1.424339                -1.422080                -1.424703
                 5.635739                -1.430003                -1.427553                -1.429710
                 5.645749                -1.433823                -1.431167                -1.432852
                 5.655759                -1.435704                -1.432829                -1.434047
                 5.665770                -1.435592                -1.432486                -1.433251
                 5.675780                -1.433476                -1.430132                -1.430467
                 5.685790                -1.429393                -1.425807                -1.425741
                 5.695800                -1.423417                -1.419590                -1.419163
                 5.705810                -1.415665                -1.411603                -1.410858
                 5.715821                -1.406279                -1.401994                -1.400982
                 5.725831                -1.395428                -1.390936                -1.389714
                 5.735841                -1.383296                -1.378616                -1.377246
                 5.745851                -1.370073                -1.365228                -1.363773
                 5.755861                -1.355951                -1.350966                -1.349489
                 5.765872                -1.341110                -1.336013                -1.334576
                 5.775882                -1.325720                -1.320538                -1.319197
                 5.785892                -1.309924                -1.304686                -1.303491
                 5.795902                -1.293840                -1.288575                -1.287567
                 5.805912                -1.277554                -1.272291                -1.271501
                 5.815923                -1.261121                -1.255888                -1.255338
                 5.825933                -1.244562                -1.239387                -1.239090
                 5.835943                -1.227870                -1.222779                -1.222743
                 5.845953                -1.211017                -1.206033                -1.206261
                 5.855963                -1.193957                -1.189101                -1.189594
                 5.865974                -1.176638                -1.171925                -1.172683
                 5.875984                -1.159009                -1.154451                -1.155474
                 5.885994                -1.141027                -1.136630                -1.137920
                 5.896004                -1.122664                -1.118430                -1.119989
                 5.906014                -1.103914                -1.099839                -1.101670
                 5.916025                -1.084795                -1.080871                -1.082974
                 5.926035                -1.065351                -1.061567                -1.063942
                 5.936045                -1.045654                -1.041996                -1.044638
                 5.946055                -1.025804                -1.022255                -1.025156
                 5.956065                -1.005923                -1.002466                -1.005613
                 5.966075                -0.986158                -0.982775                -0.986151
                 5.976086                -0.966670                -0.963343                -0.966929
                 5.986096                -0.947633                -0.944345                -0.948118
                 5.996106                -0.929224                -0.925957                -0.929897
                 6.006116                -0.911618                -0.908357                -0.912441
                 6.016126                -0.894975                -0.891705                -0.895916
                 6.026137                -0.879439                -0.876147                -0.880468
                 6.036147                -0.865123                -0.861796                -0.866216
                 6.046157                -0.852107                -0.848733                -0.853243
                 6.056167                -0.840431                -0.837001                -0.841594
                 6.066177                -0.830092                -0.826597                -0.831268
                 6.076188                -0.821045                -0.817479                -0.822223
                 6.086198                -0.813205                -0.809566                -0.814376
                 6.096208                -0.806457                -0.802742                -0.807612
                 6.106218                -0.800657                -0.796870                -0.801789
                 6.116228                -0.795651                -0.791796                -0.796751
                 6.126239                -0.791279                -0.787364                -0.792339
                 6.136249                -0.787390                -0.783425                -0.788399
                 6.146259                -0.783844                -0.779843                -0.784791
                 6.156269                -0.780524                -0.776500                -0.781393
                 6.166279                -0.777332                -0.773302                -0.778103
                 6.176290                -0.774191                -0.770170                -0.774840
                 6.186300                -0.771040                -0.767043                -0.771538
                 6.196310                -0.767829                -0.763871                -0.768142
                 6.206320                -0.764509                -0.760604                -0.764600
                 6.216330                -0.761035                -0.757193                -0.760864
                 6.226341                -0.757354                -0.753584                -0.756883
                 6.236351                -0.753405                -0.749715                -0.752599
                 6.246361                -0.749124                -0.745516                -0.747954
                 6.256371                -0.744440                -0.740917                -0.742888
                 6.266381                -0.739285                -0.735846                -0.737343
                 6.276391                -0.733594                -0.730236                -0.731268
                 6.286402                -0.727315                -0.724032                -0.724626
                 6.296412                -0.720409                -0.717196                -0.717391
                 6.306422                -0.712859                -0.709708                -0.709561
                 6.316432                -0.704669                -0.701569                -0.701149
                 6.326442                -0.695865                -0.692806                -0.692192
                 6.336453                -0.686498                -0.683468                -0.682744
                 6.346463                -0.676641                -0.673625                -0.672879
                 6.356473                -0.666385                -0.663368                -0.662688
                 6.366483                -0.655838                -0.652805                -0.652274
                 6.376493                -0.645124                -0.642058                -0.641750
                 6.386504                -0.634376                -0.631260                -0.631240
                 6.396514                -0.623733                -0.620550                -0.620870
                 6.406524                -0.613335                -0.610071                -0.610769
                 6.416534                -0.603324                -0.599964                -0.601065
                 6.426544                -0.593829                -0.590364                -0.591878
                 6.436555                -0.584971                -0.581393                -0.583316
                 6.446565                -0.576849                -0.573155                -0.575470
                 6.456575                -0.569537                -0.565729                -0.568409
                 6.466585                -0.563081                -0.559165                -0.562173
                 6.476595                -0.557492                -0.553479                -0.556772
                 6.486606                -0.552743                -0.548649                -0.552176
                 6.496616                -0.548769                -0.544614                -0.548323
                 6.506626                -0.545469                -0.541277                -0.545112
                 6.516636                -0.542708                -0.538506                -0.542410
                 6.526646                -0.540322                -0.536139                -0.540052
                 6.536657                -0.538125                -0.533991                -0.537855
                 6.546667                -0.535917                -0.531861                -0.535616
                 6.556677                -0.533489                -0.529540                -0.533128
                 6.566687                -0.530633                -0.526819                -0.530182
                 6.576697                -0.527152                -0.523497                -0.526581
                 6.586707                -0.522864                -0.519391                -0.522143
                 6.596718                -0.517614                -0.514341                -0.516715
                 6.606728                -0.511278                -0.508221                -0.510178
                 6.616738                -0.503774                -0.500944                -0.502451
                 6.626748                -0.495062                -0.492464                -0.493499
                 6.636758                -0.485148                -0.482785                -0.483333
                 6.646769                -0.474084                -0.471953                -0.472009
                 6.656779                -0.461965                -0.460061                -0.459625
                 6.666789                -0.448921                -0.447232                -0.446313
                 6.676799                -0.435107                -0.433620                -0.432233
                 6.686809                -0.420698                -0.419394                -0.417560
                 6.696820                -0.405870                -0.404730                -0.402476
                 6.706830                -0.390799                -0.389800                -0.387157
                 6.716840                -0.375643                -0.374762                -0.371768
                 6.726850                -0.360544                -0.359755                -0.356454
                 6.736860                -0.345619                -0.344898                -0.341337
                 6.746871                -0.330961                -0.330284                -0.326516
                 6.756881                -0.316642                -0.315986                -0.312068
                 6.766891                -0.302715                -0.302058                -0.298051
                 6.776901                -0.289220                -0.288542                -0.284511
                 6.786911                -0.276190                -0.275472                -0.271482
                 6.796922                -0.263654                -0.262878                -0.258996
                 6.806932                -0.251639                -0.250792                -0.247080
                 6.816942                -0.240175                -0.239245                -0.235763
                 6.826952                -0.229291                -0.228268                -0.225072
                 6.836962                -0.219015                -0.217891                -0.215033
                 6.846973                -0.209368                -0.208141                -0.205665
                 6.856983                -0.200367                -0.199035                -0.196977
                 6.866993                -0.192012                -0.190577                -0.188966
                 6.877003                -0.184293                -0.182758                -0.181614
                 6.887013                -0.177181                -0.175551                -0.174885
                 6.897024                -0.170629                -0.168910                -0.168724
                 6.907034                -0.164574                -0.162772                -0.163057
                 6.917044                -0.158937                -0.157058                -0.157795
                 6.927054                -0.153625                -0.151676                -0.152836
                 6.937064                -0.148537                -0.146525                -0.148066
                 6.947074                -0.143565                -0.141497                -0.143370
                 6.957085                -0.138601                -0.136485                -0.138630
                 6.967095                -0.133539                -0.131385                -0.133734
                 6.977105                -0.128279                -0.126099                -0.128580
                 6.987115                -0.122730                -0.120537                -0.123078
                 6.997125                -0.116814                -0.114624                -0.117152
                 7.007136                -0.110464                -0.108294                -0.110743
                 7.017146                -0.103632                -0.101499                -0.103811
                 7.027156                -0.096282                -0.094204                -0.096333
                 7.037166                -0.088397                -0.086391                -0.088304
                 7.047176                -0.079980                -0.078061                -0.079738
                 7.057187                -0.071052                -0.069232                -0.070666
                 7.067197                -0.061652                -0.059941                -0.061135
                 7.077207                -0.051841                -0.050244                -0.051209
                 7.087217                -0.041693                -0.040214                -0.040963
                 7.097227                -0.031297                -0.029938                -0.030485
                 7.107238                -0.020752                -0.019513                -0.019868
                 7.117248                -0.010159                -0.009040                -0.009206
                 7.127258                 0.000384                 0.001385                 0.001410
                 7.137268                 0.010790                 0.011670                 0.011899
                 7.147278                 0.020984                 0.021743                 0.022192
                 7.157289                 0.030912                 0.031549                 0.032238
                 7.167299                 0.040544                 0.041056                 0.042007
                 7.177309                 0.049870                 0.050258                 0.051489
                 7.187319                 0.058903                 0.059170                 0.060693
                 7.197329                 0.067674                 0.067826                 0.069645
                 7.207340                 0.076229                 0.076274                 0.078383
                 7.217350                 0.084620                 0.084573                 0.086951
                 7.227360                 0.092899                 0.092780                 0.095396
                 7.237370                 0.101118                 0.100948                 0.103761
                 7.247380                 0.109315                 0.109123                 0.112078
                 7.257390                 0.117520                 0.117334                 0.120372
                 7.267401                 0.125747                 0.125599                 0.128654
                 7.277411                 0.133997                 0.133916                 0.136922
                 7.287421                 0.142259                 0.142273                 0.145163
                 7.297431                 0.150511                 0.150645                 0.153358
                 7.307441                 0.158725                 0.158998                 0.161481
                 7.317452                 0.166869                 0.167295                 0.169503
                 7.327462                 0.174914                 0.175497                 0.177398
                 7.337472                 0.182830                 0.183568                 0.185144
                 7.347482                 0.190595                 0.191479                 0.192724
                 7.357492                 0.198193                 0.199204                 0.200127
                 7.367503                 0.205614                 0.206730                 0.207349
                 7.377513                 0.212856                 0.214047                 0.214392
                 7.387523                 0.219920                 0.221155                 0.221260
                 7.397533                 0.226810                 0.228055                 0.227959
                 7.407543                 0.233528                 0.234752                 0.234494
                 7.417554                 0.240076                 0.241247                 0.240864
                 7.427564                 0.246447                 0.247541                 0.247064
                 7.437574                 0.252628                 0.253625                 0.253081
                 7.447584                 0.258599                 0.259485                 0.258895
                 7.457594                 0.264332                 0.265097                 0.264475
                 7.467605                 0.269790                 0.270432                 0.269786
                 7.477615                 0.274935                 0.275457                 0.274791
                 7.487625                 0.279727                 0.280134                 0.279450
                 7.497635                 0.284130                 0.284431                 0.283729
                 7.507645                 0.288116                 0.288322                 0.287602
                 7.517656                 0.291671                 0.291795                 0.291059
                 7.527666                 0.294799                 0.294852                 0.294105
                 7.537676                 0.297524                 0.297518                 0.296769
                 7.547686                 0.299892                 0.299837                 0.299100
                 7.557696                 0.301974                 0.301881                 0.301174
                 7.567706                 0.303864                 0.303741                 0.303085
                 7.577717                 0.305676                 0.305531                 0.304950
                 7.587727                 0.307541                 0.307379                 0.306900
                 7.597737                 0.309601                 0.309428                 0.309076
                 7.607747                 0.312005                 0.311828                 0.311626
                 7.617757                 0.314903                 0.314726                 0.314693
                 7.627768                 0.318435                 0.318266                 0.318416
                 7.637778                 0.322729                 0.322575                 0.322915
                 7.647788                 0.327891                 0.327762                 0.328291
                 7.657798                 0.334002                 0.333907                 0.334620
                 7.667808                 0.341112                 0.341062                 0.341945
                 7.677819                 0.349235                 0.349243                 0.350277
                 7.687829                 0.358352                 0.358429                 0.359592
                 7.697839                 0.368407                 0.368568                 0.369835
                 7.707849                 0.379314                 0.379571                 0.380920
                 7.717859                 0.390959                 0.391326                 0.392733
                 7.727870                 0.403208                 0.403697                 0.405141
                 7.737880                 0.415911                 0.416534                 0.417999
                 7.747890                 0.428911                 0.429680                 0.431151
                 7.757900                 0.442051                 0.442975                 0.444444
                 7.767910                 0.455175                 0.456265                 0.457725
                 7.777921                 0.468139                 0.469404                 0.470849
                 7.787931                 0.480805                 0.482253                 0.483682
                 7.797941                 0.493047                 0.494687                 0.496096
                 7.807951                 0.504748                 0.506586                 0.507973
                 7.817961                 0.515797                 0.517839                 0.519199
                 7.827972                 0.526087                 0.528338                 0.529666
                 7.837982                 0.535514                 0.537978                 0.539263
                 7.847992                 0.543973                 0.546653                 0.547883
                 7.858002                 0.551361                 0.554257                 0.555416
                 7.868012                 0.557576                 0.560685                 0.561757
                 7.878022                 0.562521                 0.565837                 0.566802
                 7.888033                 0.566107                 0.569620                 0.570460
                 7.898043                 0.568259                 0.571954                 0.572651
                 7.908053                 0.568918                 0.572778                 0.573314
                 7.918063                 0.568048                 0.572050                 0.572411
                 7.928073                 0.565639                 0.569758                 0.569934
                 7.938084                 0.561712                 0.565920                 0.565901
                 7.948094                 0.556319                 0.560585                 0.560367
                 7.958104                 0.549544                 0.553837                 0.553419
                 7.968114                 0.541504                 0.545792                 0.545175
                 7.978124                 0.532347                 0.536599                 0.535789
                 7.988135                 0.522248                 0.526433                 0.525439
                 7.998145                 0.511406                 0.515496                 0.514329
                 8.008155                 0.500038                 0.504006                 0.502682
                 8.018165                 0.488371                 0.492196                 0.490731
                 8.028175                 0.476639                 0.480301                 0.478716
                 8.038186                 0.465072                 0.468557                 0.466872
                 8.048196                 0.453891                 0.457190                 0.455427
                 8.058206                 0.443301                 0.446408                 0.444589
                 8.068216                 0.433483                 0.436399                 0.434544
                 8.078226                 0.424593                 0.427322                 0.425450
                 8.088237                 0.416753                 0.419303                 0.417432
                 8.098247                 0.410054                 0.412434                 0.410581
                 8.108257                 0.404551                 0.406775                 0.404956
                 8.118267                 0.400267                 0.402350                 0.400580
                 8.128277                 0.397198                 0.399154                 0.397447
                 8.138288                 0.395309                 0.397156                 0.395525
                 8.148298                 0.394550                 0.396304                 0.394761
                 8.158308                 0.394852                 0.396529                 0.395085
                 8.168318                 0.396135                 0.397752                 0.396415
                 8.178328                 0.398315                 0.399886                 0.398663
                 8.188338                 0.401305                 0.402843                 0.401736
                 8.198349                 0.405018                 0.406535                 0.405544
                 8.208359                 0.409369                 0.410876                 0.409995
                 8.218369                 0.414278                 0.415781                 0.415004
                 8.228379                 0.419670                 0.421174                 0.420489
                 8.238389                 0.425474                 0.426979                 0.426375
                 8.248400                 0.431628                 0.433129                 0.432593
                 8.258410                 0.438073                 0.439563                 0.439081
                 8.268420                 0.444760                 0.446230                 0.445787
                 8.278430                 0.451650                 0.453084                 0.452669
                 8.288440                 0.458710                 0.460093                 0.459694
                 8.298451                 0.465920                 0.467234                 0.466840
                 8.308461                 0.473266                 0.474494                 0.474095
                 8.318471                 0.480743                 0.481871                 0.481457
                 8.328481                 0.488352                 0.489368                 0.488927
                 8.338491                 0.496098                 0.496994                 0.496515
                 8.348502                 0.503984                 0.504761                 0.504227
                 8.358512                 0.512015                 0.512676                 0.512071
                 8.368522                 0.520187                 0.520745                 0.520048
                 8.378532                 0.528492                 0.528965                 0.528152
                 8.388542                 0.536911                 0.537323                 0.536369
                 8.398553                 0.545419                 0.545799                 0.544677
                 8.408563                 0.553979                 0.554358                 0.553043
                 8.418573                 0.562550                 0.562959                 0.561427
                 8.428583                 0.571080                 0.571551                 0.569785
                 8.438593                 0.579516                 0.580078                 0.578067
                 8.448604                 0.587803                 0.588477                 0.586219
                 8.458614                 0.595886                 0.596686                 0.594191
                 8.468624                 0.603711                 0.604646                 0.601932
                 8.478634                 0.611231                 0.612298                 0.609398
                 8.488644                 0.618407                 0.619595                 0.616549
                 8.498655                 0.625206                 0.626497                 0.623355
                 8.508665                 0.631607                 0.632974                 0.629791
                 8.518675                 0.637597                 0.639010                 0.635845
                 8.528685                 0.643174                 0.644596                 0.641510
                 8.538695                 0.648341                 0.649739                 0.646787
                 8.548705                 0.653109                 0.654451                 0.651685
                 8.558716                 0.657496                 0.658751                 0.656215
                 8.568726                 0.661519                 0.662667                 0.660395
                 8.578736                 0.665199                 0.666226                 0.664244
                 8.588746                 0.668558                 0.669459                 0.667782
                 8.598756                 0.671619                 0.672400                 0.671031
                 8.608767                 0.674405                 0.675081                 0.674015
                 8.618777                 0.676939                 0.677534                 0.676758
                 8.628787                 0.679247                 0.679792                 0.679285
                 8.638797                 0.681354                 0.681885                 0.681622
                 8.648807                 0.683286                 0.683845                 0.683794
                 8.658818                 0.685073                 0.685698                 0.685829
                 8.668828                 0.686740                 0.687471                 0.687751
                 8.678838                 0.688317                 0.689188                 0.689587
                 8.688848                 0.689830                 0.690871                 0.691363
                 8.698858                 0.691310                 0.692541                 0.693105
                 8.708869                 0.692783                 0.694220                 0.694840
                 8.718879                 0.694279                 0.695927                 0.696594
                 8.728889                 0.695826                 0.697685                 0.698394
                 8.738899                 0.697451                 0.699515                 0.700267
                 8.748909                 0.699180                 0.701437                 0.702236
                 8.758920                 0.701035                 0.703471                 0.704322
                 8.768930                 0.703030                 0.705629                 0.706537
                 8.778940                 0.705175                 0.707919                 0.708886
                 8.788950                 0.707467                 0.710341                 0.711363
                 8.798960                 0.709895                 0.712883                 0.713951
                 8.808971                 0.712435                 0.715524                 0.716623
                 8.818981                 0.715055                 0.718232                 0.719339
                 8.828991                 0.717712                 0.720966                 0.722052
                 8.839001                 0.720357                 0.723678                 0.724708
                 8.849011                 0.722936                 0.726316                 0.727250
                 8.859021                 0.725395                 0.728825                 0.729622
                 8.869032                 0.727678                 0.731151                 0.731769
                 8.879042                 0.729735                 0.733243                 0.733640
                 8.889052                 0.731514                 0.735052                 0.735190
                 8.899062                 0.732972                 0.736535                 0.736379
                 8.909072                 0.734068                 0.737652                 0.737173
                 8.919083                 0.734765                 0.738366                 0.737543
                 8.929093                 0.735027                 0.738647                 0.737462
                 8.939103                 0.734827                 0.738466                 0.736908
                 8.949113                 0.734137                 0.737798                 0.735861
                 8.959123                 0.732939                 0.736623                 0.734308
                 8.969134                 0.731220                 0.734931                 0.732241
                 8.979144                 0.728978                 0.732719                 0.729664
                 8.989154                 0.726225                 0.729998                 0.726591
                 8.999164                 0.722989                 0.726794                 0.723052
                 9.009174                 0.719314                 0.723149                 0.719095
                 9.019185                 0.715262                 0.719126                 0.714784
                 9.029195                 0.710913                 0.714804                 0.710203
                 9.039205                 0.706363                 0.710274                 0.705449
                 9.049215                 0.701718                 0.705644                 0.700629
                 9.059225                 0.697088                 0.701024                 0.695857
                 9.069236                 0.692587                 0.696526                 0.691249
                 9.079246                 0.688324                 0.692259                 0.686913
                 9.089256                 0.684396                 0.688319                 0.682950
                 9.099266                 0.680890                 0.684793                 0.679445
                 9.109276                 0.677874                 0.681749                 0.676469
                 9.119287                 0.675403                 0.679240                 0.674073
                 9.129297                 0.673511                 0.677299                 0.672289
                 9.139307                 0.672219                 0.675946                 0.671133
                 9.149317                 0.671529                 0.675185                 0.670603
                 9.159327                 0.671433                 0.675004                 0.670683
                 9.169337                 0.671908                 0.675382                 0.671342
                 9.179348                 0.672921                 0.676287                 0.672541
                 9.189358                 0.674431                 0.677678                 0.674229
                 9.199368                 0.676386                 0.679506                 0.676350
                 9.209378                 0.678733                 0.681717                 0.678844
                 9.219388                 0.681410                 0.684254                 0.681645
                 9.229399                 0.684357                 0.687057                 0.684692
                 9.239409                 0.687513                 0.690069                 0.687925
                 9.249419                 0.690824                 0.693236                 0.691288
                 9.259429                 0.694239                 0.696511                 0.694734
                 9.269439                 0.697718                 0.699854                 0.698227
                 9.279450                 0.701233                 0.703238                 0.701739
                 9.289460                 0.704765                 0.706645                 0.705255
                 9.299470                 0.708309                 0.710070                 0.708773
                 9.309480                 0.711873                 0.713517                 0.712299
                 9.319490                 0.715472                 0.717003                 0.715852
                 9.329501                 0.719135                 0.720552                 0.719457
                 9.339511                 0.722895                 0.724197                 0.723148
                 9.349521                 0.726793                 0.727973                 0.726963
                 9.359531                 0.730869                 0.731923                 0.730943
                 9.369541                 0.735170                 0.736088                 0.735131
                 9.379552                 0.739734                 0.740508                 0.739570
                 9.389562                 0.744600                 0.745222                 0.744298
                 9.399572                 0.749798                 0.750261                 0.749349
                 9.409582                 0.755352                 0.755650                 0.754749
                 9.419592                 0.761273                 0.761405                 0.760514
                 9.429603                 0.767564                 0.767531                 0.766654
                 9.439613                 0.774218                 0.774023                 0.773165
                 9.449623                 0.781217                 0.780869                 0.780033
                 9.459633                 0.788534                 0.788043                 0.787236
                 9.469643                 0.796136                 0.795514                 0.794743
                 9.479653                 0.803983                 0.803244                 0.802517
                 9.489664                 0.812031                 0.811192                 0.810517
                 9.499674                 0.820233                 0.819311                 0.818695
                 9.509684                 0.828538                 0.827552                 0.827003
                 9.519694                 0.836893                 0.835863                 0.835385
                 9.529704                 0.845237                 0.844187                 0.843783
                 9.539715                 0.853507                 0.852462                 0.852131
                 9.549725                 0.861627                 0.860615                 0.860353
                 9.559735                 0.869513                 0.868566                 0.868363
                 9.569745                 0.877069                 0.876223                 0.876064
                 9.579755                 0.884186                 0.883479                 0.883346
                 9.589766                 0.890744                 0.890219                 0.890089
                 9.599776                 0.896615                 0.896315                 0.896162
                 9.609786                 0.901666                 0.901635                 0.901431
                 9.619796                 0.905764                 0.906044                 0.905760
                 9.629806                 0.908783                 0.909415                 0.909021
                 9.639817                 0.910608                 0.911630                 0.911099
                 9.649827                 0.911148                 0.912591                 0.911897
                 9.659837                 0.910337                 0.912225                 0.911347
                 9.669847                 0.908139                 0.910489                 0.909408
                 9.679857                 0.904556                 0.907376                 0.906078
                 9.689868                 0.899626                 0.902916                 0.901389
                 9.699878                 0.893425                 0.897173                 0.895411
                 9.709888                 0.886063                 0.890251                 0.888250
                 9.719898                 0.877685                 0.882283                 0.880043
                 9.729908                 0.868464                 0.873435                 0.870957
                 9.739919                 0.858594                 0.863894                 0.861183
                 9.749929                 0.848291                 0.853869                 0.850931
                 9.759939                 0.837778                 0.843580                 0.840425
                 9.769949                 0.827285                 0.833255                 0.829894
                 9.779959                 0.817040                 0.823121                 0.819568
                 9.789969                 0.807258                 0.813397                 0.809667
                 9.799980                 0.798141                 0.804284                 0.800397
                 9.809990                 0.789862                 0.795963                 0.791940
                 9.820000                 0.782564                 0.788583                 0.784445
                 9.830010                 0.776353                 0.782257                 0.778028
                 9.840020                 0.771297                 0.777058                 0.772761
                 9.850031                 0.767419                 0.773017                 0.768673
                 9.860041                 0.764702                 0.770122                 0.765751
                 9.870051                 0.763086                 0.768321                 0.763941
                 9.880061                 0.762480                 0.767524                 0.763152
                 9.890071                 0.762758                 0.767609                 0.763258
                 9.900082                 0.763771                 0.768429                 0.764110
                 9.910092                 0.765350                 0.769817                 0.765541
                 9.920102                 0.767314                 0.771591                 0.767367
                 9.930112                 0.769477                 0.773566                 0.769401
                 9.940122                 0.771651                 0.775553                 0.771455
                 9.950133                 0.773654                 0.777372                 0.773346
                 9.960143                 0.775317                 0.778854                 0.774903
                 9.970153                 0.776487                 0.779847                 0.775975
                 9.980163                 0.777033                 0.780223                 0.776429
                 9.990173                 0.776854                 0.779881                 0.776166
                10.000184                 0.775880                 0.778754                 0.775116
