#        Energy grid [eV]               Re(eps)_x                Re(eps)_y                Re(eps)_z
#
                 5.565668                 1.508854                 1.508685                 1.505466
                 5.575678                 1.485130                 1.485127                 1.482099
                 5.585688                 1.462333                 1.462493                 1.459726
                 5.595698                 1.440626                 1.440949                 1.438504
                 5.605709                 1.420183                 1.420672                 1.418603
                 5.615719                 1.401182                 1.401844                 1.400190
                 5.625729                 1.383794                 1.384640                 1.383430
                 5.635739                 1.368174                 1.369217                 1.368469
                 5.645749                 1.354452                 1.355705                 1.355424
                 5.655759                 1.342722                 1.344199                 1.344379
                 5.665770                 1.333036                 1.334749                 1.335377
                 5.675780                 1.325406                 1.327362                 1.328416
                 5.685790                 1.319795                 1.321998                 1.323447
                 5.695800                 1.316126                 1.318575                 1.320381
                 5.705810                 1.314286                 1.316975                 1.319093
                 5.715821                 1.314129                 1.317046                 1.319426
                 5.725831                 1.315487                 1.318616                 1.321201
                 5.735841                 1.318176                 1.321497                 1.324227
                 5.745851                 1.322005                 1.325496                 1.328306
                 5.755861                 1.326782                 1.330417                 1.333244
                 5.765872                 1.332326                 1.336078                 1.338861
                 5.775882                 1.338468                 1.342310                 1.344991
                 5.785892                 1.345064                 1.348966                 1.351497
                 5.795902                 1.351995                 1.355929                 1.358268
                 5.805912                 1.359175                 1.363112                 1.365229
                 5.815923                 1.366549                 1.370460                 1.372333
                 5.825933                 1.374097                 1.377954                 1.379569
                 5.835943                 1.381822                 1.385601                 1.386950
                 5.845953                 1.389756                 1.393431                 1.394512
                 5.855963                 1.397941                 1.401494                 1.402305
                 5.865974                 1.406431                 1.409845                 1.410387
                 5.875984                 1.415276                 1.418539                 1.418812
                 5.885994                 1.424519                 1.427626                 1.427626
                 5.896004                 1.434187                 1.437135                 1.436863
                 5.906014                 1.444287                 1.447080                 1.446531
                 5.916025                 1.454799                 1.457445                 1.456620
                 5.926035                 1.465680                 1.468190                 1.467089
                 5.936045                 1.476856                 1.479246                 1.477873
                 5.946055                 1.488229                 1.490514                 1.488878
                 5.956065                 1.499675                 1.501872                 1.499986
                 5.966075                 1.511048                 1.513175                 1.511056
                 5.976086                 1.522186                 1.524261                 1.521928
                 5.986096                 1.532915                 1.534956                 1.532430
                 5.996106                 1.543057                 1.545080                 1.542384
                 6.006116                 1.552438                 1.554459                 1.551615
                 6.016126                 1.560896                 1.562930                 1.559955
                 6.026137                 1.568288                 1.570349                 1.567259
                 6.036147                 1.574501                 1.576601                 1.573408
                 6.046157                 1.579453                 1.581604                 1.578318
                 6.056167                 1.583106                 1.585317                 1.581944
                 6.066177                 1.585461                 1.587741                 1.584286
                 6.076188                 1.586564                 1.588918                 1.585386
                 6.086198                 1.586498                 1.588931                 1.585328
                 6.096208                 1.585380                 1.587892                 1.584225
                 6.106218                 1.583352                 1.585940                 1.582221
                 6.116228                 1.580569                 1.583229                 1.579469
                 6.126239                 1.577189                 1.579913                 1.576130
                 6.136249                 1.573365                 1.576142                 1.572356
                 6.146259                 1.569235                 1.572053                 1.568289
                 6.156269                 1.564916                 1.567760                 1.564048
                 6.166279                 1.560507                 1.563361                 1.559736
                 6.176290                 1.556083                 1.558933                 1.555434
                 6.186300                 1.551706                 1.554535                 1.551209
                 6.196310                 1.547426                 1.550220                 1.547114
                 6.206320                 1.543290                 1.546035                 1.543200
                 6.216330                 1.539345                 1.542030                 1.539517
                 6.226341                 1.535643                 1.538259                 1.536114
                 6.236351                 1.532243                 1.534784                 1.533050
                 6.246361                 1.529212                 1.531673                 1.530382
                 6.256371                 1.526617                 1.528998                 1.528170
                 6.266381                 1.524530                 1.526830                 1.526472
                 6.276391                 1.523012                 1.525235                 1.525338
                 6.286402                 1.522117                 1.524268                 1.524807
                 6.296412                 1.521883                 1.523968                 1.524901
                 6.306422                 1.522327                 1.524354                 1.525625
                 6.316432                 1.523445                 1.525424                 1.526965
                 6.326442                 1.525210                 1.527151                 1.528884
                 6.336453                 1.527571                 1.529488                 1.531326
                 6.346463                 1.530456                 1.532362                 1.534218
                 6.356473                 1.533773                 1.535683                 1.537469
                 6.366483                 1.537412                 1.539342                 1.540977
                 6.376493                 1.541251                 1.543218                 1.544626
                 6.386504                 1.545157                 1.547177                 1.548294
                 6.396514                 1.548991                 1.551081                 1.551854
                 6.406524                 1.552610                 1.554785                 1.555176
                 6.416534                 1.555875                 1.558148                 1.558133
                 6.426544                 1.558654                 1.561036                 1.560606
                 6.436555                 1.560828                 1.563327                 1.562484
                 6.446565                 1.562298                 1.564916                 1.563677
                 6.456575                 1.562988                 1.565723                 1.564116
                 6.466585                 1.562852                 1.565699                 1.563760
                 6.476595                 1.561880                 1.564828                 1.562601
                 6.486606                 1.560099                 1.563131                 1.560666
                 6.496616                 1.557573                 1.560668                 1.558019
                 6.506626                 1.554403                 1.557538                 1.554759
                 6.516636                 1.550723                 1.553872                 1.551022
                 6.526646                 1.546698                 1.549831                 1.546968
                 6.536657                 1.542513                 1.545601                 1.542784
                 6.546667                 1.538369                 1.541382                 1.538670
                 6.556677                 1.534474                 1.537383                 1.534835
                 6.566687                 1.531035                 1.533812                 1.531486
                 6.576697                 1.528250                 1.530871                 1.528822
                 6.586707                 1.526301                 1.528743                 1.527022
                 6.596718                 1.525342                 1.527587                 1.526241
                 6.606728                 1.525497                 1.527529                 1.526597
                 6.616738                 1.526848                 1.528657                 1.528171
                 6.626748                 1.529435                 1.531015                 1.530998
                 6.636758                 1.533252                 1.534600                 1.535067
                 6.646769                 1.538246                 1.539364                 1.540321
                 6.656779                 1.544323                 1.545218                 1.546663
                 6.666789                 1.551352                 1.552034                 1.553960
                 6.676799                 1.559177                 1.559661                 1.562052
                 6.686809                 1.567625                 1.567929                 1.570763
                 6.696820                 1.576517                 1.576661                 1.579912
                 6.706830                 1.585681                 1.585686                 1.589323
                 6.716840                 1.594954                 1.594845                 1.598830
                 6.726850                 1.604198                 1.603998                 1.608289
                 6.736860                 1.613293                 1.613029                 1.617576
                 6.746871                 1.622147                 1.621842                 1.626593
                 6.756881                 1.630689                 1.630365                 1.635263
                 6.766891                 1.638863                 1.638544                 1.643527
                 6.776901                 1.646631                 1.646336                 1.651340
                 6.786911                 1.653959                 1.653707                 1.658668
                 6.796922                 1.660819                 1.660627                 1.665478
                 6.806932                 1.667182                 1.667064                 1.671742
                 6.816942                 1.673020                 1.672988                 1.677433
                 6.826952                 1.678302                 1.678366                 1.682521
                 6.836962                 1.683001                 1.683168                 1.686983
                 6.846973                 1.687094                 1.687367                 1.690798
                 6.856983                 1.690567                 1.690948                 1.693958
                 6.866993                 1.693417                 1.693904                 1.696464
                 6.877003                 1.695656                 1.696245                 1.698335
                 6.887013                 1.697311                 1.697998                 1.699607
                 6.897024                 1.698430                 1.699209                 1.700336
                 6.907034                 1.699076                 1.699941                 1.700593
                 6.917044                 1.699327                 1.700271                 1.700469
                 6.927054                 1.699276                 1.700293                 1.700066
                 6.937064                 1.699025                 1.700108                 1.699496
                 6.947074                 1.698680                 1.699822                 1.698876
                 6.957085                 1.698350                 1.699542                 1.698322
                 6.967095                 1.698142                 1.699374                 1.697947
                 6.977105                 1.698154                 1.699415                 1.697853
                 6.987115                 1.698477                 1.699754                 1.698130
                 6.997125                 1.699190                 1.700467                 1.698853
                 7.007136                 1.700359                 1.701618                 1.700081
                 7.017146                 1.702033                 1.703257                 1.701854
                 7.027156                 1.704246                 1.705418                 1.704195
                 7.037166                 1.707016                 1.708118                 1.707109
                 7.047176                 1.710339                 1.711358                 1.710582
                 7.057187                 1.714196                 1.715118                 1.714582
                 7.067197                 1.718546                 1.719362                 1.719063
                 7.077207                 1.723329                 1.724033                 1.723961
                 7.087217                 1.728469                 1.729058                 1.729199
                 7.097227                 1.733879                 1.734350                 1.734691
                 7.107238                 1.739458                 1.739812                 1.740343
                 7.117248                 1.745107                 1.745344                 1.746061
                 7.127258                 1.750727                 1.750847                 1.751754
                 7.137268                 1.756230                 1.756232                 1.757339
                 7.147278                 1.761542                 1.761425                 1.762750
                 7.157289                 1.766609                 1.766372                 1.767935
                 7.167299                 1.771399                 1.771040                 1.772862
                 7.177309                 1.775903                 1.775424                 1.777523
                 7.187319                 1.780135                 1.779537                 1.781926
                 7.197329                 1.784126                 1.783414                 1.786097
                 7.207340                 1.787920                 1.787104                 1.790074
                 7.217350                 1.791569                 1.790663                 1.793901
                 7.227360                 1.795127                 1.794151                 1.797624
                 7.237370                 1.798643                 1.797619                 1.801286
                 7.247380                 1.802157                 1.801114                 1.804921
                 7.257390                 1.805699                 1.804664                 1.808552
                 7.267401                 1.809282                 1.808287                 1.812189
                 7.277411                 1.812907                 1.811981                 1.815832
                 7.287421                 1.816563                 1.815735                 1.819468
                 7.297431                 1.820227                 1.819522                 1.823075
                 7.307441                 1.823873                 1.823309                 1.826629
                 7.317452                 1.827468                 1.827058                 1.830102
                 7.327462                 1.830982                 1.830732                 1.833466
                 7.337472                 1.834386                 1.834293                 1.836700
                 7.347482                 1.837657                 1.837712                 1.839786
                 7.357492                 1.840779                 1.840964                 1.842713
                 7.367503                 1.843742                 1.844035                 1.845478
                 7.377513                 1.846545                 1.846915                 1.848082
                 7.387523                 1.849188                 1.849603                 1.850528
                 7.397533                 1.851674                 1.852102                 1.852824
                 7.407543                 1.854007                 1.854416                 1.854973
                 7.417554                 1.856187                 1.856546                 1.856975
                 7.427564                 1.858208                 1.858491                 1.858825
                 7.437574                 1.860056                 1.860245                 1.860510
                 7.447584                 1.861712                 1.861791                 1.862008
                 7.457594                 1.863147                 1.863108                 1.863290
                 7.467605                 1.864324                 1.864165                 1.864321
                 7.477615                 1.865206                 1.864928                 1.865062
                 7.487625                 1.865751                 1.865361                 1.865475
                 7.497635                 1.865925                 1.865430                 1.865525
                 7.507645                 1.865699                 1.865112                 1.865185
                 7.517656                 1.865058                 1.864391                 1.864446
                 7.527666                 1.864007                 1.863271                 1.863313
                 7.537676                 1.862569                 1.861776                 1.861815
                 7.547686                 1.860791                 1.859952                 1.860000
                 7.557696                 1.858744                 1.857868                 1.857944
                 7.567706                 1.856521                 1.855618                 1.855742
                 7.577717                 1.854236                 1.853312                 1.853511
                 7.587727                 1.852021                 1.851082                 1.851380
                 7.597737                 1.850016                 1.849069                 1.849492
                 7.607747                 1.848372                 1.847422                 1.847993
                 7.617757                 1.847237                 1.846290                 1.847028
                 7.627768                 1.846753                 1.845815                 1.846734
                 7.637778                 1.847046                 1.846125                 1.847232
                 7.647788                 1.848223                 1.847329                 1.848623
                 7.657798                 1.850365                 1.849507                 1.850983
                 7.667808                 1.853520                 1.852710                 1.854353
                 7.677819                 1.857705                 1.856953                 1.858746
                 7.687829                 1.862898                 1.862219                 1.864139
                 7.697839                 1.869045                 1.868451                 1.870474
                 7.707849                 1.876059                 1.875563                 1.877665
                 7.717859                 1.883827                 1.883443                 1.885601
                 7.727870                 1.892213                 1.891953                 1.894147
                 7.737880                 1.901068                 1.900944                 1.903156
                 7.747890                 1.910236                 1.910259                 1.912476
                 7.757900                 1.919558                 1.919739                 1.921951
                 7.767910                 1.928879                 1.929228                 1.931428
                 7.777921                 1.938054                 1.938579                 1.940764
                 7.787931                 1.946946                 1.947657                 1.949823
                 7.797941                 1.955429                 1.956333                 1.958478
                 7.807951                 1.963385                 1.964488                 1.966610
                 7.817961                 1.970703                 1.972013                 1.974106
                 7.827972                 1.977277                 1.978798                 1.980856
                 7.837982                 1.983001                 1.984738                 1.986751
                 7.847992                 1.987772                 1.989726                 1.991683
                 7.858002                 1.991486                 1.993658                 1.995542
                 7.868012                 1.994042                 1.996428                 1.998223
                 7.878022                 1.995341                 1.997936                 1.999622
                 7.888033                 1.995295                 1.998089                 1.999648
                 7.898043                 1.993828                 1.996807                 1.998220
                 7.908053                 1.990883                 1.994027                 1.995279
                 7.918063                 1.986422                 1.989710                 1.990785
                 7.928073                 1.980436                 1.983843                 1.984730
                 7.938084                 1.972945                 1.976443                 1.977134
                 7.948094                 1.964001                 1.967560                 1.968050
                 7.958104                 1.953689                 1.957276                 1.957564
                 7.968114                 1.942125                 1.945709                 1.945797
                 7.978124                 1.929458                 1.933007                 1.932900
                 7.988135                 1.915862                 1.919346                 1.919053
                 7.998145                 1.901536                 1.904926                 1.904459
                 8.008155                 1.886696                 1.889967                 1.889340
                 8.018165                 1.871571                 1.874700                 1.873931
                 8.028175                 1.856394                 1.859362                 1.858471
                 8.038186                 1.841394                 1.844187                 1.843195
                 8.048196                 1.826794                 1.829402                 1.828330
                 8.058206                 1.812797                 1.815215                 1.814085
                 8.068216                 1.799585                 1.801814                 1.800646
                 8.078226                 1.787314                 1.789357                 1.788170
                 8.088237                 1.776105                 1.777970                 1.776783
                 8.098247                 1.766049                 1.767747                 1.766576
                 8.108257                 1.757201                 1.758745                 1.757607
                 8.118267                 1.749586                 1.750990                 1.749899
                 8.128277                 1.743197                 1.744476                 1.743446
                 8.138288                 1.738001                 1.739173                 1.738217
                 8.148298                 1.733947                 1.735027                 1.734158
                 8.158308                 1.730966                 1.731971                 1.731199
                 8.168318                 1.728978                 1.729924                 1.729258
                 8.178328                 1.727899                 1.728801                 1.728247
                 8.188338                 1.727642                 1.728513                 1.728073
                 8.198349                 1.728119                 1.728972                 1.728645
                 8.208359                 1.729247                 1.730090                 1.729873
                 8.218369                 1.730945                 1.731786                 1.731671
                 8.228379                 1.733137                 1.733980                 1.733956
                 8.238389                 1.735753                 1.736598                 1.736654
                 8.248400                 1.738730                 1.739574                 1.739695
                 8.258410                 1.742010                 1.742845                 1.743018
                 8.268420                 1.745544                 1.746359                 1.746571
                 8.278430                 1.749291                 1.750072                 1.750311
                 8.288440                 1.753221                 1.753952                 1.754205
                 8.298451                 1.757311                 1.757975                 1.758231
                 8.308461                 1.761549                 1.762129                 1.762378
                 8.318471                 1.765929                 1.766410                 1.766643
                 8.328481                 1.770452                 1.770823                 1.771027
                 8.338491                 1.775123                 1.775376                 1.775540
                 8.348502                 1.779946                 1.780080                 1.780189
                 8.358512                 1.784924                 1.784945                 1.784980
                 8.368522                 1.790054                 1.789973                 1.789915
                 8.378532                 1.795328                 1.795164                 1.794988
                 8.388542                 1.800727                 1.800504                 1.800185
                 8.398553                 1.806226                 1.805971                 1.805483
                 8.408563                 1.811787                 1.811533                 1.810851
                 8.418573                 1.817370                 1.817148                 1.816248
                 8.428583                 1.822923                 1.822764                 1.821629
                 8.438593                 1.828393                 1.828326                 1.826943
                 8.448604                 1.833724                 1.833770                 1.832140
                 8.458614                 1.838860                 1.839036                 1.837166
                 8.468624                 1.843750                 1.844061                 1.841972
                 8.478634                 1.848345                 1.848791                 1.846513
                 8.488644                 1.852607                 1.853175                 1.850749
                 8.498655                 1.856502                 1.857174                 1.854651
                 8.508665                 1.860009                 1.860758                 1.858193
                 8.518675                 1.863115                 1.863911                 1.861363
                 8.528685                 1.865818                 1.866626                 1.864154
                 8.538695                 1.868121                 1.868906                 1.866568
                 8.548705                 1.870037                 1.870766                 1.868612
                 8.558716                 1.871580                 1.872225                 1.870299
                 8.568726                 1.872769                 1.873308                 1.871646
                 8.578736                 1.873626                 1.874045                 1.872671
                 8.588746                 1.874171                 1.874466                 1.873395
                 8.598756                 1.874428                 1.874604                 1.873840
                 8.608767                 1.874420                 1.874492                 1.874030
                 8.618777                 1.874169                 1.874162                 1.873989
                 8.628787                 1.873702                 1.873646                 1.873741
                 8.638797                 1.873044                 1.872976                 1.873313
                 8.648807                 1.872221                 1.872181                 1.872729
                 8.658818                 1.871261                 1.871290                 1.872018
                 8.668828                 1.870192                 1.870328                 1.871203
                 8.678838                 1.869042                 1.869319                 1.870313
                 8.688848                 1.867838                 1.868285                 1.869371
                 8.698858                 1.866609                 1.867249                 1.868405
                 8.708869                 1.865384                 1.866230                 1.867440
                 8.718879                 1.864190                 1.865249                 1.866505
                 8.728889                 1.863056                 1.864328                 1.865625
                 8.738899                 1.862010                 1.863488                 1.864826
                 8.748909                 1.861077                 1.862750                 1.864133
                 8.758920                 1.860279                 1.862131                 1.863566
                 8.768930                 1.859630                 1.861647                 1.863137
                 8.778940                 1.859140                 1.861304                 1.862851
                 8.788950                 1.858806                 1.861101                 1.862702
                 8.798960                 1.858617                 1.861027                 1.862674
                 8.808971                 1.858550                 1.861062                 1.862738
                 8.818981                 1.858570                 1.861172                 1.862855
                 8.828991                 1.858637                 1.861317                 1.862977
                 8.839001                 1.858700                 1.861449                 1.863052
                 8.849011                 1.858707                 1.861515                 1.863021
                 8.859021                 1.858601                 1.861462                 1.862829
                 8.869032                 1.858330                 1.861234                 1.862420
                 8.879042                 1.857839                 1.860780                 1.861744
                 8.889052                 1.857081                 1.860053                 1.860756
                 8.899062                 1.856009                 1.859007                 1.859416
                 8.909072                 1.854584                 1.857604                 1.857689
                 8.919083                 1.852768                 1.855807                 1.855547
                 8.929093                 1.850526                 1.853585                 1.852961
                 8.939103                 1.847830                 1.850909                 1.849911
                 8.949113                 1.844653                 1.847755                 1.846377
                 8.959123                 1.840976                 1.844103                 1.842345
                 8.969134                 1.836786                 1.839941                 1.837807
                 8.979144                 1.832082                 1.835268                 1.832767
                 8.989154                 1.826875                 1.830094                 1.827240
                 8.999164                 1.821192                 1.824444                 1.821255
                 9.009174                 1.815079                 1.818363                 1.814860
                 9.019185                 1.808597                 1.811912                 1.808120
                 9.029195                 1.801827                 1.805168                 1.801117
                 9.039205                 1.794863                 1.798226                 1.793949
                 9.049215                 1.787812                 1.791192                 1.786723
                 9.059225                 1.780784                 1.784175                 1.779553
                 9.069236                 1.773894                 1.777289                 1.772555
                 9.079246                 1.767248                 1.770640                 1.765837
                 9.089256                 1.760946                 1.764328                 1.759500
                 9.099266                 1.755073                 1.758437                 1.753630
                 9.109276                 1.749700                 1.753036                 1.748295
                 9.119287                 1.744878                 1.748177                 1.743548
                 9.129297                 1.740643                 1.743894                 1.739421
                 9.139307                 1.737015                 1.740207                 1.735930
                 9.149317                 1.733998                 1.737119                 1.733072
                 9.159327                 1.731582                 1.734619                 1.730832
                 9.169337                 1.729744                 1.732686                 1.729179
                 9.179348                 1.728453                 1.731287                 1.728073
                 9.189358                 1.727665                 1.730382                 1.727463
                 9.199368                 1.727330                 1.729921                 1.727295
                 9.209378                 1.727394                 1.729851                 1.727505
                 9.219388                 1.727797                 1.730114                 1.728032
                 9.229399                 1.728476                 1.730651                 1.728812
                 9.239409                 1.729372                 1.731404                 1.729784
                 9.249419                 1.730430                 1.732319                 1.730894
                 9.259429                 1.731599                 1.733349                 1.732095
                 9.269439                 1.732840                 1.734456                 1.733349
                 9.279450                 1.734124                 1.735610                 1.734630
                 9.289460                 1.735432                 1.736794                 1.735922
                 9.299470                 1.736760                 1.738003                 1.737223
                 9.309480                 1.738113                 1.739242                 1.738540
                 9.319490                 1.739511                 1.740526                 1.739891
                 9.329501                 1.740978                 1.741881                 1.741300
                 9.339511                 1.742550                 1.743338                 1.742803
                 9.349521                 1.744266                 1.744935                 1.744436
                 9.359531                 1.746168                 1.746711                 1.746242
                 9.369541                 1.748301                 1.748710                 1.748263
                 9.379552                 1.750705                 1.750971                 1.750542
                 9.389562                 1.753418                 1.753532                 1.753116
                 9.399572                 1.756469                 1.756426                 1.756020
                 9.409582                 1.759883                 1.759676                 1.759280
                 9.419592                 1.763671                 1.763298                 1.762913
                 9.429603                 1.767836                 1.767299                 1.766926
                 9.439613                 1.772370                 1.771674                 1.771317
                 9.449623                 1.777257                 1.776407                 1.776073
                 9.459633                 1.782468                 1.781476                 1.781169
                 9.469643                 1.787970                 1.786849                 1.786577
                 9.479653                 1.793725                 1.792488                 1.792259
                 9.489664                 1.799686                 1.798350                 1.798173
                 9.499674                 1.805809                 1.804391                 1.804272
                 9.509684                 1.812041                 1.810560                 1.810506
                 9.519694                 1.818329                 1.816806                 1.816822
                 9.529704                 1.824614                 1.823071                 1.823160
                 9.539715                 1.830830                 1.829293                 1.829454
                 9.549725                 1.836904                 1.835401                 1.835629
                 9.559735                 1.842749                 1.841313                 1.841599
                 9.569745                 1.848271                 1.846936                 1.847266
                 9.579755                 1.853360                 1.852165                 1.852520
                 9.589766                 1.857896                 1.856884                 1.857242
                 9.599776                 1.861752                 1.860966                 1.861300
                 9.609786                 1.864795                 1.864278                 1.864559
                 9.619796                 1.866890                 1.866687                 1.866886
                 9.629806                 1.867912                 1.868062                 1.868151
                 9.639817                 1.867748                 1.868288                 1.868239
                 9.649827                 1.866304                 1.867266                 1.867053
                 9.659837                 1.863514                 1.864923                 1.864524
                 9.669847                 1.859345                 1.861217                 1.860614
                 9.679857                 1.853797                 1.856139                 1.855318
                 9.689868                 1.846907                 1.849720                 1.848670
                 9.699878                 1.838752                 1.842025                 1.840739
                 9.709888                 1.829443                 1.833156                 1.831630
                 9.719898                 1.819124                 1.823248                 1.821482
                 9.729908                 1.807967                 1.812466                 1.810460
                 9.739919                 1.796169                 1.800996                 1.798757
                 9.749929                 1.783941                 1.789049                 1.786582
                 9.759939                 1.771511                 1.776844                 1.774158
                 9.769949                 1.759106                 1.764608                 1.761716
                 9.779959                 1.746955                 1.752569                 1.749483
                 9.789969                 1.735274                 1.740946                 1.737683
                 9.799980                 1.724262                 1.729940                 1.726519
                 9.809990                 1.714095                 1.719732                 1.716173
                 9.820000                 1.704914                 1.710470                 1.706796
                 9.830010                 1.696827                 1.702268                 1.698502
                 9.840020                 1.689900                 1.695199                 1.691363
                 9.850031                 1.684157                 1.689293                 1.685410
                 9.860041                 1.679579                 1.684540                 1.680629
                 9.870051                 1.676110                 1.680885                 1.676965
                 9.880061                 1.673655                 1.678241                 1.674327
                 9.890071                 1.672090                 1.676484                 1.672590
                 9.900082                 1.671266                 1.675468                 1.671605
                 9.910092                 1.671013                 1.675025                 1.671204
                 9.920102                 1.671151                 1.674974                 1.671204
                 9.930112                 1.671493                 1.675128                 1.671417
                 9.940122                 1.671852                 1.675301                 1.671656
                 9.950133                 1.672046                 1.675312                 1.671737
                 9.960143                 1.671905                 1.674990                 1.671491
                 9.970153                 1.671276                 1.674185                 1.670763
                 9.980163                 1.670029                 1.672768                 1.669425
                 9.990173                 1.668061                 1.670639                 1.667373
                10.000184                 1.665304                 1.667731                 1.664540
