#        Energy grid [eV]               Im(eps)_x                Im(eps)_y                Im(eps)_z
#
                 5.565668                 3.841657                 3.833487                 3.835350
                 5.575678                 3.818208                 3.809999                 3.811417
                 5.585688                 3.793272                 3.785029                 3.786037
                 5.595698                 3.766883                 3.758608                 3.759253
                 5.605709                 3.739103                 3.730794                 3.731134
                 5.615719                 3.710025                 3.701685                 3.701782
                 5.625729                 3.679781                 3.671413                 3.671336
                 5.635739                 3.648541                 3.640151                 3.639968
                 5.645749                 3.616503                 3.608103                 3.607885
                 5.655759                 3.583895                 3.575500                 3.575315
                 5.665770                 3.550960                 3.542591                 3.542504
                 5.675780                 3.517950                 3.509631                 3.509702
                 5.685790                 3.485111                 3.476868                 3.477156
                 5.695800                 3.452678                 3.444539                 3.445095
                 5.705810                 3.420862                 3.412855                 3.413727
                 5.715821                 3.389846                 3.382000                 3.383226
                 5.725831                 3.359781                 3.352121                 3.353732
                 5.735841                 3.330780                 3.323327                 3.325346
                 5.745851                 3.302918                 3.295693                 3.298130
                 5.755861                 3.276232                 3.269250                 3.272107
                 5.765872                 3.250725                 3.243998                 3.247263
                 5.775882                 3.226366                 3.219903                 3.223553
                 5.785892                 3.203097                 3.196902                 3.200909
                 5.795902                 3.180839                 3.174912                 3.179239
                 5.805912                 3.159498                 3.153837                 3.158445
                 5.815923                 3.138978                 3.133576                 3.138424
                 5.825933                 3.119184                 3.114030                 3.119080
                 5.835943                 3.100038                 3.095117                 3.100333
                 5.845953                 3.081477                 3.076771                 3.082122
                 5.855963                 3.063466                 3.058952                 3.064411
                 5.865974                 3.045996                 3.041649                 3.047192
                 5.875984                 3.029085                 3.024878                 3.030484
                 5.885994                 3.012778                 3.008683                 3.014331
                 5.896004                 2.997142                 2.993130                 2.998800
                 5.906014                 2.982259                 2.978303                 2.983974
                 5.916025                 2.968222                 2.964298                 2.969946
                 5.926035                 2.955131                 2.951216                 2.956815
                 5.936045                 2.943081                 2.939156                 2.944679
                 5.946055                 2.932158                 2.928207                 2.933629
                 5.956065                 2.922432                 2.918445                 2.923739
                 5.966075                 2.913955                 2.909921                 2.915065
                 5.976086                 2.906747                 2.902663                 2.907637
                 5.986096                 2.900802                 2.896665                 2.901454
                 5.996106                 2.896077                 2.891887                 2.896481
                 6.006116                 2.892495                 2.888253                 2.892646
                 6.016126                 2.889941                 2.885651                 2.889843
                 6.026137                 2.888270                 2.883939                 2.887927
                 6.036147                 2.887308                 2.882943                 2.886729
                 6.046157                 2.886857                 2.882467                 2.886053
                 6.056167                 2.886709                 2.882305                 2.885688
                 6.066177                 2.886650                 2.882244                 2.885420
                 6.076188                 2.886473                 2.882079                 2.885043
                 6.086198                 2.885990                 2.881623                 2.884365
                 6.096208                 2.885038                 2.880713                 2.883222
                 6.106218                 2.883488                 2.879220                 2.881482
                 6.116228                 2.881246                 2.877050                 2.879053
                 6.126239                 2.878259                 2.874149                 2.875876
                 6.136249                 2.874504                 2.870492                 2.871929
                 6.146259                 2.869990                 2.866085                 2.867218
                 6.156269                 2.864743                 2.860953                 2.861770
                 6.166279                 2.858804                 2.855132                 2.855622
                 6.176290                 2.852215                 2.848662                 2.848821
                 6.186300                 2.845016                 2.841580                 2.841410
                 6.196310                 2.837243                 2.833918                 2.833427
                 6.206320                 2.828921                 2.825700                 2.824908
                 6.216330                 2.820073                 2.816946                 2.815882
                 6.226341                 2.810719                 2.807673                 2.806379
                 6.236351                 2.800880                 2.797903                 2.796431
                 6.246361                 2.790586                 2.787664                 2.786078
                 6.256371                 2.779879                 2.776999                 2.775371
                 6.266381                 2.768818                 2.765965                 2.764372
                 6.276391                 2.757476                 2.754638                 2.753160
                 6.286402                 2.745944                 2.743108                 2.741823
                 6.296412                 2.734324                 2.731479                 2.730462
                 6.306422                 2.722730                 2.719867                 2.719182
                 6.316432                 2.711282                 2.708390                 2.708092
                 6.326442                 2.700098                 2.697170                 2.697298
                 6.336453                 2.689291                 2.686321                 2.686898
                 6.346463                 2.678968                 2.675951                 2.676983
                 6.356473                 2.669217                 2.666151                 2.667627
                 6.366483                 2.660113                 2.656997                 2.658890
                 6.376493                 2.651708                 2.648546                 2.650812
                 6.386504                 2.644032                 2.640830                 2.643414
                 6.396514                 2.637091                 2.633858                 2.636696
                 6.406524                 2.630865                 2.627613                 2.630632
                 6.416534                 2.625304                 2.622050                 2.625174
                 6.426544                 2.620334                 2.617097                 2.620249
                 6.436555                 2.615852                 2.612654                 2.615757
                 6.446565                 2.611730                 2.608595                 2.611576
                 6.456575                 2.607816                 2.604769                 2.607564
                 6.466585                 2.603945                 2.601011                 2.603559
                 6.476595                 2.599937                 2.597141                 2.599391
                 6.486606                 2.595611                 2.592975                 2.594884
                 6.496616                 2.590789                 2.588333                 2.589868
                 6.506626                 2.585309                 2.583049                 2.584183
                 6.516636                 2.579027                 2.576974                 2.577690
                 6.526646                 2.571829                 2.569991                 2.570277
                 6.536657                 2.563635                 2.562013                 2.561866
                 6.546667                 2.554402                 2.552993                 2.552416
                 6.556677                 2.544126                 2.542922                 2.541927
                 6.566687                 2.532846                 2.531836                 2.530441
                 6.576697                 2.520642                 2.519808                 2.518041
                 6.586707                 2.507632                 2.506954                 2.504849
                 6.596718                 2.493970                 2.493424                 2.491025
                 6.606728                 2.479837                 2.479398                 2.476753
                 6.616738                 2.465441                 2.465081                 2.462244
                 6.626748                 2.450999                 2.450689                 2.447719
                 6.636758                 2.436733                 2.436443                 2.433399
                 6.646769                 2.422854                 2.422555                 2.419498
                 6.656779                 2.409558                 2.409222                 2.406210
                 6.666789                 2.397008                 2.396608                 2.393701
                 6.676799                 2.385335                 2.384847                 2.382099
                 6.686809                 2.374630                 2.374032                 2.371496
                 6.696820                 2.364941                 2.364214                 2.361942
                 6.706830                 2.356282                 2.355410                 2.353449
                 6.716840                 2.348629                 2.347602                 2.345995
                 6.726850                 2.341936                 2.340745                 2.339534
                 6.736860                 2.336136                 2.334778                 2.333998
                 6.746871                 2.331154                 2.329628                 2.329309
                 6.756881                 2.326911                 2.325220                 2.325386
                 6.766891                 2.323331                 2.321481                 2.322147
                 6.776901                 2.320344                 2.318344                 2.319518
                 6.786911                 2.317887                 2.315746                 2.317427
                 6.796922                 2.315901                 2.313632                 2.315810
                 6.806932                 2.314332                 2.311949                 2.314604
                 6.816942                 2.313124                 2.310643                 2.313747
                 6.826952                 2.312217                 2.309656                 2.313171
                 6.836962                 2.311545                 2.308921                 2.312804
                 6.846973                 2.311035                 2.308366                 2.312566
                 6.856983                 2.310604                 2.307908                 2.312367
                 6.866993                 2.310163                 2.307456                 2.312114
                 6.877003                 2.309619                 2.306916                 2.311707
                 6.887013                 2.308876                 2.306191                 2.311048
                 6.897024                 2.307844                 2.305188                 2.310042
                 6.907034                 2.306438                 2.303823                 2.308604
                 6.917044                 2.304588                 2.302022                 2.306662
                 6.927054                 2.302234                 2.299727                 2.304160
                 6.937064                 2.299337                 2.296899                 2.301064
                 6.947074                 2.295878                 2.293516                 2.297360
                 6.957085                 2.291856                 2.289580                 2.293057
                 6.967095                 2.287290                 2.285108                 2.288187
                 6.977105                 2.282217                 2.280138                 2.282798
                 6.987115                 2.276692                 2.274722                 2.276958
                 6.997125                 2.270782                 2.268927                 2.270748
                 7.007136                 2.264566                 2.262828                 2.264258
                 7.017146                 2.258135                 2.256513                 2.257585
                 7.027156                 2.251583                 2.250074                 2.250833
                 7.037166                 2.245011                 2.243607                 2.244103
                 7.047176                 2.238522                 2.237213                 2.237495
                 7.057187                 2.232216                 2.230990                 2.231106
                 7.067197                 2.226188                 2.225031                 2.225023
                 7.077207                 2.220525                 2.219421                 2.219323
                 7.087217                 2.215296                 2.214232                 2.214068
                 7.097227                 2.210555                 2.209519                 2.209302
                 7.107238                 2.206334                 2.205313                 2.205052
                 7.117248                 2.202640                 2.201624                 2.201320
                 7.127258                 2.199456                 2.198436                 2.198091
                 7.137268                 2.196745                 2.195712                 2.195327
                 7.147278                 2.194448                 2.193393                 2.192976
                 7.157289                 2.192495                 2.191407                 2.190972
                 7.167299                 2.190807                 2.189673                 2.189245
                 7.177309                 2.189304                 2.188109                 2.187721
                 7.187319                 2.187912                 2.186640                 2.186332
                 7.197329                 2.186569                 2.185202                 2.185022
                 7.207340                 2.185228                 2.183747                 2.183746
                 7.217350                 2.183861                 2.182247                 2.182478
                 7.227360                 2.182458                 2.180696                 2.181209
                 7.237370                 2.181028                 2.179103                 2.179942
                 7.247380                 2.179592                 2.177496                 2.178696
                 7.257390                 2.178182                 2.175913                 2.177498
                 7.267401                 2.176836                 2.174396                 2.176378
                 7.277411                 2.175591                 2.172990                 2.175368
                 7.287421                 2.174481                 2.171737                 2.174495
                 7.297431                 2.173535                 2.170669                 2.173779
                 7.307441                 2.172771                 2.169812                 2.173233
                 7.317452                 2.172197                 2.169177                 2.172859
                 7.327462                 2.171814                 2.168766                 2.172652
                 7.337472                 2.171610                 2.168570                 2.172600
                 7.347482                 2.171572                 2.168573                 2.172684
                 7.357492                 2.171679                 2.168752                 2.172885
                 7.367503                 2.171912                 2.169082                 2.173184
                 7.377513                 2.172252                 2.169539                 2.173564
                 7.387523                 2.172685                 2.170100                 2.174014
                 7.397533                 2.173202                 2.170749                 2.174527
                 7.407543                 2.173799                 2.171474                 2.175103
                 7.417554                 2.174477                 2.172271                 2.175745
                 7.427564                 2.175243                 2.173137                 2.176459
                 7.437574                 2.176101                 2.174075                 2.177253
                 7.447584                 2.177055                 2.175085                 2.178130
                 7.457594                 2.178105                 2.176166                 2.179091
                 7.467605                 2.179239                 2.177308                 2.180123
                 7.477615                 2.180437                 2.178489                 2.181205
                 7.487625                 2.181662                 2.179678                 2.182299
                 7.497635                 2.182864                 2.180826                 2.183355
                 7.507645                 2.183978                 2.181872                 2.184306
                 7.517656                 2.184925                 2.182740                 2.185074
                 7.527666                 2.185617                 2.183344                 2.185571
                 7.537676                 2.185960                 2.183594                 2.185704
                 7.547686                 2.185861                 2.183398                 2.185381
                 7.557696                 2.185229                 2.182667                 2.184517
                 7.567706                 2.183988                 2.181325                 2.183039
                 7.577717                 2.182078                 2.179314                 2.180893
                 7.587727                 2.179460                 2.176594                 2.178045
                 7.597737                 2.176124                 2.173153                 2.174489
                 7.607747                 2.172087                 2.169009                 2.170250
                 7.617757                 2.167397                 2.164209                 2.165380
                 7.627768                 2.162134                 2.158833                 2.159963
                 7.637778                 2.156408                 2.152989                 2.154111
                 7.647788                 2.150354                 2.146814                 2.147961
                 7.657798                 2.144130                 2.140467                 2.141670
                 7.667808                 2.137911                 2.134122                 2.135410
                 7.677819                 2.131878                 2.127962                 2.129360
                 7.687829                 2.126216                 2.122174                 2.123701
                 7.697839                 2.121101                 2.116935                 2.118604
                 7.707849                 2.116697                 2.112411                 2.114229
                 7.717859                 2.113146                 2.108745                 2.110715
                 7.727870                 2.110565                 2.106056                 2.108176
                 7.737880                 2.109046                 2.104436                 2.106701
                 7.747890                 2.108648                 2.103948                 2.106351
                 7.757900                 2.109408                 2.104627                 2.107160
                 7.767910                 2.111335                 2.106485                 2.109142
                 7.777921                 2.114419                 2.109512                 2.112288
                 7.787931                 2.118635                 2.113684                 2.116575
                 7.797941                 2.123944                 2.118964                 2.121970
                 7.807951                 2.130302                 2.125307                 2.128430
                 7.817961                 2.137657                 2.132663                 2.135907
                 7.827972                 2.145952                 2.140976                 2.144347
                 7.837982                 2.155122                 2.150185                 2.153686
                 7.847992                 2.165095                 2.160217                 2.163854
                 7.858002                 2.175789                 2.170993                 2.174767
                 7.868012                 2.187105                 2.182414                 2.186326
                 7.878022                 2.198929                 2.194369                 2.198415
                 7.888033                 2.211130                 2.206724                 2.210898
                 7.898043                 2.223557                 2.219330                 2.223619
                 7.908053                 2.236040                 2.232015                 2.236406
                 7.918063                 2.248397                 2.244594                 2.249068
                 7.928073                 2.260433                 2.256869                 2.261407
                 7.938084                 2.271945                 2.268635                 2.273214
                 7.948094                 2.282732                 2.279684                 2.284281
                 7.958104                 2.292595                 2.289814                 2.294405
                 7.968114                 2.301347                 2.298832                 2.303395
                 7.978124                 2.308818                 2.306565                 2.311075
                 7.988135                 2.314861                 2.312861                 2.317297
                 7.998145                 2.319358                 2.317597                 2.321938
                 8.008155                 2.322225                 2.320684                 2.324911
                 8.018165                 2.323411                 2.322069                 2.326166
                 8.028175                 2.322904                 2.321737                 2.325690
                 8.038186                 2.320730                 2.319712                 2.323512
                 8.048196                 2.316954                 2.316056                 2.319697
                 8.058206                 2.311671                 2.310865                 2.314345
                 8.068216                 2.305009                 2.304269                 2.307588
                 8.078226                 2.297121                 2.296420                 2.299580
                 8.088237                 2.288176                 2.287491                 2.290497
                 8.098247                 2.278357                 2.277667                 2.280524
                 8.108257                 2.267848                 2.267136                 2.269853
                 8.118267                 2.256834                 2.256084                 2.258669
                 8.128277                 2.245490                 2.244689                 2.247153
                 8.138288                 2.233975                 2.233116                 2.235469
                 8.148298                 2.222433                 2.221510                 2.223767
                 8.158308                 2.210989                 2.209999                 2.212174
                 8.168318                 2.199747                 2.198689                 2.200800
                 8.178328                 2.188790                 2.187668                 2.189733
                 8.188338                 2.178186                 2.177004                 2.179043
                 8.198349                 2.167985                 2.166749                 2.168783
                 8.208359                 2.158222                 2.156943                 2.158990
                 8.218369                 2.148920                 2.147609                 2.149688
                 8.228379                 2.140093                 2.138763                 2.140889
                 8.238389                 2.131743                 2.130407                 2.132594
                 8.248400                 2.123866                 2.122537                 2.124795
                 8.258410                 2.116450                 2.115139                 2.117475
                 8.268420                 2.109477                 2.108192                 2.110613
                 8.278430                 2.102923                 2.101672                 2.104180
                 8.288440                 2.096766                 2.095550                 2.098147
                 8.298451                 2.090978                 2.089794                 2.092483
                 8.308461                 2.085539                 2.084378                 2.087160
                 8.318471                 2.080430                 2.079278                 2.082155
                 8.328481                 2.075640                 2.074479                 2.077454
                 8.338491                 2.071164                 2.069972                 2.073049
                 8.348502                 2.067008                 2.065760                 2.068942
                 8.358512                 2.063186                 2.061856                 2.065144
                 8.368522                 2.059717                 2.058280                 2.061674
                 8.378532                 2.056625                 2.055061                 2.058556
                 8.388542                 2.053940                 2.052229                 2.055817
                 8.398553                 2.051688                 2.049819                 2.053484
                 8.408563                 2.049894                 2.047862                 2.051582
                 8.418573                 2.048577                 2.046385                 2.050131
                 8.428583                 2.047749                 2.045409                 2.049144
                 8.438593                 2.047413                 2.044944                 2.048624
                 8.448604                 2.047563                 2.044990                 2.048569
                 8.458614                 2.048182                 2.045534                 2.048963
                 8.468624                 2.049241                 2.046553                 2.049783
                 8.478634                 2.050706                 2.048012                 2.050998
                 8.488644                 2.052532                 2.049864                 2.052569
                 8.498655                 2.054671                 2.052057                 2.054450
                 8.508665                 2.057069                 2.054531                 2.056594
                 8.518675                 2.059672                 2.057227                 2.058952
                 8.528685                 2.062429                 2.060080                 2.061474
                 8.538695                 2.065290                 2.063034                 2.064114
                 8.548705                 2.068210                 2.066034                 2.066828
                 8.558716                 2.071150                 2.069031                 2.069577
                 8.568726                 2.074074                 2.071983                 2.072326
                 8.578736                 2.076952                 2.074854                 2.075043
                 8.588746                 2.079757                 2.077616                 2.077702
                 8.598756                 2.082468                 2.080244                 2.080279
                 8.608767                 2.085063                 2.082721                 2.082753
                 8.618777                 2.087525                 2.085033                 2.085108
                 8.628787                 2.089838                 2.087170                 2.087328
                 8.638797                 2.091989                 2.089128                 2.089401
                 8.648807                 2.093967                 2.090906                 2.091320
                 8.658818                 2.095765                 2.092505                 2.093079
                 8.668828                 2.097378                 2.093930                 2.094674
                 8.678838                 2.098805                 2.095187                 2.096105
                 8.688848                 2.100047                 2.096285                 2.097374
                 8.698858                 2.101109                 2.097233                 2.098486
                 8.708869                 2.101997                 2.098040                 2.099447
                 8.718879                 2.102723                 2.098719                 2.100270
                 8.728889                 2.103302                 2.099283                 2.100969
                 8.738899                 2.103756                 2.099751                 2.101566
                 8.748909                 2.104111                 2.100145                 2.102089
                 8.758920                 2.104400                 2.100495                 2.102571
                 8.768930                 2.104663                 2.100834                 2.103053
                 8.778940                 2.104944                 2.101203                 2.103580
                 8.788950                 2.105289                 2.101645                 2.104200
                 8.798960                 2.105747                 2.102205                 2.104959
                 8.808971                 2.106363                 2.102926                 2.105903
                 8.818981                 2.107180                 2.103847                 2.107069
                 8.828991                 2.108229                 2.105003                 2.108487
                 8.839001                 2.109537                 2.106415                 2.110176
                 8.849011                 2.111117                 2.108099                 2.112143
                 8.859021                 2.112972                 2.110058                 2.114383
                 8.869032                 2.115098                 2.112283                 2.116883
                 8.879042                 2.117477                 2.114761                 2.119617
                 8.889052                 2.120088                 2.117465                 2.122554
                 8.899062                 2.122900                 2.120367                 2.125660
                 8.909072                 2.125879                 2.123431                 2.128892
                 8.919083                 2.128984                 2.126617                 2.132207
                 8.929093                 2.132171                 2.129879                 2.135559
                 8.939103                 2.135390                 2.133170                 2.138896
                 8.949113                 2.138583                 2.136432                 2.142163
                 8.959123                 2.141686                 2.139604                 2.145297
                 8.969134                 2.144629                 2.142617                 2.148230
                 8.979144                 2.147333                 2.145394                 2.150887
                 8.989154                 2.149716                 2.147853                 2.153188
                 8.999164                 2.151693                 2.149912                 2.155050
                 9.009174                 2.153178                 2.151485                 2.156391
                 9.019185                 2.154093                 2.152494                 2.157135
                 9.029195                 2.154370                 2.152870                 2.157217
                 9.039205                 2.153956                 2.152561                 2.156586
                 9.049215                 2.152815                 2.151529                 2.155211
                 9.059225                 2.150935                 2.149763                 2.153082
                 9.069236                 2.148325                 2.147270                 2.150212
                 9.079246                 2.145015                 2.144081                 2.146635
                 9.089256                 2.141055                 2.140246                 2.142408
                 9.099266                 2.136511                 2.135829                 2.137600
                 9.109276                 2.131461                 2.130908                 2.132296
                 9.119287                 2.125991                 2.125570                 2.126587
                 9.129297                 2.120192                 2.119903                 2.120571
                 9.139307                 2.114154                 2.113996                 2.114343
                 9.149317                 2.107966                 2.107937                 2.107998
                 9.159327                 2.101712                 2.101808                 2.101622
                 9.169337                 2.095471                 2.095685                 2.095297
                 9.179348                 2.089312                 2.089638                 2.089092
                 9.189358                 2.083298                 2.083726                 2.083068
                 9.199368                 2.077480                 2.077999                 2.077273
                 9.209378                 2.071899                 2.072497                 2.071742
                 9.219388                 2.066583                 2.067248                 2.066498
                 9.229399                 2.061548                 2.062265                 2.061550
                 9.239409                 2.056797                 2.057553                 2.056895
                 9.249419                 2.052319                 2.053102                 2.052518
                 9.259429                 2.048095                 2.048892                 2.048395
                 9.269439                 2.044093                 2.044895                 2.044491
                 9.279450                 2.040277                 2.041077                 2.040770
                 9.289460                 2.036607                 2.037398                 2.037188
                 9.299470                 2.033041                 2.033820                 2.033706
                 9.309480                 2.029539                 2.030304                 2.030285
                 9.319490                 2.026067                 2.026818                 2.026889
                 9.329501                 2.022595                 2.023332                 2.023490
                 9.339511                 2.019105                 2.019828                 2.020069
                 9.349521                 2.015585                 2.016294                 2.016614
                 9.359531                 2.012038                 2.012730                 2.013124
                 9.369541                 2.008476                 2.009145                 2.009607
                 9.379552                 2.004921                 2.005560                 2.006085
                 9.389562                 2.001408                 2.002005                 2.002586
                 9.399572                 1.997978                 1.998520                 1.999150
                 9.409582                 1.994683                 1.995152                 1.995824
                 9.419592                 1.991579                 1.991955                 1.992664
                 9.429603                 1.988724                 1.988987                 1.989728
                 9.439613                 1.986179                 1.986308                 1.987075
                 9.449623                 1.984002                 1.983977                 1.984767
                 9.459633                 1.982249                 1.982050                 1.982862
                 9.469643                 1.980972                 1.980581                 1.981415
                 9.479653                 1.980219                 1.979617                 1.980476
                 9.489664                 1.980030                 1.979203                 1.980090
                 9.499674                 1.980447                 1.979378                 1.980302
                 9.509684                 1.981504                 1.980178                 1.981150
                 9.519694                 1.983235                 1.981640                 1.982672
                 9.529704                 1.985675                 1.983797                 1.984905
                 9.539715                 1.988856                 1.986681                 1.987883
                 9.549725                 1.992807                 1.990325                 1.991640
                 9.559735                 1.997553                 1.994755                 1.996203
                 9.569745                 2.003114                 1.999994                 2.001593
                 9.579755                 2.009497                 2.006053                 2.007819
                 9.589766                 2.016693                 2.012928                 2.014876
                 9.599776                 2.024674                 2.020600                 2.022738
                 9.609786                 2.033390                 2.029022                 2.031355
                 9.619796                 2.042761                 2.038124                 2.040651
                 9.629806                 2.052681                 2.047808                 2.050523
                 9.639817                 2.063018                 2.057948                 2.060838
                 9.649827                 2.073610                 2.068389                 2.071439
                 9.659837                 2.084277                 2.078956                 2.082146
                 9.669847                 2.094821                 2.089455                 2.092764
                 9.679857                 2.105035                 2.099685                 2.103087
                 9.689868                 2.114711                 2.109436                 2.112906
                 9.699878                 2.123647                 2.118506                 2.122019
                 9.709888                 2.131652                 2.126705                 2.130235
                 9.719898                 2.138559                 2.133860                 2.137380
                 9.729908                 2.144223                 2.139821                 2.143308
                 9.739919                 2.148532                 2.144469                 2.147899
                 9.749929                 2.151408                 2.147718                 2.151067
                 9.759939                 2.152809                 2.149518                 2.152765
                 9.769949                 2.152734                 2.149858                 2.152981
                 9.779959                 2.151223                 2.148768                 2.151746
                 9.789969                 2.148353                 2.146315                 2.149132
                 9.799980                 2.144241                 2.142608                 2.145247
                 9.809990                 2.139036                 2.137790                 2.140237
                 9.820000                 2.132916                 2.132032                 2.134277
                 9.830010                 2.126082                 2.125530                 2.127569
                 9.840020                 2.118748                 2.118497                 2.120326
                 9.850031                 2.111133                 2.111152                 2.112772
                 9.860041                 2.103454                 2.103711                 2.105125
                 9.870051                 2.095917                 2.096381                 2.097597
                 9.880061                 2.088707                 2.089351                 2.090375
                 9.890071                 2.081986                 2.082785                 2.083627
                 9.900082                 2.075887                 2.076819                 2.077486
                 9.910092                 2.070509                 2.071554                 2.072056
                 9.920102                 2.065917                 2.067057                 2.067404
                 9.930112                 2.062141                 2.063359                 2.063559
                 9.940122                 2.059174                 2.060455                 2.060519
                 9.950133                 2.056977                 2.058303                 2.058241
                 9.960143                 2.055475                 2.056830                 2.056651
                 9.970153                 2.054561                 2.055928                 2.055643
                 9.980163                 2.054101                 2.055465                 2.055082
                 9.990173                 2.053936                 2.055280                 2.054809
                10.000184                 2.053888                 2.055199                 2.054645
