#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.133999999999997E+02  -.348944273076049E+00  0.750877135265086E+00  -.508977795230969E+00  0.109524591255658E+01
     0.134099999999997E+02  -.347689478350756E+00  0.755058175751460E+00  -.503167966257338E+00  0.109270228279835E+01
     0.134199999999997E+02  -.346383463638332E+00  0.759177935941172E+00  -.497439646794717E+00  0.109025182767740E+01
     0.134299999999997E+02  -.345029382882571E+00  0.763234614352331E+00  -.491794441580748E+00  0.108789152339600E+01
     0.134399999999997E+02  -.343630495239036E+00  0.767226575999504E+00  -.486233879045185E+00  0.108561830024804E+01
     0.134499999999997E+02  -.342190155296691E+00  0.771152359737357E+00  -.480759408768041E+00  0.108342904317621E+01
     0.134599999999997E+02  -.340711802733620E+00  0.775010684935083E+00  -.475372398814717E+00  0.108132059250284E+01
     0.134699999999997E+02  -.339198951461296E+00  0.778800457433383E+00  -.470074132958456E+00  0.107928974484881E+01
     0.134799999999997E+02  -.337655178316444E+00  0.782520774740828E+00  -.464865807801830E+00  0.107733325425471E+01
     0.134899999999997E+02  -.336084111363560E+00  0.786170930432312E+00  -.459748529810086E+00  0.107544783351776E+01
     0.134999999999997E+02  -.334489417874617E+00  0.789750417718150E+00  -.454723312270815E+00  0.107363015575779E+01
     0.135099999999997E+02  -.332874792055254E+00  0.793258932159140E+00  -.449791072195499E+00  0.107187685622434E+01
     0.135199999999997E+02  -.331243942588626E+00  0.796696373509458E+00  -.444952627179794E+00  0.107018453435658E+01
     0.135299999999997E+02  -.329600580069635E+00  0.800062846676153E+00  -.440208692241050E+00  0.106854975610647E+01
     0.135399999999997E+02  -.327948404402411E+00  0.803358661791126E+00  -.435559876652262E+00  0.106696905653460E+01
     0.135499999999997E+02  -.326291092234207E+00  0.806584333398310E+00  -.431006680793604E+00  0.106543894268678E+01
     0.135599999999997E+02  -.324632284497281E+00  0.809740578765690E+00  -.426549493043184E+00  0.106395589675830E+01
     0.135699999999997E+02  -.322975574129182E+00  0.812828315338605E+00  -.422188586730214E+00  0.106251637955089E+01
     0.135799999999997E+02  -.321324494039074E+00  0.815848657356988E+00  -.417924117174598E+00  0.106111683422596E+01
     0.135899999999997E+02  -.319682505384881E+00  0.818802911665407E+00  -.413756118837898E+00  0.105975369035591E+01
     0.135999999999997E+02  -.318052986222245E+00  0.821692572750426E+00  -.409684502611312E+00  0.105842336827310E+01
     0.136099999999997E+02  -.316439220582273E+00  0.824519317044894E+00  -.405709053267058E+00  0.105712228371424E+01
     0.136199999999997E+02  -.314844388030159E+00  0.827284996543301E+00  -.401829427099993E+00  0.105584685275563E+01
     0.136299999999997E+02  -.313271553751833E+00  0.829991631776759E+00  -.398045149786255E+00  0.105459349703240E+01
     0.136399999999997E+02  -.311723659210452E+00  0.832641404198993E+00  -.394355614486426E+00  0.105335864923250E+01
     0.136499999999997E+02  -.310203513408770E+00  0.835236648038023E+00  -.390760080219940E+00  0.105213875885374E+01
     0.136599999999997E+02  -.308713784787714E+00  0.837779841670060E+00  -.387257670537435E+00  0.105093029820961E+01
     0.136699999999997E+02  -.307256993785675E+00  0.840273598573666E+00  -.383847372517118E+00  0.104972976866716E+01
     0.136799999999997E+02  -.305835506077031E+00  0.842720657923036E+00  -.380528036110263E+00  0.104853370709754E+01
     0.136899999999997E+02  -.304451526502688E+00  0.845123874879474E+00  -.377298373859900E+00  0.104733869251724E+01
     0.136999999999997E+02  -.303107093699788E+00  0.847486210639681E+00  -.374156961015391E+00  0.104614135289574E+01
     0.137099999999997E+02  -.301804075432157E+00  0.849810722298421E+00  -.371102236063917E+00  0.104493837210269E+01
     0.137199999999997E+02  -.300544164617972E+00  0.852100552581785E+00  -.368132501697918E+00  0.104372649696541E+01
     0.137299999999997E+02  -.299328876046279E+00  0.854358919505021E+00  -.365245926235590E+00  0.104250254440538E+01
     0.137399999999997E+02  -.298159543769277E+00  0.856589106006634E+00  -.362440545508773E+00  0.104126340862046E+01
     0.137499999999997E+02  -.297037319153374E+00  0.858794449607602E+00  -.359714265230165E+00  0.104000606827734E+01
     0.137599999999997E+02  -.295963169568201E+00  0.860978332141313E+00  -.357064863848829E+00  0.103872759367779E+01
     0.137699999999997E+02  -.294937877689480E+00  0.863144169596559E+00  -.354489995899758E+00  0.103742515386012E+01
     0.137799999999997E+02  -.293962041388887E+00  0.865295402112154E+00  -.351987195850137E+00  0.103609602359697E+01
     0.137899999999997E+02  -.293036074181722E+00  0.867435484158112E+00  -.349553882441369E+00  0.103473759024919E+01
     0.137999999999997E+02  -.292160206201163E+00  0.869567874934292E+00  -.347187363522452E+00  0.103334736043548E+01
     0.138099999999997E+02  -.291334485666683E+00  0.871696029013657E+00  -.344884841366623E+00  0.103192296647726E+01
     0.138199999999997E+02  -.290558780812964E+00  0.873823387253278E+00  -.342643418459431E+00  0.103046217257841E+01
     0.138299999999997E+02  -.289832782245223E+00  0.875953367992365E+00  -.340460103742748E+00  0.102896288070052E+01
     0.138399999999997E+02  -.289156005686697E+00  0.878089358552859E+00  -.338331819295549E+00  0.102742313609473E+01
     0.138499999999997E+02  -.288527795084088E+00  0.880234707054460E+00  -.336255407428547E+00  0.102584113245341E+01
     0.138599999999997E+02  -.287947326037602E+00  0.882392714552524E+00  -.334227638166465E+00  0.102421521664582E+01
     0.138699999999997E+02  -.287413609522685E+00  0.884566627503869E+00  -.332245217088118E+00  0.102254389300494E+01
     0.138799999999997E+02  -.286925495872197E+00  0.886759630562552E+00  -.330304793491648E+00  0.102082582713444E+01
     0.138899999999997E+02  -.286481678988756E+00  0.888974839704851E+00  -.328402968848971E+00  0.101905984920791E+01
     0.138999999999997E+02  -.286080700758887E+00  0.891215295679911E+00  -.326536305511214E+00  0.101724495673573E+01
     0.139099999999997E+02  -.285720955642318E+00  0.893483957780448E+00  -.324701335624285E+00  0.101538031677791E+01
     0.139199999999997E+02  -.285400695411777E+00  0.895783697925639E+00  -.322894570211927E+00  0.101346526758538E+01
     0.139299999999997E+02  -.285118034020820E+00  0.898117295046537E+00  -.321112508381992E+00  0.101149931965575E+01
     0.139399999999997E+02  -.284870952579261E+00  0.900487429763029E+00  -.319351646610221E+00  0.100948215619357E+01
     0.139499999999997E+02  -.284657304418246E+00  0.902896679339786E+00  -.317608488055340E+00  0.100741363296952E+01
     0.139599999999997E+02  -.284474820229195E+00  0.905347512908008E+00  -.315879551858576E+00  0.100529377757669E+01
     0.139699999999997E+02  -.284321113263229E+00  0.907842286938794E+00  -.314161382380926E+00  0.100312278808680E+01
     0.139799999999997E+02  -.284193684579971E+00  0.910383240953670E+00  -.312450558331838E+00  0.100090103111309E+01
     0.139899999999997E+02  -.284089928337057E+00  0.912972493457466E+00  -.310743701744004E+00  0.998629039290798E+00
     0.139999999999997E+02  -.284007137113637E+00  0.915612038078878E+00  -.309037486749985E+00  0.996307508190229E+00
     0.140099999999997E+02  -.283942507263740E+00  0.918303739904170E+00  -.307328648118388E+00  0.993937292681110E+00
     0.140199999999997E+02  -.283893144297091E+00  0.921049331990033E+00  -.305613989509074E+00  0.991519402770679E+00
     0.140299999999997E+02  -.283856068287258E+00  0.923850412042218E+00  -.303890391409464E+00  0.989054998941190E+00
     0.140399999999997E+02  -.283828219308688E+00  0.926708439247360E+00  -.302154818716576E+00  0.986545387015844E+00
     0.140499999999997E+02  -.283806462906155E+00  0.929624731246582E+00  -.300404327932495E+00  0.983992012584639E+00
     0.140599999999997E+02  -.283787595601627E+00  0.932600461240496E+00  -.298636073944102E+00  0.981396455024347E+00
     0.140699999999997E+02  -.283768350445089E+00  0.935636655216566E+00  -.296847316361358E+00  0.978760421148870E+00
     0.140799999999997E+02  -.283745402617332E+00  0.938734189291421E+00  -.295035425391985E+00  0.976085738527761E+00
     0.140899999999997E+02  -.283715375093660E+00  0.941893787162076E+00  -.293197887233983E+00  0.973374348512377E+00
     0.140999999999997E+02  -.283674844378724E+00  0.945116017661923E+00  -.291332308971272E+00  0.970628299009770E+00
     0.141099999999997E+02  -.283620346323357E+00  0.948401292418992E+00  -.289436422961421E+00  0.967849737045241E+00
     0.141199999999997E+02  -.283548382035057E+00  0.951749863616048E+00  -.287508090708173E+00  0.965040901154506E+00
     0.141299999999996E+02  -.283455423894129E+00  0.955161821853911E+00  -.285545306215164E+00  0.962204113646378E+00
     0.141399999999996E+02  -.283337921687886E+00  0.958637094121472E+00  -.283546198820847E+00  0.959341772776287E+00
     0.141499999999996E+02  -.283192308875265E+00  0.962175441877980E+00  -.281509035517991E+00  0.956456344870126E+00
     0.141599999999996E+02  -.283015008994211E+00  0.965776459255217E+00  -.279432222764563E+00  0.953550356436730E+00
     0.141699999999996E+02  -.282802442223675E+00  0.969439571389416E+00  -.277314307795646E+00  0.950626386305861E+00
     0.141799999999996E+02  -.282551032111692E+00  0.973164032894711E+00  -.275153979449279E+00  0.947687057826918E+00
     0.141899999999996E+02  -.282257212480105E+00  0.976948926492357E+00  -.272950068521341E+00  0.944735031161461E+00
     0.141999999999996E+02  -.281917434515476E+00  0.980793161811644E+00  -.270701547667321E+00  0.941772995700849E+00
     0.142099999999996E+02  -.281528174054627E+00  0.984695474380822E+00  -.268407530870768E+00  0.938803662637658E+00
     0.142199999999996E+02  -.281085939071641E+00  0.988654424828144E+00  -.266067272500081E+00  0.935829757717326E+00
     0.142299999999996E+02  -.280587277371524E+00  0.992668398315083E+00  -.263680165976921E+00  0.932854014193909E+00
     0.142399999999996E+02  -.280028784493809E+00  0.996735604225564E+00  -.261245742080771E+00  0.929879166011201E+00
     0.142499999999996E+02  -.279407111827204E+00  0.100085407613672E+01  -.258763666915213E+00  0.926907941227861E+00
     0.142599999999996E+02  -.278718974933966E+00  0.100502167209818E+01  -.256233739562214E+00  0.923943055702598E+00
     0.142699999999996E+02  -.277961162080135E+00  0.100923607524809E+01  -.253655889451241E+00  0.920987207052797E+00
     0.142799999999996E+02  -.277130542964888E+00  0.101349479479559E+01  -.251030173470193E+00  0.918043068897351E+00
     0.142899999999996E+02  -.276224077639259E+00  0.101779516739976E+01  -.248356772845212E+00  0.915113285392072E+00
     0.142999999999996E+02  -.275238825601239E+00  0.102213435897620E+01  -.245635989816155E+00  0.912200466063498E+00
     0.143099999999996E+02  -.274171955050874E+00  0.102650936696254E+01  -.242868244134095E+00  0.909307180944648E+00
     0.143199999999996E+02  -.273020752285432E+00  0.103091702307416E+01  -.240054069406641E+00  0.906435956014087E+00
     0.143299999999996E+02  -.271782631210990E+00  0.103535399658123E+01  -.237194109316002E+00  0.903589268937498E+00
     0.143399999999996E+02  -.270455142943071E+00  0.103981679813747E+01  -.234289113733899E+00  0.900769545109103E+00
     0.143499999999996E+02  -.269035985464931E+00  0.104430178418984E+01  -.231339934756201E+00  0.897979153988501E+00
     0.143599999999996E+02  -.267523013308422E+00  0.104880516199718E+01  -.228347522679177E+00  0.895220405726680E+00
     0.143699999999996E+02  -.265914247218240E+00  0.105332299528364E+01  -.225312921937830E+00  0.892495548073756E+00
     0.143799999999996E+02  -.264207883756570E+00  0.105785121055052E+01  -.222237267025453E+00  0.889806763559411E+00
     0.143899999999996E+02  -.262402304801395E+00  0.106238560406741E+01  -.219121778412214E+00  0.887156166936025E+00
     0.143999999999996E+02  -.260496086888125E+00  0.106692184956007E+01  -.215967758479056E+00  0.884545802873328E+00
     0.144099999999996E+02  -.258488010340528E+00  0.107145550660884E+01  -.212776587481672E+00  0.881977643892788E+00
     0.144199999999996E+02  -.256377068134159E+00  0.107598202976717E+01  -.209549719557960E+00  0.879453588528943E+00
     0.144299999999996E+02  -.254162474432166E+00  0.108049677840516E+01  -.206288678790701E+00  0.876975459704607E+00
     0.144399999999996E+02  -.251843672731195E+00  0.108499502727781E+01  -.202995055335834E+00  0.874545003306262E+00
     0.144499999999996E+02  -.249420343552705E+00  0.108947197781224E+01  -.199670501625136E+00  0.872163886945860E+00
     0.144599999999996E+02  -.246892411613771E+00  0.109392277010223E+01  -.196316728650779E+00  0.869833698894814E+00
     0.144699999999996E+02  -.244260052410009E+00  0.109834249559199E+01  -.192935502337704E+00  0.867555947176258E+00
     0.144799999999996E+02  -.241523698143150E+00  0.110272621042467E+01  -.189528640008535E+00  0.865332058801450E+00
     0.144899999999996E+02  -.238684042925824E+00  0.110706894942430E+01  -.186098006944314E+00  0.863163379136426E+00
     0.144999999999996E+02  -.235742047197029E+00  0.111136574067277E+01  -.182645513043174E+00  0.861051171385362E+00
     0.145099999999996E+02  -.232698941283513E+00  0.111561162063635E+01  -.179173109577843E+00  0.858996616177358E+00
     0.145199999999996E+02  -.229556228044576E+00  0.111980164978939E+01  -.175682786051673E+00  0.857000811243765E+00
     0.145299999999996E+02  -.226315684541327E+00  0.112393092867559E+01  -.172176567152019E+00  0.855064771173678E+00
     0.145399999999996E+02  -.222979362674989E+00  0.112799461434031E+01  -.168656509798455E+00  0.853189427235865E+00
     0.145499999999996E+02  -.219549588744268E+00  0.113198793706102E+01  -.165124700282776E+00  0.851375627255864E+00
     0.145599999999996E+02  -.216028961876963E+00  0.113590621729655E+01  -.161583251496465E+00  0.849624135537727E+00
     0.145699999999996E+02  -.212420351297856E+00  0.113974488277016E+01  -.158034300240889E+00  0.847935632820571E+00
     0.145799999999996E+02  -.208726892401739E+00  0.114349948559593E+01  -.154480004614399E+00  0.846310716260872E+00
     0.145899999999996E+02  -.204951981608581E+00  0.114716571935398E+01  -.150922541470096E+00  0.844749899432167E+00
     0.145999999999996E+02  -.201099269986235E+00  0.115073943601547E+01  -.147364103937325E+00  0.843253612334692E+00
     0.146099999999996E+02  -.197172655635153E+00  0.115421666261617E+01  -.143806898999424E+00  0.841822201408250E+00
     0.146199999999996E+02  -.193176274839017E+00  0.115759361757469E+01  -.140253145119751E+00  0.840455929542592E+00
     0.146299999999996E+02  -.189114491995242E+00  0.116086672655087E+01  -.136705069907742E+00  0.839154976080311E+00
     0.146399999999996E+02  -.184991888349231E+00  0.116403263773957E+01  -.133164907816246E+00  0.837919436808300E+00
     0.146499999999996E+02  -.180813249566523E+00  0.116708823649645E+01  -.129634897861193E+00  0.836749323934657E+00
     0.146599999999996E+02  -.176583552187357E+00  0.117003065919428E+01  -.126117281354472E+00  0.835644566048818E+00
     0.146699999999996E+02  -.172307949017908E+00  0.117285730621186E+01  -.122614299640619E+00  0.834605008063817E+00
     0.146799999999996E+02  -.167991753522623E+00  0.117556585396214E+01  -.119128191827981E+00  0.833630411140196E+00
     0.146899999999996E+02  -.163640423291105E+00  0.117815426587138E+01  -.115661192504875E+00  0.832720452592454E+00
     0.146999999999996E+02  -.159259542662056E+00  0.118062080222831E+01  -.112215529431385E+00  0.831874725779440E+00
     0.147099999999996E+02  -.154854804594679E+00  0.118296402882928E+01  -.108793421197480E+00  0.831092739981498E+00
     0.147199999999996E+02  -.150431991885482E+00  0.118518282435444E+01  -.105397074838365E+00  0.830373920267717E+00
     0.147299999999996E+02  -.145996957834627E+00  0.118727638641883E+01  -.102028683398198E+00  0.829717607357924E+00
     0.147399999999996E+02  -.141555606471430E+00  0.118924423625253E+01  -.986904234335871E-01  0.829123057484853E+00
     0.147499999999996E+02  -.137113872452922E+00  0.119108622197469E+01  -.953844524487141E-01  0.828589442262832E+00
     0.147599999999996E+02  -.132677700752417E+00  0.119280252043691E+01  -.921129062543524E-01  0.828115848570421E+00
     0.147699999999996E+02  -.128253026256979E+00  0.119439363762311E+01  -.888778962435737E-01  0.827701278455206E+00
     0.147799999999996E+02  -.123845753393353E+00  0.119586040760438E+01  -.856815065775776E-01  0.827344649069888E+00
     0.147899999999995E+02  -.119461735901230E+00  0.119720399005867E+01  -.825257912757005E-01  0.827044792649798E+00
     0.147999999999995E+02  -.115106756871119E+00  0.119842586637655E+01  -.794127712045452E-01  0.826800456542521E+00
     0.148099999999995E+02  -.110786509160631E+00  0.119952783438529E+01  -.763444309618044E-01  0.826610303301560E+00
     0.148199999999995E+02  -.106506576299351E+00  0.120051200173397E+01  -.733227156515905E-01  0.826472910856284E+00
     0.148299999999995E+02  -.102272413986615E+00  0.120138077799241E+01  -.703495275487718E-01  0.826386772771424E+00
     0.148399999999995E+02  -.980893322806260E-01  0.120213686552587E+01  -.674267226511547E-01  0.826350298609904E+00
     0.148499999999995E+02  -.939624785699937E-01  0.120278324921597E+01  -.645561071194659E-01  0.826361814413457E+00
     0.148599999999995E+02  -.898968214106688E-01  0.120332318510587E+01  -.617394336062399E-01  0.826419563315909E+00
     0.148699999999995E+02  -.858971353028808E-01  0.120376018805423E+01  -.589783974762994E-01  0.826521706304520E+00
     0.148799999999995E+02  -.819679864731295E-01  0.120409801848809E+01  -.562746329226828E-01  0.826666323145071E+00
     0.148899999999995E+02  -.781137197169905E-01  0.120434066834918E+01  -.536297089836095E-01  0.826851413486631E+00
     0.148999999999995E+02  -.743384463483356E-01  0.120449234633154E+01  -.510451254674469E-01  0.827074898162024E+00
     0.149099999999995E+02  -.706460332907279E-01  0.120455746251055E+01  -.485223087944088E-01  0.827334620700036E+00
     0.149199999999995E+02  -.670400933366551E-01  0.120454061246455E+01  -.460626077653555E-01  0.827628349065247E+00
     0.149299999999995E+02  -.635239765903060E-01  0.120444656099029E+01  -.436672892697554E-01  0.827953777641040E+00
     0.149399999999995E+02  -.601007631000541E-01  0.120428022551246E+01  -.413375339467205E-01  0.828308529470915E+00
     0.149499999999995E+02  -.567732566774191E-01  0.120404665928567E+01  -.390744318147605E-01  0.828690158772599E+00
     0.149599999999995E+02  -.535439798904098E-01  0.120375103448407E+01  -.368789778876683E-01  0.829096153738601E+00
     0.149699999999995E+02  -.504151702109008E-01  0.120339862527053E+01  -.347520677957910E-01  0.829523939635947E+00
     0.149799999999995E+02  -.473887772879853E-01  0.120299479093247E+01  -.326944934336631E-01  0.829970882216544E+00
     0.149899999999995E+02  -.444664613122507E-01  0.120254495916658E+01  -.307069386566997E-01  0.830434291448285E+00
     0.149999999999995E+02  -.416495924295837E-01  0.120205460958885E+01  -.287899750512502E-01  0.830911425575486E+00
     0.150099999999995E+02  -.389392511576927E-01  0.120152925754043E+01  -.269440578039018E-01  0.831399495515283E+00
     0.150199999999995E+02  -.363362297538541E-01  0.120097443825305E+01  -.251695216974013E-01  0.831895669594842E+00
     0.150299999999995E+02  -.338410344782292E-01  0.120039569143149E+01  -.234665772616734E-01  0.832397078631827E+00
     0.150399999999995E+02  -.314538886943418E-01  0.119979854630322E+01  -.218353071098087E-01  0.832900821358396E+00
     0.150499999999995E+02  -.291747367456916E-01  0.119918850717879E+01  -.202756624896278E-01  0.833403970186243E+00
     0.150599999999995E+02  -.270032485460399E-01  0.119857103955932E+01  -.187874600822569E-01  0.833903577307636E+00
     0.150699999999995E+02  -.249388248200331E-01  0.119795155682086E+01  -.173703790796015E-01  0.834396681124350E+00
     0.150799999999995E+02  -.229806029307273E-01  0.119733540749855E+01  -.160239585728693E-01  0.834880312993558E+00
     0.150899999999995E+02  -.211274632309708E-01  0.119672786318710E+01  -.147475952841399E-01  0.835351504276452E+00
     0.150999999999995E+02  -.193780358769569E-01  0.119613410706809E+01  -.135405416727920E-01  0.835807293672263E+00
     0.151099999999995E+02  -.177307080435818E-01  0.119555922306861E+01  -.124019044476664E-01  0.836244734817023E+00
     0.151199999999995E+02  -.161836314836621E-01  0.119500818565037E+01  -.113306435150053E-01  0.836660904123215E+00
     0.151299999999995E+02  -.147347303755450E-01  0.119448585022362E+01  -.103255713907464E-01  0.837052908833037E+00
     0.151399999999995E+02  -.133817094065389E-01  0.119399694417506E+01  -.938535310396581E-02  0.837417895255089E+00
     0.151499999999995E+02  -.121220620430389E-01  0.119354605849554E+01  -.850850661626582E-02  0.837753057150782E+00
     0.151599999999995E+02  -.109530789415488E-01  0.119313763998898E+01  -.769340377929318E-02  0.838055644234235E+00
     0.151699999999995E+02  -.987185645872590E-02  0.119277598404112E+01  -.693827184985903E-02  0.838322970746327E+00
     0.151799999999995E+02  -.887530522241753E-02  0.119246522792394E+01  -.624119557892533E-02  0.838552424061179E+00
     0.151899999999995E+02  -.796015872967382E-02  0.119220934460904E+01  -.560011988722238E-02  0.838741473281026E+00
     0.151999999999995E+02  -.712298194177508E-02  0.119201213706185E+01  -.501285313645104E-02  0.838887677773491E+00
     0.152099999999995E+02  -.636017985055704E-02  0.119187723298675E+01  -.447707100105563E-02  0.838988695603640E+00
     0.152199999999995E+02  -.566800599422557E-02  0.119180807999248E+01  -.399032094112784E-02  0.839042291812032E+00
     0.152299999999995E+02  -.504257090504412E-02  0.119180794114653E+01  -.355002727261543E-02  0.839046346489161E+00
     0.152399999999995E+02  -.447985047515709E-02  0.119187989088709E+01  -.315349682631286E-02  0.838998862596360E+00
     0.152499999999995E+02  -.397569423075783E-02  0.119202681126128E+01  -.279792518244076E-02  0.838897973483425E+00
     0.152599999999995E+02  -.352583350843982E-02  0.119225138845888E+01  -.248040346277681E-02  0.838741950053805E+00
     0.152699999999995E+02  -.312588953121118E-02  0.119255610961184E+01  -.219792565758958E-02  0.838529207529434E+00
     0.152799999999995E+02  -.277138138502675E-02  0.119294325983061E+01  -.194739645992061E-02  0.838258311768902E+00
     0.152899999999995E+02  -.245773389997872E-02  0.119341491945031E+01  -.172563957525938E-02  0.837927985094836E+00
     0.152999999999995E+02  -.218028544311344E-02  0.119397296146077E+01  -.152940647016905E-02  0.837537111589103E+00
     0.153099999999995E+02  -.193429563295111E-02  0.119461904909708E+01  -.135538551953564E-02  0.837084741817510E+00
     0.153199999999995E+02  -.171495298807001E-02  0.119535463356903E+01  -.120021150811931E-02  0.836570096949343E+00
     0.153299999999995E+02  -.151738252459577E-02  0.119618095191004E+01  -.106047543875781E-02  0.835992572241115E+00
     0.153399999999995E+02  -.133665331965660E-02  0.119709902492923E+01  -.932734596645762E-03  0.835351739858215E+00
     0.153499999999995E+02  -.116778605946433E-02  0.119810965525234E+01  -.813522816387342E-03  0.834647351012946E+00
     0.153599999999995E+02  -.100576059258195E-02  0.119921342544052E+01  -.699360896680731E-03  0.833879337402372E+00
     0.153699999999995E+02  -.845523510035084E-03  0.120041069617866E+01  -.586767105804947E-03  0.833047811934677E+00
     0.153799999999995E+02  -.681995775263511E-03  0.120170160452814E+01  -.472267720300405E-03  0.832153068737947E+00
     0.153899999999995E+02  -.510080427455817E-03  0.120308606224203E+01  -.352407538664217E-03  0.831195582450892E+00
     0.153999999999995E+02  -.324670382609860E-03  0.120456375414397E+01  -.223760312257556E-03  0.830176006800329E+00
     0.154099999999995E+02  -.120656356680238E-03  0.120613413657544E+01  -.829390362303524E-04  0.829095172475731E+00
     0.154199999999995E+02  0.107065064676948E-03  0.120779643591915E+01  0.733939552648375E-04  0.827954084316417E+00
     0.154299999999995E+02  0.363583185769567E-03  0.120954964721023E+01  0.248517143538612E-03  0.826753917831979E+00
     0.154399999999995E+02  0.653964766401449E-03  0.121139253284975E+01  0.445640280940267E-03  0.825496015081504E+00
     0.154499999999995E+02  0.983245370986707E-03  0.121332362143897E+01  0.667895196289537E-03  0.824181879941614E+00
     0.154599999999994E+02  0.135642047988427E-02  0.121534120675593E+01  0.918326995330210E-03  0.822813172797558E+00
     0.154699999999994E+02  0.177843634361541E-02  0.121744334689929E+01  0.119988569792179E-02  0.821391704695388E+00
     0.154799999999994E+02  0.225418056227322E-02  0.121962786362792E+01  0.151541834940114E-02  0.819919430996606E+00
     0.154899999999994E+02  0.278847237496649E-02  0.122189234192752E+01  0.186766163934342E-02  0.818398444579520E+00
     0.154999999999994E+02  0.338605264665215E-02  0.122423412983907E+01  0.225923505626652E-02  0.816830968633929E+00
     0.155099999999994E+02  0.405157354299202E-02  0.122665033858645E+01  0.269263460224981E-02  0.815219349097674E+00
     0.155199999999994E+02  0.478958788684281E-02  0.122913784304375E+01  0.317022708631105E-02  0.813566046784838E+00
     0.155299999999994E+02  0.560453819428253E-02  0.123169328258473E+01  0.369424501085965E-02  0.811873629256353E+00
     0.155399999999994E+02  0.650074539165579E-02  0.123431306235982E+01  0.426678206031622E-02  0.810144762483831E+00
     0.155499999999994E+02  0.748239721999699E-02  0.123699335504741E+01  0.488978919646950E-02  0.808382202357576E+00
     0.155599999999994E+02  0.855353633776934E-02  0.123973010312822E+01  0.556507136032175E-02  0.806588786088772E+00
     0.155699999999994E+02  0.971804813799215E-02  0.124251902173252E+01  0.629428477568807E-02  0.804767423554837E+00
     0.155799999999994E+02  0.109796483014252E-01  0.124535560211078E+01  0.707893484565577E-02  0.802921088635449E+00
     0.155899999999994E+02  0.123418701129038E-01  0.124823511577881E+01  0.792037462881656E-02  0.801052810584660E+00
     0.155999999999994E+02  0.138080515742577E-01  0.125115261938783E+01  0.881980387872793E-02  0.799165665482434E+00
     0.156099999999994E+02  0.153813223528860E-01  0.125410296036966E+01  0.977826862633831E-02  0.797262767806156E+00
     0.156199999999994E+02  0.170645906119298E-01  0.125708078340508E+01  0.107966612824332E-01  0.795347262160050E+00
     0.156299999999994E+02  0.188605297739572E-01  0.126008053776205E+01  0.118757212341966E-01  0.793422315197184E+00
     0.156399999999994E+02  0.207715652766919E-01  0.126309648554688E+01  0.130160359077865E-01  0.791491107765730E+00
     0.156499999999994E+02  0.227998613858299E-01  0.126612271090865E+01  0.142180422669535E-01  0.789556827307603E+00
     0.156599999999994E+02  0.249473081360005E-01  0.126915313023226E+01  0.154820287159923E-01  0.787622660534366E+00
     0.156699999999994E+02  0.272155084774385E-01  0.127218150335054E+01  0.168081373743882E-01  0.785691786401787E+00
     0.156799999999994E+02  0.296057657113005E-01  0.127520144580022E+01  0.181963666894079E-01  0.783767369400849E+00
     0.156899999999994E+02  0.321190713023994E-01  0.127820644213926E+01  0.196465743526669E-01  0.781852553179855E+00
     0.156999999999994E+02  0.347560931628000E-01  0.128118986033605E+01  0.211584804863833E-01  0.779950454508695E+00
     0.157099999999994E+02  0.375171645041381E-01  0.128414496723233E+01  0.227316710652320E-01  0.778064157593218E+00
     0.157199999999994E+02  0.404022733602414E-01  0.128706494507280E+01  0.243656015402106E-01  0.776196708744546E+00
     0.157299999999994E+02  0.434110528843422E-01  0.128994290908462E+01  0.260596006315596E-01  0.774351111405130E+00
     0.157399999999994E+02  0.465427725271084E-01  0.129277192607965E+01  0.278128742587480E-01  0.772530321530603E+00
     0.157499999999994E+02  0.497963302026377E-01  0.129554503404138E+01  0.296245095767179E-01  0.770737243323907E+00
     0.157599999999994E+02  0.531702455492078E-01  0.129825526264715E+01  0.314934790888490E-01  0.768974725315619E+00
     0.157699999999994E+02  0.566626543902407E-01  0.130089565466478E+01  0.334186448086867E-01  0.767245556782350E+00
     0.157799999999994E+02  0.602713044980424E-01  0.130345928815053E+01  0.353987624440126E-01  0.765552464492965E+00
     0.157899999999994E+02  0.639935527588265E-01  0.130593929936397E+01  0.374324855786012E-01  0.763898109770564E+00
     0.157999999999994E+02  0.678263638321263E-01  0.130832890630290E+01  0.395183698289022E-01  0.762285085856717E+00
     0.158099999999994E+02  0.717663103904737E-01  0.131062143275067E+01  0.416548769545731E-01  0.760715915562833E+00
     0.158199999999994E+02  0.758095750172072E-01  0.131281033271669E+01  0.438403789039394E-01  0.759193049192571E+00
     0.158299999999994E+02  0.799519538301562E-01  0.131488921514083E+01  0.460731617771968E-01  0.757718862718083E+00
     0.158399999999994E+02  0.841888618880037E-01  0.131685186872289E+01  0.483514296922423E-01  0.756295656192086E+00
     0.158499999999994E+02  0.885153404235564E-01  0.131869228672964E+01  0.506733085399066E-01  0.754925652377234E+00
     0.158599999999994E+02  0.929260659345261E-01  0.132040469162491E+01  0.530368496172766E-01  0.753610995573605E+00
     0.158699999999994E+02  0.974153611476168E-01  0.132198355936192E+01  0.554400331296722E-01  0.752353750625084E+00
     0.158799999999994E+02  0.101977207856082E+00  0.132342364317330E+01  0.578807715536706E-01  0.751155902084958E+00
