
     Program POST-PROC v.4.0    starts ...
     Today is 29Apr2008 at 18: 4:37 
     Reading header from file  Al100.pot
     Reading data from file  Al100.pot
   16.730187493   -0.220375713   -0.473762574
   16.754156243   -0.207256470   -0.473763496
   16.778124993   -0.194454877   -0.473764420
   16.802093743   -0.182000604   -0.473765349
   16.826062493   -0.169924257   -0.473766282
   16.850031243   -0.158257195   -0.473767217
   16.873999993   -0.147031332   -0.473768152
   16.897968743   -0.136278899   -0.473769083
   16.921937493   -0.126032197   -0.473770005
   16.945906243   -0.116323329   -0.473770914
   16.969874993   -0.107183913   -0.473771802
   16.993843743   -0.098644791   -0.473772662
   17.017812493   -0.090735731   -0.473773486
   17.041781243   -0.083485131   -0.473774265
   17.065749993   -0.076919723   -0.473774992
   17.089718743   -0.071064295   -0.473775657
   17.113687493   -0.065941421   -0.473776252
   17.137656243   -0.061571210   -0.473776770
   17.161624993   -0.057971084   -0.473777204
   17.185593743   -0.055155582   -0.473777547
   17.209562493   -0.053136188   -0.473777796
   17.233531243   -0.051921203   -0.473777946
   17.257499993   -0.051515646   -0.473777995
   17.281468743   -0.051921197   -0.473777943
   17.305437493   -0.053136176   -0.473777790
   17.329406243   -0.055155564   -0.473777538
   17.353374993   -0.057971061   -0.473777191
   17.377343743   -0.061571180   -0.473776754
   17.401312493   -0.065941385   -0.473776233
   17.425281243   -0.071064253   -0.473775635
   17.449249993   -0.076919675   -0.473774967
   17.473218743   -0.083485076   -0.473774238
   17.497187493   -0.090735670   -0.473773456
   17.521156243   -0.098644724   -0.473772629
   17.545124993   -0.107183840   -0.473771767
   17.569093743   -0.116323249   -0.473770877
   17.593062493   -0.126032111   -0.473769967
   17.617031243   -0.136278805   -0.473769042
   17.640999993   -0.147031232   -0.473768109
   17.664968743   -0.158257089   -0.473767173
   17.688937493   -0.169924143   -0.473766237
   17.712906243   -0.182000483   -0.473765304
   17.736874993   -0.194454748   -0.473764375
   17.760843743   -0.207256334   -0.473763450
   17.784812493   -0.220375570   -0.473762528
   17.808781243   -0.233783867   -0.473761609
   17.832749993   -0.247453838   -0.473760690
   17.856718742   -0.261359379   -0.473759768
   17.880687492   -0.275475730   -0.473758841
   17.904656242   -0.289779492   -0.473757904
   17.928624992   -0.304248624   -0.473756955
   17.952593742   -0.318862404   -0.473755991
   17.976562492   -0.333601370   -0.473755007
   18.000531242   -0.348447234   -0.473754003
   18.024499992   -0.363382770   -0.473752974
   18.048468742   -0.378391698   -0.473751921
   18.072437492   -0.393458542   -0.473750840
   18.096406242   -0.408568482   -0.473749732
   18.120374992   -0.423707202   -0.473748595
   18.144343742   -0.438860733   -0.473747429
   18.168312492   -0.454015300   -0.473746234
   18.192281242   -0.469157171   -0.473745007
   18.216249992   -0.484272519   -0.473743749
   18.240218742   -0.499347288   -0.473742457
   18.264187492   -0.514367084   -0.473741127
   18.288156242   -0.529317072   -0.473739757
   18.312124992   -0.544181900   -0.473738339
   18.336093742   -0.558945636   -0.473736866
   18.360062492   -0.573591728   -0.473735329
   18.384031242   -0.588102989   -0.473733716
   18.407999992   -0.602461593   -0.473732013
   18.431968742   -0.616649104   -0.473730203
   18.455937492   -0.630646512   -0.473728268
   18.479906242   -0.644434293   -0.473726185
   18.503874992   -0.657992485   -0.473723932
   18.527843742   -0.671300775   -0.473721480
   18.551812492   -0.684338597   -0.473718803
   18.575781242   -0.697085246   -0.473715868
   18.599749992   -0.709519985   -0.473712644
   18.623718742   -0.721622169   -0.473709096
   18.647687492   -0.733371360   -0.473705189
   18.671656242   -0.744747449   -0.473700884
   18.695624992   -0.755730764   -0.473696145
   18.719593742   -0.766302184   -0.473690934
   18.743562492   -0.776443234   -0.473685211
   18.767531242   -0.786136177   -0.473678937
   18.791499992   -0.795364094   -0.473672074
   18.815468742   -0.804110954   -0.473664583
   18.839437492   -0.812361667   -0.473656425
   18.863406242   -0.820102133   -0.473647561
   18.887374992   -0.827319269   -0.473637955
   18.911343742   -0.834001037   -0.473627567
   18.935312492   -0.840136449   -0.473616361
   18.959281242   -0.845715572   -0.473604298
   18.983249992   -0.850729520   -0.473591341
   19.007218742   -0.855170440   -0.473577452
   19.031187492   -0.859031499   -0.473562592
   19.055156242   -0.862306853   -0.473546721
   19.079124992   -0.864991634   -0.473529799
   19.103093742   -0.867081921   -0.473511784
   19.127062492   -0.868574716   -0.473492632
   19.151031242   -0.869467932   -0.473472300
   19.174999992   -0.869760369   -0.473450740
   19.198968742   -0.869451710   -0.473427904
   19.222937492   -0.868542508   -0.473403742
   19.246906242   -0.867034189   -0.473378203
   19.270874992   -0.864929058   -0.473351233
   19.294843742   -0.862230303   -0.473322777
   19.318812492   -0.858942015   -0.473292779
   19.342781242   -0.855069200   -0.473261182
   19.366749992   -0.850617803   -0.473227930
   19.390718742   -0.845594724   -0.473192963
   19.414687492   -0.840007845   -0.473156224
   19.438656242   -0.833866040   -0.473117657
   19.462624992   -0.827179198   -0.473077205
   19.486593742   -0.819958223   -0.473034813
   19.510562492   -0.812215046   -0.472990428
   19.534531242   -0.803962612   -0.472944000
   19.558499992   -0.795214865   -0.472895480
   19.582468742   -0.785986725   -0.472844823
   19.606437492   -0.776294046   -0.472791985
   19.630406242   -0.766153567   -0.472736928
   19.654374992   -0.755582852   -0.472679615
   19.678343742   -0.744600214   -0.472620013
   19.702312492   -0.733224629   -0.472558092
   19.726281242   -0.721475642   -0.472493824
   19.750249992   -0.709373264   -0.472427186
   19.774218742   -0.696937857   -0.472358155
   19.798187492   -0.684190020   -0.472286714
   19.822156242   -0.671150469   -0.472212843
   19.846124992   -0.657839918   -0.472136527
   19.870093742   -0.644278959   -0.472057754
   19.894062492   -0.630487954   -0.471976508
   19.918031242   -0.616486927   -0.471892779
   19.941999992   -0.602295470   -0.471806553
   19.965968742   -0.587932665   -0.471717821
   19.989937492   -0.573417015   -0.471626571
   20.013906242   -0.558766398   -0.471532792
   20.037874992   -0.543998038   -0.471436475
   20.061843742   -0.529128496   -0.471337607
   20.085812492   -0.514173683   -0.471236182
   20.109781242   -0.499148897   -0.471132188
   20.133749992   -0.484068876   -0.471025620
   20.157718742   -0.468947878   -0.470916471
   20.181687492   -0.453799779   -0.470804737
   20.205656242   -0.438638185   -0.470690416
   20.229624991   -0.423476563   -0.470573509
   20.253593741   -0.408328391   -0.470454021
   20.277562491   -0.393207301   -0.470331960
   20.301531241   -0.378127249   -0.470207339
   20.325499991   -0.363102672   -0.470080175
   20.349468741   -0.348148647   -0.469950490
   20.373437491   -0.333281054   -0.469818310
   20.397406241   -0.318516714   -0.469683667
   20.421374991   -0.303873524   -0.469546599
   20.445343741   -0.289370571   -0.469407148
   20.469312491   -0.275028225   -0.469265360
   20.493281241   -0.260868207   -0.469121287
   20.517249991   -0.246913630   -0.468974983
   20.541218741   -0.233189007   -0.468826508
   20.565187491   -0.219720238   -0.468675921
   20.589156241   -0.206534548   -0.468523285
   20.613124991   -0.193660404   -0.468368666
   20.637093741   -0.181127397   -0.468212127
   20.661062491   -0.168966087   -0.468053731
   20.685031241   -0.157207823   -0.467893543
   20.708999991   -0.145884529   -0.467731621
   20.732968741   -0.135028468   -0.467568025
   20.756937491   -0.124671987   -0.467402809
   20.780906241   -0.114847235   -0.467236023
   20.804874991   -0.105585871   -0.467067715
   20.828843741   -0.096918771   -0.466897925
   20.852812491   -0.088875714   -0.466726692
   20.876781241   -0.081485088   -0.466554048
   20.900749991   -0.074773582   -0.466380022
   20.924718741   -0.068765911   -0.466204636
   20.948687491   -0.063484537   -0.466027913
   20.972656241   -0.058949423   -0.465849867
   20.996624991   -0.055177811   -0.465670513
   21.020593741   -0.052184025   -0.465489862
   21.044562491   -0.049979309   -0.465307924
   21.068531241   -0.048571700   -0.465124707
   21.092499991   -0.047965940   -0.464940219
   21.116468741   -0.048163425   -0.464754466
   21.140437491   -0.049162195   -0.464567456
   21.164406241   -0.050956960   -0.464379196
   21.188374991   -0.053539175   -0.464189694
   21.212343741   -0.056897138   -0.463998955
   21.236312491   -0.061016137   -0.463806987
   21.260281241   -0.065878626   -0.463613793
   21.284249991   -0.071464423   -0.463419377
   21.308218741   -0.077750947   -0.463223738
   21.332187491   -0.084713467   -0.463026871
   21.356156241   -0.092325370   -0.462828762
   21.380124991   -0.100558452   -0.462629394
   21.404093741   -0.109383196   -0.462428737
   21.428062491   -0.118769078   -0.462226750
   21.452031241   -0.128684849   -0.462023379
   21.475999991   -0.139098826   -0.461818554
   21.499968741   -0.149979165   -0.461612191
   21.523937491   -0.161294119   -0.461404183
   21.547906241   -0.173012283   -0.461194406
   21.571874991   -0.185102807   -0.460982713
   21.595843741   -0.197535594   -0.460768936
   21.619812491   -0.210281467   -0.460552883
   21.643781241   -0.223312306   -0.460334340
   21.667749991   -0.236601157   -0.460113068
   21.691718741   -0.250122313   -0.459888807
   21.715687491   -0.263851361   -0.459661276
   21.739656241   -0.277765202   -0.459430173
   21.763624991   -0.291842042   -0.459195177
   21.787593741   -0.306061359   -0.458955952
   21.811562491   -0.320403842   -0.458712148
   21.835531241   -0.334851313   -0.458463403
   21.859499991   -0.349386626   -0.458209348
   21.883468741   -0.363993554   -0.457949610
   21.907437491   -0.378656661   -0.457683810
   21.931406241   -0.393361166   -0.457411574
   21.955374991   -0.408092802   -0.457132531
   21.979343741   -0.422837672   -0.456846316
   22.003312491   -0.437582109   -0.456552574
   22.027281241   -0.452312535   -0.456250958
   22.051249991   -0.467015333   -0.455941138
   22.075218741   -0.481676725   -0.455622794
   22.099187491   -0.496282661   -0.455295620
   22.123156241   -0.510818730   -0.454959321
   22.147124991   -0.525270077   -0.454613617
   22.171093741   -0.539621341   -0.454258234
   22.195062491   -0.553856611   -0.453892905
   22.219031241   -0.567959401   -0.453517364
   22.242999991   -0.581912640   -0.453131346
   22.266968741   -0.595698681   -0.452734574
   22.290937491   -0.609299329   -0.452326761
   22.314906241   -0.622695880   -0.451907595
   22.338874991   -0.635869181   -0.451476741
   22.362843741   -0.648799697   -0.451033825
   22.386812491   -0.661467593   -0.450578432
   22.410781241   -0.673852826   -0.450110092
   22.434749991   -0.685935237   -0.449628280
   22.458718741   -0.697694663   -0.449132400
   22.482687491   -0.709111035   -0.448621779
   22.506656241   -0.720164490   -0.448095665
   22.530624991   -0.730835479   -0.447553212
   22.554593741   -0.741104870   -0.446993481
   22.578562491   -0.750954047   -0.446415427
   22.602531241   -0.760365008   -0.445817903
   22.626499990   -0.769320454   -0.445199650
   22.650468740   -0.777803863   -0.444559296
   22.674437490   -0.785799569   -0.443895356
   22.698406240   -0.793292821   -0.443206230
   22.722374990   -0.800269831   -0.442490208
   22.746343740   -0.806717825   -0.441745465
   22.770312490   -0.812625068   -0.440970073
   22.794281240   -0.817980890   -0.440161997
   22.818249990   -0.822775699   -0.439319110
   22.842218740   -0.827000990   -0.438439191
   22.866187490   -0.830649336   -0.437519938
   22.890156240   -0.833714386   -0.436558975
   22.914124990   -0.836190846   -0.435553860
   22.938093740   -0.838074464   -0.434502097
   22.962062490   -0.839361999   -0.433401145
   22.986031240   -0.840051206   -0.432248428
   23.009999990   -0.840140798   -0.431041347
   23.033968740   -0.839630427   -0.429777289
   23.057937490   -0.838520650   -0.428453641
   23.081906240   -0.836812904   -0.427067795
   23.105874990   -0.834509481   -0.425617163
   23.129843740   -0.831613504   -0.424099185
   23.153812490   -0.828128908   -0.422511336
   23.177781240   -0.824060416   -0.420851137
   23.201749990   -0.819413530   -0.419116163
   23.225718740   -0.814194513   -0.417304049
   23.249687490   -0.808410380   -0.415412494
   23.273656240   -0.802068890   -0.413439271
   23.297624990   -0.795178533   -0.411382230
   23.321593740   -0.787748532   -0.409239299
   23.345562490   -0.779788828   -0.407008492
   23.369531240   -0.771310080   -0.404687909
   23.393499990   -0.762323650   -0.402275738
   23.417468740   -0.752841599   -0.399770255
   23.441437490   -0.742876671   -0.397169830
   23.465406240   -0.732442276   -0.394472921
   23.489374990   -0.721552474   -0.391678077
   23.513343740   -0.710221946   -0.388783941
   23.537312490   -0.698465967   -0.385789242
   23.561281240   -0.686300370   -0.382692802
   23.585249990   -0.673741508   -0.379493531
   23.609218740   -0.660806210   -0.376190427
   23.633187490   -0.647511727   -0.372782579
   23.657156240   -0.633875682   -0.369269162
   23.681124990   -0.619916008   -0.365649438
   23.705093740   -0.605650887   -0.361922758
   23.729062490   -0.591098688   -0.358088562
   23.753031240   -0.576277895   -0.354146375
   23.776999990   -0.561207043   -0.350095816
   23.800968740   -0.545904652   -0.345936591
   23.824937490   -0.530389157   -0.341668498
   23.848906240   -0.514678850   -0.337291429
   23.872874990   -0.498791820   -0.332805369
   23.896843740   -0.482745896   -0.328210400
   23.920812490   -0.466558602   -0.323506703
   23.944781240   -0.450247117   -0.318694559
   23.968749990   -0.433828238   -0.313774352
   23.992718740   -0.417318359   -0.308746568
   24.016687490   -0.400733456   -0.303611802
   24.040656240   -0.384089076   -0.298370758
   24.064624990   -0.367400348   -0.293024249
   24.088593740   -0.350681989   -0.287573199
   24.112562490   -0.333948329   -0.282018651
   24.136531240   -0.317213341   -0.276361756
   24.160499990   -0.300490674   -0.270603789
   24.184468740   -0.283793705   -0.264746135
   24.208437490   -0.267135579   -0.258790303
   24.232406240   -0.250529266   -0.252737915
   24.256374990   -0.233987618   -0.246590716
   24.280343740   -0.217523418   -0.240350564
   24.304312490   -0.201149437   -0.234019439
   24.328281240   -0.184878485   -0.227599433
   24.352249990   -0.168723455   -0.221092755
   24.376218740   -0.152697363   -0.214501727
   24.400187490   -0.136813378   -0.207828784
   24.424156240   -0.121084841   -0.201076467
   24.448124990   -0.105525276   -0.194247426
   24.472093740   -0.090148387   -0.187344414
   24.496062490   -0.074968038   -0.180370286
   24.520031240   -0.059998228   -0.173327991
   24.543999990   -0.045253045   -0.166220576
   24.567968740   -0.030746604   -0.159051174
   24.591937490   -0.016492980   -0.151823008
   24.615906240   -0.002506121   -0.144539378
   24.639874990    0.011200249   -0.137203664
   24.663843740    0.024612735   -0.129819318
   24.687812490    0.037718390   -0.122389856
   24.711781240    0.050504834   -0.114918861
   24.735749990    0.062960386   -0.107409969
   24.759718740    0.075074186   -0.099866870
   24.783687490    0.086836333   -0.092293300
   24.807656240    0.098238002   -0.084693034
   24.831624990    0.109271575   -0.077069884
   24.855593740    0.119930742   -0.069427690
   24.879562490    0.130210612   -0.061770314
   24.903531240    0.140107797   -0.054101639
   24.927499990    0.149620487   -0.046425556
   24.951468740    0.158748504   -0.038745964
   24.975437490    0.167493341   -0.031066761
   24.999406239    0.175858178   -0.023391838
   25.023374989    0.183847876   -0.015725076
   25.047343739    0.191468952   -0.008070337
   25.071312489    0.198729531   -0.000431459
   25.095281239    0.205639275    0.007187748
   25.119249989    0.212209292    0.014783509
   25.143218739    0.218452024    0.022352090
   25.167187489    0.224381121    0.029889802
   25.191156239    0.230011293    0.037393007
   25.215124989    0.235358151    0.044858125
   25.239093739    0.240438036    0.052281634
   25.263062489    0.245267838    0.059660079
   25.287031239    0.249864812    0.066990078
   25.310999989    0.254246388    0.074268321
   25.334968739    0.258429983    0.081491580
   25.358937489    0.262432816    0.088656710
   25.382906239    0.266271729    0.095760652
   25.406874989    0.269963022    0.102800442
   25.430843739    0.273522291    0.109773208
   25.454812489    0.276964288    0.116676177
   25.478781239    0.280302800    0.123506678
   25.502749989    0.283550535    0.130262144
   25.526718739    0.286719042    0.136940114
   25.550687489    0.289818643    0.143538235
   25.574656239    0.292858388    0.150054267
   25.598624989    0.295846037    0.156486080
   25.622593739    0.298788058    0.162831659
   25.646562489    0.301689645    0.169089101
   25.670531239    0.304554764    0.175256620
   25.694499989    0.307386209    0.181332544
   25.718468739    0.310185677    0.187315318
   25.742437489    0.312953860    0.193203499
   25.766406239    0.315690547    0.198995760
   25.790374989    0.318394738    0.204690886
   25.814343739    0.321064758    0.210287774
   25.838312489    0.323698387    0.215785431
   25.862281239    0.326292983    0.221182971
   25.886249989    0.328845609    0.226479618
   25.910218739    0.331353151    0.231674696
   25.934187489    0.333812437    0.236767634
   25.958156239    0.336220346    0.241757960
   25.982124989    0.338573904    0.246645300
   26.006093739    0.340870377    0.251429374
   26.030062489    0.343107339    0.256109996
   26.054031239    0.345282741    0.260687071
   26.077999989    0.347394955    0.265160592
   26.101968739    0.349442809    0.269530642
   26.125937489    0.351425608    0.273797387
   26.149906239    0.353343139    0.277961078
   26.173874989    0.355195665    0.282022050
   26.197843739    0.356983905    0.285980723
   26.221812489    0.358709009    0.289837594
   26.245781239    0.360372514    0.293593249
   26.269749989    0.361976303    0.297248350
   26.293718739    0.363522548    0.300803645
   26.317687489    0.365013656    0.304259967
   26.341656239    0.366452213    0.307618228
   26.365624989    0.367840917    0.310879428
   26.389593739    0.369182524    0.314044652
   26.413562489    0.370479792    0.317115071
   26.437531239    0.371735423    0.320091943
   26.461499989    0.372952022    0.322976613
   26.485468739    0.374132048    0.325770513
   26.509437489    0.375277785    0.328475164
   26.533406239    0.376391308    0.331092172
   26.557374989    0.377474468    0.333623230
   26.581343739    0.378528878    0.336070113
   26.605312489    0.379555904    0.338434680
   26.629281239    0.380556674    0.340718866
   26.653249989    0.381532082    0.342924682
   26.677218739    0.382482805    0.345054209
   26.701187489    0.383409326    0.347109592
   26.725156239    0.384311953    0.349093036
   26.749124989    0.385190853    0.351006796
   26.773093739    0.386046077    0.352853172
   26.797062489    0.386877596    0.354634499
   26.821031239    0.387685332    0.356353141
   26.844999989    0.388469186    0.358011477
   26.868968739    0.389229070    0.359611893
   26.892937489    0.389964931    0.361156776
   26.916906239    0.390676779    0.362648495
   26.940874989    0.391364698    0.364089401
   26.964843739    0.392028872    0.365481805
   26.988812489    0.392669587    0.366827978
   27.012781239    0.393287240    0.368130135
   27.036749989    0.393882341    0.369390429
   27.060718739    0.394455510    0.370610939
   27.084687489    0.395007471    0.371793663
   27.108656239    0.395539039    0.372940512
   27.132624989    0.396051107    0.374053304
   27.156593739    0.396544632    0.375133756
   27.180562489    0.397020614    0.376183481
   27.204531239    0.397480079    0.377203986
   27.228499989    0.397924058    0.378196670
   27.252468739    0.398353568    0.379162821
   27.276437489    0.398769593    0.380103620
   27.300406239    0.399173066    0.381020140
   27.324374989    0.399564857    0.381913350
   27.348343739    0.399945754    0.382784117
   27.372312488    0.400316461    0.383633216
   27.396281238    0.400677582    0.384461327
   27.420249988    0.401029624    0.385269052
   27.444218738    0.401372992    0.386056913
   27.468187488    0.401707993    0.386825363
   27.492156238    0.402034840    0.387574796
   27.516124988    0.402353660    0.388305553
   27.540093738    0.402664503    0.389017929
   27.564062488    0.402967355    0.389712183
   27.588031238    0.403262151    0.390388548
   27.611999988    0.403548788    0.391047233
   27.635968738    0.403827139    0.391688436
   27.659937488    0.404097072    0.392312346
   27.683906238    0.404358459    0.392919154
   27.707874988    0.404611189    0.393509052
   27.731843738    0.404855185    0.394082246
   27.755812488    0.405090407    0.394638950
   27.779781238    0.405316866    0.395179399
   27.803749988    0.405534627    0.395703842
   27.827718738    0.405743812    0.396212550
   27.851687488    0.405944602    0.396705815
   27.875656238    0.406137238    0.397183947
   27.899624988    0.406322016    0.397647278
   27.923593738    0.406499281    0.398096157
   27.947562488    0.406669422    0.398530949
   27.971531238    0.406832862    0.398952034
   27.995499988    0.406990052    0.399359803
   28.019468738    0.407141455    0.399754656
   28.043437488    0.407287541    0.400136997
   28.067406238    0.407428775    0.400507235
   28.091374988    0.407565602    0.400865776
   28.115343738    0.407698446    0.401213024
   28.139312488    0.407827694    0.401549376
   28.163281238    0.407953694    0.401875219
   28.187249988    0.408076743    0.402190931
   28.211218738    0.408197090    0.402496875
   28.235187488    0.408314928    0.402793399
   28.259156238    0.408430397    0.403080835
   28.283124988    0.408543582    0.403359500
   28.307093738    0.408654517    0.403629692
   28.331062488    0.408763192    0.403891692
   28.355031238    0.408869552    0.404145763
   28.378999988    0.408973511    0.404392153
   28.402968738    0.409074954    0.404631094
   28.426937488    0.409173748    0.404862802
   28.450906238    0.409269752    0.405087482
   28.474874988    0.409362820    0.405305325
   28.498843738    0.409452815    0.405516513
   28.522812488    0.409539613    0.405721219
   28.546781238    0.409623112    0.405919610
   28.570749988    0.409703237    0.406111845
   28.594718738    0.409779943    0.406298079
   28.618687488    0.409853223    0.406478466
   28.642656238    0.409923105    0.406653157
   28.666624988    0.409989655    0.406822301
   28.690593738    0.410052978    0.406986047
   28.714562488    0.410113210    0.407144546
   28.738531238    0.410170524    0.407297947
   28.762499988    0.410225115    0.407446402
   28.786468738    0.410277204    0.407590061
   28.810437488    0.410327026    0.407729076
   28.834406238    0.410374825    0.407863600
   28.858374988    0.410420851    0.407993783
   28.882343738    0.410465346    0.408119775
   28.906312488    0.410508545    0.408241725
   28.930281238    0.410550665    0.408359777
   28.954249988    0.410591903    0.408474074
   28.978218738    0.410632430    0.408584755
   29.002187488    0.410672385    0.408691953
   29.026156238    0.410711876    0.408795796
   29.050124988    0.410750979    0.408896407
   29.074093738    0.410789734    0.408993903
   29.098062488    0.410828148    0.409088393
   29.122031238    0.410866199    0.409179982
   29.145999988    0.410903834    0.409268767
   29.169968738    0.410940977    0.409354838
   29.193937488    0.410977531    0.409438280
   29.217906238    0.411013385    0.409519172
   29.241874988    0.411048418    0.409597586
   29.265843738    0.411082505    0.409673592
   29.289812488    0.411115521    0.409747254
   29.313781238    0.411147349    0.409818631
   29.337749988    0.411177884    0.409887781
   29.361718738    0.411207036    0.409954759
   29.385687488    0.411234735    0.410019619
   29.409656238    0.411260935    0.410082411
   29.433624988    0.411285613    0.410143186
   29.457593738    0.411308772    0.410201997
   29.481562488    0.411330442    0.410258894
   29.505531238    0.411350678    0.410313928
   29.529499988    0.411369557    0.410367152
   29.553468738    0.411387179    0.410418618
   29.577437488    0.411403662    0.410468381
   29.601406238    0.411419138    0.410516496
   29.625374988    0.411433748    0.410563016
   29.649343738    0.411447641    0.410607999
   29.673312488    0.411460965    0.410651500
   29.697281238    0.411473867    0.410693574
   29.721249988    0.411486484    0.410734277
   29.745218737    0.411498942    0.410773662
   29.769187487    0.411511354    0.410811784
   29.793156237    0.411523811    0.410848692
   29.817124987    0.411536387    0.410884436
   29.841093737    0.411549133    0.410919064
   29.865062487    0.411562077    0.410952619
   29.889031237    0.411575224    0.410985143
   29.912999987    0.411588557    0.411016675
   29.936968737    0.411602040    0.411047251
   29.960937487    0.411615618    0.411076904
   29.984906237    0.411629220    0.411105663
   30.008874987    0.411642764    0.411133557
   30.032843737    0.411656157    0.411160608
   30.056812487    0.411669303    0.411186841
   30.080781237    0.411682105    0.411212275
   30.104749987    0.411694467    0.411236928
   30.128718737    0.411706301    0.411260818
   30.152687487    0.411717527    0.411283960
   30.176656237    0.411728079    0.411306370
   30.200624987    0.411737905    0.411328062
   30.224593737    0.411746969    0.411349050
   30.248562487    0.411755254    0.411369350
   30.272531237    0.411762762    0.411388977
   30.296499987    0.411769511    0.411407947
   30.320468737    0.411775539    0.411426276
   30.344437487    0.411780898    0.411443981
   30.368406237    0.411785657    0.411461081
   30.392374987    0.411789893    0.411477594
   30.416343737    0.411793696    0.411493542
   30.440312487    0.411797160    0.411508944
   30.464281237    0.411800383    0.411523821
   30.488249987    0.411803461    0.411538196
   30.512218737    0.411806489    0.411552090
   30.536187487    0.411809553    0.411565524
   30.560156237    0.411812733    0.411578520
   30.584124987    0.411816094    0.411591098
   30.608093737    0.411819691    0.411603280
   30.632062487    0.411823561    0.411615083
   30.656031237    0.411827729    0.411626526
   30.679999987    0.411832201    0.411637625
   30.703968737    0.411836968    0.411648397
   30.727937487    0.411842008    0.411658854
   30.751906237    0.411847282    0.411669008
   30.775874987    0.411852742    0.411678872
   30.799843737    0.411858328    0.411688453
   30.823812487    0.411863974    0.411697759
   30.847781237    0.411869610    0.411706797
   30.871749987    0.411875160    0.411715573
   30.895718737    0.411880553    0.411724091
   30.919687487    0.411885718    0.411732354
   30.943656237    0.411890592    0.411740365
   30.967624987    0.411895119    0.411748127
   30.991593737    0.411899252    0.411755643
   31.015562487    0.411902957    0.411762914
   31.039531237    0.411906212    0.411769944
   31.063499987    0.411909007    0.411776736
   31.087468737    0.411911347    0.411783293
   31.111437487    0.411913248    0.411789619
   31.135406237    0.411914739    0.411795720
   31.159374987    0.411915861    0.411801600
   31.183343737    0.411916664    0.411807267
   31.207312487    0.411917204    0.411812726
   31.231281237    0.411917545    0.411817987
   31.255249987    0.411917752    0.411823057
   31.279218737    0.411917892    0.411827945
   31.303187487    0.411918032    0.411832660
   31.327156237    0.411918234    0.411837212
   31.351124987    0.411918555    0.411841611
   31.375093737    0.411919043    0.411845864
   31.399062487    0.411919740    0.411849982
   31.423031237    0.411920676    0.411853974
   31.446999987    0.411921870    0.411857846
   31.470968737    0.411923332    0.411861608
   31.494937487    0.411925058    0.411865266
   31.518906237    0.411927035    0.411868826
   31.542874987    0.411929239    0.411872292
   31.566843737    0.411931636    0.411875670
   31.590812487    0.411934187    0.411878962
   31.614781237    0.411936845    0.411882172
   31.638749987    0.411939559    0.411885300
   31.662718737    0.411942276    0.411888348
   31.686687487    0.411944943    0.411891316
   31.710656237    0.411947509    0.411894204
   31.734624987    0.411949925    0.411897012
   31.758593737    0.411952148    0.411899738
   31.782562487    0.411954141    0.411902382
   31.806531237    0.411955876    0.411904942
   31.830499987    0.411957333    0.411907419
   31.854468737    0.411958500    0.411909810
   31.878437487    0.411959376    0.411912117
   31.902406237    0.411959969    0.411914338
   31.926374987    0.411960295    0.411916475
   31.950343737    0.411960379    0.411918529
   31.974312487    0.411960254    0.411920502
   31.998281237    0.411959956    0.411922395
   32.022249987    0.411959529    0.411924212
   32.046218737    0.411959016    0.411925956
   32.070187487    0.411958465    0.411927630
   32.094156237    0.411957921    0.411929238
   32.118124987    0.411957429    0.411930785
   32.142093736    0.411957027    0.411932276
   32.166062486    0.411956752    0.411933715
   32.190031236    0.411956634    0.411935106
   32.213999986    0.411956694    0.411936454
   32.237968736    0.411956949    0.411937763
   32.261937486    0.411957405    0.411939037
   32.285906236    0.411958061    0.411940280
   32.309874986    0.411958910    0.411941494
   32.333843736    0.411959936    0.411942683
   32.357812486    0.411961116    0.411943848
   32.381781236    0.411962423    0.411944991
   32.405749986    0.411963825    0.411946113
   32.429718736    0.411965288    0.411947214
   32.453687486    0.411966773    0.411948295
   32.477656236    0.411968244    0.411949354
   32.501624986    0.411969664    0.411950392
   32.525593736    0.411970999    0.411951407
   32.549562486    0.411972219    0.411952397
   32.573531236    0.411973297    0.411953362
   32.597499986    0.411974212    0.411954299
   32.621468736    0.411974949    0.411955207
   32.645437486    0.411975501    0.411956085
   32.669406236    0.411975864    0.411956932
   32.693374986    0.411976043    0.411957746
   32.717343736    0.411976049    0.411958526
   32.741312486    0.411975898    0.411959273
   32.765281236    0.411975611    0.411959987
   32.789249986    0.411975214    0.411960666
   32.813218736    0.411974734    0.411961314
   32.837187486    0.411974202    0.411961929
   32.861156236    0.411973649    0.411962515
   32.885124986    0.411973106    0.411963072
   32.909093736    0.411972602    0.411963602
   32.933062486    0.411972163    0.411964109
   32.957031236    0.411971813    0.411964593
   32.980999986    0.411971571    0.411965058
   33.004968736    0.411971451    0.411965505
   33.028937486    0.411971464    0.411965938
   33.052906236    0.411971612    0.411966359
   33.076874986    0.411971895    0.411966769
   33.100843736    0.411972305    0.411967171
   33.124812486    0.411972833    0.411967566
   33.148781236    0.411973461    0.411967956
   33.172749986    0.411974171    0.411968341
   33.196718736    0.411974942    0.411968723
   33.220687486    0.411975749    0.411969102
   33.244656236    0.411976568    0.411969478
   33.268624986    0.411977375    0.411969851
   33.292593736    0.411978147    0.411970221
   33.316562486    0.411978861    0.411970586
   33.340531236    0.411979499    0.411970946
   33.364499986    0.411980045    0.411971301
   33.388468736    0.411980488    0.411971647
   33.412437486    0.411980819    0.411971985
