#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.248000000000001E+02  0.116082134014937E+01  0.299288224407252E+00  0.807764107112181E+00  0.208261406812529E+00
     0.249000000000001E+02  0.115230138392511E+01  0.292878247760215E+00  0.815167535218382E+00  0.207189579632831E+00
     0.250000000000001E+02  0.114343964512827E+01  0.287408786869505E+00  0.822584106656231E+00  0.206760279127528E+00
     0.251000000000001E+02  0.113438403117645E+01  0.282910163719881E+00  0.829916480218392E+00  0.206977355850923E+00
     0.252000000000001E+02  0.112527921070490E+01  0.279391124580629E+00  0.837066560912149E+00  0.207831945687136E+00
     0.253000000000001E+02  0.111626566931210E+01  0.276841466584310E+00  0.843935816397442E+00  0.209301813660967E+00
     0.254000000000001E+02  0.110747950352200E+01  0.275233639498983E+00  0.850425994552865E+00  0.211350043825599E+00
     0.255000000000001E+02  0.109905241426681E+01  0.274523236227494E+00  0.856440593836462E+00  0.213923230962037E+00
     0.256000000000001E+02  0.109111138279766E+01  0.274648439191501E+00  0.861887413465518E+00  0.216949466937238E+00
     0.257000000000001E+02  0.108377754456835E+01  0.275528637178151E+00  0.866682437570733E+00  0.220336573761740E+00
     0.258000000000001E+02  0.107716382969137E+01  0.277062587057067E+00  0.870755157015146E+00  0.223971200894319E+00
     0.259000000000001E+02  0.107137103714542E+01  0.279126675106018E+00  0.874055178369787E+00  0.227719536312647E+00
     0.260000000000001E+02  0.106648218948791E+01  0.281574021553814E+00  0.876559606109568E+00  0.231430412862696E+00
     0.261000000000001E+02  0.106255530977498E+01  0.284235328147604E+00  0.878280249528138E+00  0.234941440350109E+00
     0.262000000000001E+02  0.105961518582521E+01  0.286922417395310E+00  0.879269300894257E+00  0.238088389755940E+00
     0.263000000000001E+02  0.105764520300172E+01  0.289435254888566E+00  0.879621916684927E+00  0.240717390802420E+00
     0.264000000000001E+02  0.105658082503106E+01  0.291572792607494E+00  0.879474286747405E+00  0.242698682143778E+00
     0.265000000000001E+02  0.105630659578280E+01  0.293147197353677E+00  0.878996404740852E+00  0.243939906805925E+00
     0.266000000000001E+02  0.105665840426188E+01  0.294000041299443E+00  0.878379798549567E+00  0.244396576990804E+00
     0.267000000000001E+02  0.105743205017043E+01  0.294018097790435E+00  0.877821674849567E+00  0.244077583043643E+00
     0.268000000000001E+02  0.105839791048066E+01  0.293145875040504E+00  0.877507874733037E+00  0.243044521579534E+00
     0.269000000000001E+02  0.105932004012903E+01  0.291392250965984E+00  0.877597365424590E+00  0.241404922087323E+00
     0.270000000000001E+02  0.105997683356718E+01  0.288829618122703E+00  0.878210573611708E+00  0.239300724860146E+00
     0.271000000000001E+02  0.106017989789366E+01  0.285585536724533E+00  0.879422868812928E+00  0.236894184182089E+00
     0.272000000000001E+02  0.105978824499259E+01  0.281828494189301E+00  0.881263311833728E+00  0.234353526123619E+00
     0.273000000000001E+02  0.105871611799394E+01  0.277750437707600E+00  0.883717792435964E+00  0.231840244506873E+00
     0.274000000000001E+02  0.105693425757654E+01  0.273548985030559E+00  0.886735138029013E+00  0.229499134179784E+00
     0.275000000000001E+02  0.105446567286465E+01  0.269411686233657E+00  0.890234716607743E+00  0.227451345564873E+00
     0.276000000000001E+02  0.105137768008876E+01  0.265503730955190E+00  0.894114357925052E+00  0.225790125114378E+00
     0.277000000000001E+02  0.104777205216031E+01  0.261959468729879E+00  0.898257891543524E+00  0.224578580394469E+00
     0.278000000000001E+02  0.104377473963342E+01  0.258877333465907E+00  0.902542083525916E+00  0.223848766455118E+00
     0.279000000000001E+02  0.103952602043686E+01  0.256317368388803E+00  0.906843134808081E+00  0.223601565796090E+00
     0.280000000000001E+02  0.103517133278303E+01  0.254300523330724E+00  0.911043124328311E+00  0.223807147625201E+00
     0.281000000000001E+02  0.103085259297381E+01  0.252809151737332E+00  0.915036808966669E+00  0.224406167341499E+00
     0.282000000000001E+02  0.102669958025555E+01  0.251788555541146E+00  0.918739013714921E+00  0.225312227287556E+00
     0.283000000000001E+02  0.102282102352477E+01  0.251149895260078E+00  0.922092458444750E+00  0.226416371028863E+00
     0.284000000000002E+02  0.101929535881795E+01  0.250775175345035E+00  0.925075312365505E+00  0.227594407900426E+00
     0.285000000000002E+02  0.101616170840233E+01  0.250525185306820E+00  0.927707162613716E+00  0.228717542594359E+00
     0.286000000000002E+02  0.101341234690433E+01  0.250251069670724E+00  0.930051647767106E+00  0.229666058849300E+00
     0.287000000000002E+02  0.101098853478312E+01  0.249809506943521E+00  0.932214019634815E+00  0.230344773059933E+00
     0.288000000000002E+02  0.100878178198790E+01  0.249080345905671E+00  0.934332572051087E+00  0.230697941212634E+00
     0.289000000000002E+02  0.100664204243625E+01  0.247984273968113E+00  0.936564187425071E+00  0.230720733142685E+00
     0.290000000000002E+02  0.100439295305758E+01  0.246497209561115E+00  0.939065826107167E+00  0.230464685186168E+00
     0.291000000000002E+02  0.100185235524565E+01  0.244658175332160E+00  0.941974994603808E+00  0.230035775413016E+00
     0.292000000000002E+02  0.998854690555821E+00  0.242568654082314E+00  0.945392512549756E+00  0.229585535831126E+00
     0.293000000000002E+02  0.995271215883958E+00  0.240383512154019E+00  0.949370096334222E+00  0.229297215119529E+00
     0.294000000000002E+02  0.991024693692303E+00  0.238295671290342E+00  0.953903748283449E+00  0.229369798240521E+00
     0.295000000000002E+02  0.986096977947748E+00  0.236517956365449E+00  0.958932348515245E+00  0.230002448476791E+00
     0.296000000000002E+02  0.980529953031323E+00  0.235265522883325E+00  0.964339792044538E+00  0.231380902450930E+00
     0.297000000000002E+02  0.974421790848848E+00  0.234741168914402E+00  0.969958774956839E+00  0.233666014831014E+00
     0.298000000000002E+02  0.967921046762460E+00  0.235124251219042E+00  0.975574854626205E+00  0.236983489479184E+00
     0.299000000000002E+02  0.961220751719924E+00  0.236562462479635E+00  0.980930457736611E+00  0.241413144887099E+00
     0.300000000000002E+02  0.954553681163007E+00  0.239164755911692E+00  0.985729841175208E+00  0.246975986276963E+00
     0.301000000000002E+02  0.948188719515173E+00  0.242993334533262E+00  0.989647416594093E+00  0.253617999055492E+00
     0.302000000000002E+02  0.942426906833315E+00  0.248052840244584E+00  0.992343066755196E+00  0.261191095480028E+00
     0.303000000000002E+02  0.937594473973035E+00  0.254275703850977E+00  0.993488608861310E+00  0.269434198151431E+00
     0.304000000000003E+02  0.934029120365757E+00  0.261504186192414E+00  0.992808509937644E+00  0.277960906973093E+00
     0.305000000000003E+02  0.932055393711851E+00  0.269472122641614E+00  0.990134209072939E+00  0.286263637138982E+00
     0.306000000000003E+02  0.931946113249339E+00  0.277792687237589E+00  0.985464382734284E+00  0.293745309052484E+00
     0.307000000000003E+02  0.933870395176766E+00  0.285961758398549E+00  0.979014678672423E+00  0.299785452517922E+00
     0.308000000000003E+02  0.937835534574577E+00  0.293387613548181E+00  0.971234560673062E+00  0.303835991969152E+00
     0.309000000000003E+02  0.943638408243965E+00  0.299453731111974E+00  0.962772567002357E+00  0.305525755291820E+00
     0.310000000000003E+02  0.950847786663776E+00  0.303610553289310E+00  0.954387723853175E+00  0.304740873308725E+00
     0.311000000000003E+02  0.958835758460678E+00  0.305476643989359E+00  0.946828092426706E+00  0.301651107144455E+00
     0.312000000000003E+02  0.966861194213099E+00  0.304918088677625E+00  0.940713489247160E+00  0.296671912008998E+00
     0.313000000000003E+02  0.974186144317205E+00  0.302077070449821E+00  0.936457039122647E+00  0.290377974097088E+00
     0.314000000000003E+02  0.980190258819306E+00  0.297338736040567E+00  0.934241222904879E+00  0.283400188765535E+00
     0.315000000000003E+02  0.984449627441703E+00  0.291250089743536E+00  0.934041567520400E+00  0.276336831038742E+00
     0.316000000000003E+02  0.986763790969714E+00  0.284420819479804E+00  0.935677678197358E+00  0.269695964158074E+00
     0.317000000000003E+02  0.987136136619958E+00  0.277435810299110E+00  0.938870332788569E+00  0.263870647502466E+00
     0.318000000000003E+02  0.985726378031537E+00  0.270796676755170E+00  0.943290265235905E+00  0.259138717127050E+00
     0.319000000000003E+02  0.982795548439670E+00  0.264894872915345E+00  0.948592725138891E+00  0.255676116739668E+00
     0.320000000000003E+02  0.978657815523582E+00  0.260009167216042E+00  0.954438102169111E+00  0.253574489640675E+00
     0.321000000000003E+02  0.973645412529410E+00  0.256317117802932E+00  0.960502042602001E+00  0.252857058673953E+00
     0.322000000000003E+02  0.968086876034453E+00  0.253911535478567E+00  0.966479362418913E+00  0.253489913968630E+00
     0.323000000000003E+02  0.962295555435479E+00  0.252815997761376E+00  0.972085757000606E+00  0.255388096908038E+00
     0.324000000000003E+02  0.956564365113471E+00  0.252996476708723E+00  0.977060553375918E+00  0.258417401432113E+00
     0.325000000000003E+02  0.951162988077440E+00  0.254368400008970E+00  0.981172833438828E+00  0.262393897683687E+00
     0.326000000000003E+02  0.946334494089154E+00  0.256799994863521E+00  0.984232144075718E+00  0.267084007950518E+00
     0.327000000000003E+02  0.942289294673946E+00  0.260113797733817E+00  0.986103549146453E+00  0.272208482657159E+00
     0.328000000000003E+02  0.939195499353158E+00  0.264088907384413E+00  0.986724916674534E+00  0.277453528379365E+00
     0.329000000000003E+02  0.937166139436604E+00  0.268466871435882E+00  0.986122347088563E+00  0.282491193647937E+00
     0.330000000000003E+02  0.936245362927647E+00  0.272963788095811E+00  0.984418254928318E+00  0.287008669496254E+00
     0.331000000000003E+02  0.936397275257374E+00  0.277289976276832E+00  0.981826806033093E+00  0.290742763724985E+00
     0.332000000000003E+02  0.937501980016392E+00  0.281176336462035E+00  0.978633868826105E+00  0.293512645135299E+00
     0.333000000000003E+02  0.939362819716911E+00  0.284403730806310E+00  0.975163014887240E+00  0.295242683398774E+00
     0.334000000000003E+02  0.941726455000879E+00  0.286829398586762E+00  0.971733768748098E+00  0.295968973788896E+00
     0.335000000000003E+02  0.944313748471504E+00  0.288403852817000E+00  0.968621063656132E+00  0.295827575453921E+00
     0.336000000000003E+02  0.946855851295762E+00  0.289173564206434E+00  0.966024330727456E+00  0.295027694494688E+00
     0.337000000000003E+02  0.949128082415477E+00  0.289268504347557E+00  0.964051224757617E+00  0.293816673499280E+00
     0.338000000000003E+02  0.950975001403127E+00  0.288877685628663E+00  0.962716512891728E+00  0.292444404690263E+00
     0.339000000000003E+02  0.952322996249669E+00  0.288218460338460E+00  0.961953137908551E+00  0.291133001531621E+00
     0.340000000000003E+02  0.953180237169656E+00  0.287505687099441E+00  0.961630968725249E+00  0.290054662925459E+00
     0.341000000000003E+02  0.953626486131357E+00  0.286925335178832E+00  0.961579107850600E+00  0.289318104974480E+00
     0.342000000000003E+02  0.953796287189919E+00  0.286614816454121E+00  0.961608965323169E+00  0.288962518305397E+00
     0.343000000000003E+02  0.953858693130663E+00  0.286650418628747E+00  0.961536689595920E+00  0.288957784401944E+00
     0.344000000000003E+02  0.953995625547038E+00  0.287041243963366E+00  0.961204341585376E+00  0.289210225417381E+00
     0.345000000000003E+02  0.954379975096149E+00  0.287729036297362E+00  0.960499185554421E+00  0.289573872289318E+00
     0.346000000000003E+02  0.955154136225100E+00  0.288593820087706E+00  0.959369782671689E+00  0.289867551170491E+00
     0.347000000000004E+02  0.956410008651417E+00  0.289465828425441E+00  0.957836638821759E+00  0.289897610485832E+00
     0.348000000000004E+02  0.958172415118849E+00  0.290144217219518E+00  0.955994617430710E+00  0.289484758237484E+00
     0.349000000000004E+02  0.960388883554462E+00  0.290422174805813E+00  0.954004828940605E+00  0.288491632858916E+00
     0.350000000000004E+02  0.962929093228344E+00  0.290116243637987E+00  0.952075552455333E+00  0.286846232895368E+00
     0.351000000000004E+02  0.965596309733203E+00  0.289095532401985E+00  0.950434540528793E+00  0.284556161552985E+00
     0.352000000000004E+02  0.968150653766015E+00  0.287305061860404E+00  0.949297708583886E+00  0.281710326618804E+00
     0.353000000000004E+02  0.970340743561336E+00  0.284777820188607E+00  0.948840431663772E+00  0.278467859490583E+00
     0.354000000000004E+02  0.971937526183523E+00  0.281632557691207E+00  0.949176786651135E+00  0.275037313535319E+00
     0.355000000000004E+02  0.972763352695759E+00  0.278058131269329E+00  0.950349488577695E+00  0.271651272752381E+00
     0.356000000000004E+02  0.972711009785698E+00  0.274288701456217E+00  0.952330191076160E+00  0.268541641700323E+00
     0.357000000000004E+02  0.971750688106037E+00  0.270575820538857E+00  0.955027512206185E+00  0.265919392612948E+00
     0.358000000000004E+02  0.969926222057105E+00  0.267162963280399E+00  0.958299248966723E+00  0.263960352077436E+00
     0.359000000000004E+02  0.967344087780188E+00  0.264265984927503E+00  0.961965646509044E+00  0.262796663826720E+00
     0.360000000000004E+02  0.964159149957650E+00  0.262060503836319E+00  0.965821740499140E+00  0.262512399475120E+00
     0.361000000000004E+02  0.960560353838191E+00  0.260675260044635E+00  0.969648104772169E+00  0.263141478672615E+00
     0.362000000000004E+02  0.956758161387542E+00  0.260189510148651E+00  0.973220417769291E+00  0.264666405770526E+00
     0.363000000000004E+02  0.952974139004452E+00  0.260632417267875E+00  0.976318933693508E+00  0.267017071395832E+00
     0.364000000000004E+02  0.949432059620878E+00  0.261982896171400E+00  0.978739157036448E+00  0.270069792101978E+00
     0.365000000000004E+02  0.946349292074153E+00  0.264169189548974E+00  0.980304751502171E+00  0.273647704800148E+00
     0.366000000000004E+02  0.943927113264858E+00  0.267068380569535E+00  0.980882942319247E+00  0.277524413963918E+00
     0.367000000000004E+02  0.942338883384999E+00  0.270506952043211E+00  0.980401417173485E+00  0.281433148747712E+00
     0.368000000000004E+02  0.941715782328988E+00  0.274264235664685E+00  0.978864181493264E+00  0.285083293276483E+00
     0.369000000000004E+02  0.942130996623154E+00  0.278080931622258E+00  0.976362440175054E+00  0.288184740697435E+00
     0.370000000000004E+02  0.943584708464405E+00  0.281674522201104E+00  0.973076076888734E+00  0.290478148452634E+00
     0.371000000000004E+02  0.945993558476088E+00  0.284762105081261E+00  0.969262379526417E+00  0.291766464049333E+00
     0.372000000000004E+02  0.949188777770787E+00  0.287088970567175E+00  0.965231491884865E+00  0.291941204799158E+00
     0.373000000000004E+02  0.952926260598224E+00  0.288458694318193E+00  0.961311903084039E+00  0.290997097951817E+00
     0.374000000000004E+02  0.956909277422179E+00  0.288758666730697E+00  0.957812559002808E+00  0.289031242607072E+00
     0.375000000000004E+02  0.960820955501284E+00  0.287974948767099E+00  0.954989332578017E+00  0.286227108752847E+00
     0.376000000000004E+02  0.964360493259485E+00  0.286192589239152E+00  0.953022047732081E+00  0.282827686688585E+00
     0.377000000000004E+02  0.967275805393075E+00  0.283581369892296E+00  0.952004813234108E+00  0.279104292256415E+00
     0.378000000000004E+02  0.969386543415237E+00  0.280370771383361E+00  0.951948708887280E+00  0.275327314620867E+00
     0.379000000000004E+02  0.970594557088128E+00  0.276820198729594E+00  0.952793313172782E+00  0.271743162347829E+00
     0.380000000000004E+02  0.970882383718366E+00  0.273190504685933E+00  0.954422738573419E+00  0.268559028371698E+00
     0.381000000000004E+02  0.970302891456760E+00  0.269721070185200E+00  0.956682453293300E+00  0.265934913109729E+00
     0.382000000000004E+02  0.968964141680271E+00  0.266614240466049E+00  0.959394506633178E+00  0.263981118279305E+00
     0.383000000000004E+02  0.967013079713251E+00  0.264026795383738E+00  0.962370177704806E+00  0.262759128415951E+00
     0.384000000000004E+02  0.964620452505503E+00  0.262066879601877E+00  0.965420142084131E+00  0.262284138267684E+00
     0.385000000000004E+02  0.961968022998017E+00  0.260794457602198E+00  0.968362872181391E+00  0.262528133966022E+00
     0.386000000000004E+02  0.959238103345548E+00  0.260223633000245E+00  0.971032184437778E+00  0.263423150011731E+00
     0.387000000000004E+02  0.956604809930801E+00  0.260325769391610E+00  0.973284701732532E+00  0.264864953829716E+00
     0.388000000000004E+02  0.954226239586866E+00  0.261033025387583E+00  0.975007593696637E+00  0.266717861446244E+00
     0.389000000000004E+02  0.952236903656339E+00  0.262242511423253E+00  0.976126371078832E+00  0.268821582145447E+00
     0.390000000000004E+02  0.950740149306478E+00  0.263821688265857E+00  0.976611852516158E+00  0.271000849074486E+00
     0.391000000000004E+02  0.949800854454615E+00  0.265615776352336E+00  0.976484862003315E+00  0.273078070524844E+00
     0.392000000000004E+02  0.949439282311747E+00  0.267457764317007E+00  0.975816974955410E+00  0.274888380296090E+00
     0.393000000000004E+02  0.949627452400589E+00  0.269181070615921E+00  0.974725916502815E+00  0.276295472606695E+00
     0.394000000000004E+02  0.950289521462037E+00  0.270634097258610E+00  0.973365098361698E+00  0.277205818593970E+00
     0.395000000000004E+02  0.951307301520451E+00  0.271695029841735E+00  0.971908087753284E+00  0.277578650435572E+00
     0.396000000000004E+02  0.952531150199748E+00  0.272284606724790E+00  0.970530117305355E+00  0.277429679071006E+00
     0.397000000000004E+02  0.953795252535146E+00  0.272374521634128E+00  0.969389566776729E+00  0.276827777058155E+00
     0.398000000000004E+02  0.954935175128794E+00  0.271989782309335E+00  0.968612339380364E+00  0.275885385931740E+00
     0.399000000000004E+02  0.955804950507593E+00  0.271204571553808E+00  0.968281231864669E+00  0.274744650037638E+00
     0.400000000000004E+02  0.956291095371231E+00  0.270132532687028E+00  0.968431111191257E+00  0.273561837044454E+00
     0.401000000000004E+02  0.956321811686779E+00  0.268913445812263E+00  0.969049453686709E+00  0.272492402211081E+00
     0.402000000000004E+02  0.955870814678263E+00  0.267698657204504E+00  0.970080962794748E+00  0.271678313776340E+00
     0.403000000000004E+02  0.954956337886324E+00  0.266637348403341E+00  0.971434704308835E+00  0.271238341930063E+00
     0.404000000000004E+02  0.953636561796130E+00  0.265865013128057E+00  0.972992399625572E+00  0.271261240878529E+00
     0.405000000000004E+02  0.952002899081219E+00  0.265494675556419E+00  0.974616993107657E+00  0.271801296641655E+00
     0.406000000000004E+02  0.950172340069358E+00  0.265610704263700E+00  0.976161144780794E+00  0.272875601831517E+00
     0.407000000000004E+02  0.948279605180401E+00  0.266264692948092E+00  0.977475733728657E+00  0.274462589602946E+00
     0.408000000000004E+02  0.946469355263495E+00  0.267472808667261E+00  0.978418694264521E+00  0.276501711071912E+00
     0.409000000000004E+02  0.944888314916963E+00  0.269214191410044E+00  0.978864497509581E+00  0.278894563555059E+00
     0.410000000000004E+02  0.943676952711512E+00  0.271430336256547E+00  0.978714320014402E+00  0.281508154053454E+00
     0.411000000000004E+02  0.942960382371442E+00  0.274025803845283E+00  0.977906432099144E+00  0.284181182105999E+00
     0.412000000000004E+02  0.942838420516491E+00  0.276870979102032E+00  0.976425680715240E+00  0.286734108790244E+00
     0.413000000000004E+02  0.943375244534529E+00  0.279807805227325E+00  0.974310318258740E+00  0.288983236884522E+00
     0.414000000000004E+02  0.944589758900541E+00  0.282659318243127E+00  0.971654112659327E+00  0.290758063449780E+00
     0.415000000000004E+02  0.946448422972852E+00  0.285243281455078E+00  0.968601950720638E+00  0.291919973810628E+00
     0.416000000000004E+02  0.948862644902175E+00  0.287389259238107E+00  0.965338162825559E+00  0.292379324888814E+00
     0.417000000000005E+02  0.951692609495203E+00  0.288957258378910E+00  0.962068401626109E+00  0.292107603792694E+00
     0.418000000000005E+02  0.954758418899151E+00  0.289855000808414E+00  0.958997610341407E+00  0.291141976460683E+00
     0.419000000000005E+02  0.957857818996395E+00  0.290050473337604E+00  0.956307760312244E+00  0.289581097563744E+00
     0.420000000000005E+02  0.960788047148806E+00  0.289576981480218E+00  0.954139128870468E+00  0.287573028901016E+00
     0.421000000000005E+02  0.963368138448647E+00  0.288529471774501E+00  0.952577882724715E+00  0.285297782184526E+00
     0.422000000000005E+02  0.965457884451818E+00  0.287052877714926E+00  0.951651063171093E+00  0.282947791574397E+00
     0.423000000000005E+02  0.966970614486786E+00  0.285324949798244E+00  0.951328400815933E+00  0.280709386756819E+00
     0.424000000000005E+02  0.967878635947780E+00  0.283536858441604E+00  0.951529265969772E+00  0.278747364357436E+00
     0.425000000000005E+02  0.968211854232239E+00  0.281874649181897E+00  0.952132701311243E+00  0.277193539805951E+00
     0.426000000000005E+02  0.968051233917996E+00  0.280503663851284E+00  0.952988772800745E+00  0.276139147406316E+00
     0.427000000000005E+02  0.967519134398583E+00  0.279556820214448E+00  0.953930122067447E+00  0.275630385126931E+00
     0.428000000000005E+02  0.966768264061959E+00  0.279126618554859E+00  0.954783303127334E+00  0.275666304699356E+00
     0.429000000000005E+02  0.965970338989505E+00  0.279260166625756E+00  0.955380012247747E+00  0.276198523538848E+00
     0.430000000000005E+02  0.965304813911829E+00  0.279956422536489E+00  0.955568542959543E+00  0.277132722141168E+00
     0.431000000000005E+02  0.964947506165299E+00  0.281165150153874E+00  0.955225667025604E+00  0.278332413301331E+00
     0.432000000000005E+02  0.965058695284907E+00  0.282787606879796E+00  0.954268668799521E+00  0.279625845027506E+00
     0.433000000000005E+02  0.965770416636575E+00  0.284679563973609E+00  0.952666534379863E+00  0.280816940494010E+00
     0.434000000000005E+02  0.967173182346399E+00  0.286657703639811E+00  0.950448516459206E+00  0.281700727572987E+00
     0.435000000000005E+02  0.969303182287883E+00  0.288510534499475E+00  0.947707776824161E+00  0.282082719047178E+00
     0.436000000000005E+02  0.972131943337514E+00  0.290014520033815E+00  0.944597918051148E+00  0.281800339661746E+00
     0.437000000000005E+02  0.975561108043441E+00  0.290955030602675E+00  0.941321203157977E+00  0.280743192008819E+00
     0.438000000000005E+02  0.979424996434635E+00  0.291150155050208E+00  0.938109045129496E+00  0.278868310424711E+00
     0.439000000000005E+02  0.983502598927156E+00  0.290473814314019E+00  0.935197409293391E+00  0.276207057216084E+00
     0.440000000000005E+02  0.987538641537419E+00  0.288873715986643E+00  0.932801308254503E+00  0.272862011529166E+00
     0.441000000000005E+02  0.991270923983005E+00  0.286380103526805E+00  0.931092892728111E+00  0.268994552913084E+00
     0.442000000000005E+02  0.994459203859048E+00  0.283103118360805E+00  0.930186581810046E+00  0.264805957796864E+00
     0.443000000000005E+02  0.996910357953425E+00  0.279219331829702E+00  0.930132693153468E+00  0.260515930066609E+00
     0.444000000000005E+02  0.998495673171134E+00  0.274950559979512E+00  0.930918945241082E+00  0.256342307900721E+00
     0.445000000000005E+02  0.999158404780881E+00  0.270539475712037E+00  0.932477737013737E+00  0.252484527856389E+00
     0.446000000000005E+02  0.998912213778393E+00  0.266226404900268E+00  0.934696586539055E+00  0.249111892391027E+00
     0.447000000000005E+02  0.997832861121085E+00  0.262230365086330E+00  0.937429424503852E+00  0.246356348651544E+00
     0.448000000000005E+02  0.996046180954494E+00  0.258735606209163E+00  0.940507245060547E+00  0.244308664445316E+00
     0.449000000000005E+02  0.993714992999029E+00  0.255883339415076E+00  0.943747551535542E+00  0.243016636312292E+00
     0.450000000000005E+02  0.991026662874349E+00  0.253767387021640E+00  0.946962840584608E+00  0.242484177938020E+00
     0.451000000000005E+02  0.988181923994436E+00  0.252432222082576E+00  0.949968910033049E+00  0.242670663211156E+00
     0.452000000000005E+02  0.985384652646768E+00  0.251872157770069E+00  0.952593988431425E+00  0.243490603086375E+00
     0.453000000000005E+02  0.982831708989006E+00  0.252031103652176E+00  0.954689518942348E+00  0.244814499678394E+00
     0.454000000000005E+02  0.980701803485883E+00  0.252803149617838E+00  0.956142835115067E+00  0.246472392874617E+00
     0.455000000000005E+02  0.979142675492884E+00  0.254035095865559E+00  0.956890933820636E+00  0.248261960376352E+00
     0.456000000000005E+02  0.978256710013874E+00  0.255532698595204E+00  0.956933222764322E+00  0.249962741155034E+00
     0.457000000000005E+02  0.978086406540042E+00  0.257072540024181E+00  0.956339897627486E+00  0.251356858622795E+00
     0.458000000000005E+02  0.978602567135257E+00  0.258420719119452E+00  0.955252142585631E+00  0.252254545325811E+00
     0.459000000000005E+02  0.979699106475123E+00  0.259357819154848E+00  0.953871307093470E+00  0.252520371129305E+00
     0.460000000000005E+02  0.981198238723131E+00  0.259707116365143E+00  0.952436772171764E+00  0.252094426853788E+00
     0.461000000000005E+02  0.982867927370866E+00  0.259360651748150E+00  0.951195669963973E+00  0.251002929317059E+00
     0.462000000000005E+02  0.984450132518993E+00  0.258296873426128E+00  0.950370476162515E+00  0.249355162319044E+00
     0.463000000000005E+02  0.985694794865821E+00  0.256584986382230E+00  0.950131300603978E+00  0.247327497412613E+00
     0.464000000000005E+02  0.986392384146037E+00  0.254374687122308E+00  0.950578010672556E+00  0.245138737825431E+00
     0.465000000000005E+02  0.986398349820898E+00  0.251874124101681E+00  0.951734027608377E+00  0.243022684116566E+00
     0.466000000000005E+02  0.985645680444527E+00  0.249321816416148E+00  0.953550343486107E+00  0.241203211660175E+00
     0.467000000000005E+02  0.984145523860089E+00  0.246958772396883E+00  0.955916313886543E+00  0.239875012046629E+00
     0.468000000000005E+02  0.981978756704948E+00  0.245005409320539E+00  0.958673472448356E+00  0.239190700326449E+00
     0.469000000000005E+02  0.979282594620255E+00  0.243645253470362E+00  0.961629566718209E+00  0.239253184744397E+00
     0.470000000000005E+02  0.976235891772407E+00  0.243015036119295E+00  0.964571498249763E+00  0.240111411045576E+00
     0.471000000000005E+02  0.973045386026056E+00  0.243199403168148E+00  0.967277247761974E+00  0.241757735797477E+00
     0.472000000000005E+02  0.969933558006990E+00  0.244228123616358E+00  0.969527826789731E+00  0.244125960975355E+00
     0.473000000000005E+02  0.967127486701133E+00  0.246074162752740E+00  0.971120667775486E+00  0.247090180499214E+00
     0.474000000000005E+02  0.964847324732136E+00  0.248651955667172E+00  0.971885569285577E+00  0.250465790071660E+00
     0.475000000000005E+02  0.963292861538664E+00  0.251816411321370E+00  0.971703301382681E+00  0.254015002075767E+00
     0.476000000000005E+02  0.962627146553881E+00  0.255364370853722E+00  0.970525295790341E+00  0.257459580736279E+00
     0.477000000000005E+02  0.962957354924529E+00  0.259041146310770E+00  0.968390818703886E+00  0.260502779765923E+00
     0.478000000000005E+02  0.964314922855905E+00  0.262554949055616E+00  0.965436401085629E+00  0.262860295008990E+00
     0.479000000000005E+02  0.966639065166153E+00  0.265600982717490E+00  0.961892161663088E+00  0.264296687990831E+00
     0.480000000000005E+02  0.969769265103655E+00  0.267894453848522E+00  0.958061877397259E+00  0.264660339973751E+00
     0.481000000000005E+02  0.973452065431814E+00  0.269208154411064E+00  0.954288095700667E+00  0.263908358863121E+00
     0.482000000000005E+02  0.977364712781174E+00  0.269406945699582E+00  0.950908642658415E+00  0.262114428429642E+00
     0.483000000000005E+02  0.981153327267747E+00  0.268470316217920E+00  0.948214111566223E+00  0.259457248219685E+00
     0.484000000000005E+02  0.984478193764207E+00  0.266496477252896E+00  0.946415549984623E+00  0.256192988007079E+00
     0.485000000000005E+02  0.987056043025716E+00  0.263686699988960E+00  0.945627798103264E+00  0.252619367726398E+00
     0.486000000000005E+02  0.988690325940844E+00  0.260314464945715E+00  0.945868782942783E+00  0.249039886079898E+00
     0.487000000000005E+02  0.989284853115711E+00  0.256687749624574E+00  0.947070944903233E+00  0.245734591828018E+00
     0.488000000000006E+02  0.988841466078398E+00  0.253113031255207E+00  0.949099216141950E+00  0.242940236428742E+00
     0.489000000000006E+02  0.987446250229200E+00  0.249866934858109E+00  0.951770483065879E+00  0.240839410992641E+00
     0.490000000000006E+02  0.985250094662853E+00  0.247177722961172E+00  0.954871270291743E+00  0.239556339644423E+00
     0.491000000000006E+02  0.982448505763843E+00  0.245215709130540E+00  0.958172430651770E+00  0.239156485732480E+00
     0.492000000000006E+02  0.979263585967684E+00  0.244090010876249E+00  0.961441249335182E+00  0.239647637643133E+00
     0.493000000000006E+02  0.975929034938194E+00  0.243848807226305E+00  0.964452320422574E+00  0.240981197958293E+00
     0.494000000000006E+02  0.972677519336071E+00  0.244480972605103E+00  0.966998816285124E+00  0.243053639478314E+00
     0.495000000000006E+02  0.969728984841570E+00  0.245918125536302E+00  0.968905387639407E+00  0.245709265655532E+00
     0.496000000000006E+02  0.967278436873171E+00  0.248037389195552E+00  0.970042942000293E+00  0.248746286042633E+00
