#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.102399999999998E+02  -.654717746789601E-02  0.527365822836337E+00  -.235376564149352E-01  0.189592471011639E+01
     0.102499999999998E+02  -.616089292543620E-02  0.527198032323333E+00  -.221634209045620E-01  0.189656142897689E+01
     0.102599999999998E+02  -.578565501157624E-02  0.527038250487150E+00  -.208264826458675E-01  0.189716686451525E+01
     0.102699999999998E+02  -.542122865029748E-02  0.526886576405175E+00  -.195261886797428E-01  0.189774078301358E+01
     0.102799999999998E+02  -.506741226353769E-02  0.526743119777880E+00  -.182619985051062E-01  0.189828290371683E+01
     0.102899999999998E+02  -.472402878915124E-02  0.526608013359589E+00  -.170334516130907E-01  0.189879285562906E+01
     0.102999999999998E+02  -.439091263949520E-02  0.526481420970395E+00  -.158401208011657E-01  0.189927015006592E+01
     0.103099999999998E+02  -.406789459875445E-02  0.526363539872250E+00  -.146815583509923E-01  0.189971417323238E+01
     0.103199999999998E+02  -.375478697093223E-02  0.526254597148783E+00  -.135572432587278E-01  0.190012420006840E+01
     0.103299999999998E+02  -.345137125282990E-02  0.526154840639634E+00  -.124665375723172E-01  0.190049942738335E+01
     0.103399999999998E+02  -.315739022330175E-02  0.526064525807890E+00  -.114086585346556E-01  0.190083902136798E+01
     0.103499999999998E+02  -.287254566976936E-02  0.525983900537549E+00  -.103826708560833E-01  0.190114217237797E+01
     0.103599999999998E+02  -.259650211731954E-02  0.525913190173265E+00  -.938750040194857E-02  0.190140814875908E+01
     0.103699999999998E+02  -.232889601465480E-02  0.525852585079154E+00  -.842196734018458E-02  0.190163634160571E+01
     0.103799999999998E+02  -.206934900260491E-02  0.525802232612791E+00  -.748483384033824E-02  0.190182629369503E+01
     0.103899999999998E+02  -.181748327061948E-02  0.525762234742420E+00  -.657485919937261E-02  0.190197770821883E+01
     0.103999999999998E+02  -.157293668813430E-02  0.525732651680908E+00  -.569085412774491E-02  0.190209043598399E+01
     0.104099999999998E+02  -.133537542949691E-02  0.525713510998752E+00  -.483172603883152E-02  0.190216444300999E+01
     0.104199999999998E+02  -.110450218816971E-02  0.525704820847768E+00  -.399650853049019E-02  0.190219976342419E+01
     0.104299999999998E+02  -.880058741649981E-03  0.525706585303160E+00  -.318437062873827E-02  0.190219644479082E+01
     0.104399999999998E+02  -.661822482213026E-03  0.525718819508614E+00  -.239460442001971E-02  0.190215449416791E+01
     0.104499999999998E+02  -.449597441224192E-03  0.525741562336084E+00  -.162659296818279E-02  0.190207383309122E+01
     0.104599999999998E+02  -.243201168714124E-03  0.525774884645382E+00  -.879763401430999E-03  0.190195426834620E+01
     0.104699999999998E+02  -.424494582769164E-04  0.525818891892040E+00  -.153532307895700E-03  0.190179548301196E+01
     0.104799999999998E+02  0.152858764299491E-03  0.525873720685445E+00  0.552748242976439E-03  0.190159704920061E+01
     0.104899999999998E+02  0.342954092621750E-03  0.525939529813663E+00  0.123983581505378E-02  0.190135846063430E+01
     0.104999999999998E+02  0.528104904661486E-03  0.526016487088593E+00  0.190862694203546E-02  0.190107918019750E+01
     0.105099999999998E+02  0.708619975255398E-03  0.526104753998480E+00  0.256016614450231E-02  0.190075869532633E+01
     0.105199999999998E+02  0.884845023008118E-03  0.526204470488669E+00  0.319563314942624E-02  0.190039657289731E+01
     0.105299999999998E+02  0.105715369438886E-02  0.526315742174955E+00  0.381631012598742E-02  0.189999250533768E+01
     0.105399999999998E+02  0.122593432882290E-02  0.526438631929817E+00  0.442353377462633E-02  0.189954634099005E+01
     0.105499999999998E+02  0.139157448761817E-02  0.526573157124288E+00  0.501863940184655E-02  0.189905809413186E+01
     0.105599999999998E+02  0.155444557051765E-02  0.526719292956650E+00  0.560290533420245E-02  0.189852793311469E+01
     0.105699999999998E+02  0.171488983442503E-02  0.526876981381197E+00  0.617750598351577E-02  0.189795614839034E+01
     0.105799999999998E+02  0.187321177088962E-02  0.527046144304450E+00  0.674348057857228E-02  0.189734310522753E+01
     0.105899999999998E+02  0.202967514521757E-02  0.527226699069831E+00  0.730172221998691E-02  0.189668918823750E+01
     0.105999999999998E+02  0.218450614890764E-02  0.527418573902527E+00  0.785298885178497E-02  0.189599474606743E+01
     0.106099999999998E+02  0.233790219616192E-02  0.527621720987429E+00  0.839793443733939E-02  0.189526004460014E+01
     0.106199999999998E+02  0.249004504335859E-02  0.527836125204826E+00  0.893715557852234E-02  0.189448523571972E+01
     0.106299999999998E+02  0.264111625578378E-02  0.528061807198942E+00  0.947124648417922E-02  0.189367034635818E+01
     0.106399999999998E+02  0.279131268801092E-02  0.528298820305643E+00  0.100008539306106E-01  0.189281528948145E+01
     0.106499999999998E+02  0.294085963728241E-02  0.528547241790016E+00  0.105267238523596E-01  0.189191989536478E+01
     0.106599999999998E+02  0.309001967489164E-02  0.528807159702642E+00  0.110497324578389E-01  0.189098395844640E+01
     0.106699999999998E+02  0.323909580735171E-02  0.529078657326122E+00  0.115708970922627E-01  0.189000729269517E+01
     0.106799999999998E+02  0.338842847010290E-02  0.529361797550437E+00  0.120913651194573E-01  0.188898978713875E+01
     0.106899999999998E+02  0.353838678395824E-02  0.529656609531496E+00  0.126123824053047E-01  0.188793145316790E+01
     0.106999999999998E+02  0.368935536903603E-02  0.529963079648788E+00  0.131352460596755E-01  0.188683245646490E+01
     0.107099999999998E+02  0.384171868248029E-02  0.530281148135818E+00  0.136612484669202E-01  0.188569312871448E+01
     0.107199999999998E+02  0.399584522365026E-02  0.530610711906650E+00  0.141916209495804E-01  0.188451395729668E+01
     0.107299999999998E+02  0.415207397635042E-02  0.530951633171022E+00  0.147274854675560E-01  0.188329555447241E+01
     0.107399999999998E+02  0.431070512746790E-02  0.531303752558546E+00  0.152698215474325E-01  0.188203861065667E+01
     0.107499999999998E+02  0.447199646369478E-02  0.531666904790645E+00  0.158194533462401E-01  0.188074383876559E+01
     0.107599999999998E+02  0.463616599799188E-02  0.532040934549898E+00  0.163770587269785E-01  0.187941191796287E+01
     0.107699999999998E+02  0.480340044190330E-02  0.532425710159830E+00  0.169431989149481E-01  0.187804344521732E+01
     0.107799999999998E+02  0.497386825952895E-02  0.532821133010232E+00  0.175183642136149E-01  0.187663890190534E+01
     0.107899999999998E+02  0.514773534589463E-02  0.533227141296607E+00  0.181030288488889E-01  0.187519864042766E+01
     0.107999999999998E+02  0.532518097186219E-02  0.533643707492852E+00  0.186977066443122E-01  0.187372289280063E+01
     0.108099999999998E+02  0.550641159030218E-02  0.534070829916644E+00  0.193029991096353E-01  0.187221179988062E+01
     0.108199999999998E+02  0.569167041228991E-02  0.534508519636068E+00  0.199196286691713E-01  0.187066545678201E+01
     0.108299999999998E+02  0.588124129130041E-02  0.534956784669849E+00  0.205484519914171E-01  0.186908396761947E+01
     0.108399999999998E+02  0.607544630401180E-02  0.535415613846165E+00  0.211904513713772E-01  0.186746750130790E+01
     0.108499999999998E+02  0.627463736114398E-02  0.535884962743634E+00  0.218467054123736E-01  0.186581633999746E+01
     0.108599999999998E+02  0.647918307933959E-02  0.536364743832727E+00  0.225183433604812E-01  0.186413091282999E+01
     0.108699999999998E+02  0.668945286043365E-02  0.536854822312089E+00  0.232064898950431E-01  0.186241180990743E+01
     0.108799999999998E+02  0.690580054996237E-02  0.537355018283816E+00  0.239122086063683E-01  0.186065977433297E+01
     0.108899999999998E+02  0.712855011780766E-02  0.537865114962321E+00  0.246364525835657E-01  0.185887567347266E+01
     0.108999999999998E+02  0.735798550836142E-02  0.538384871704484E+00  0.253800294632947E-01  0.185706045369677E+01
     0.109099999999998E+02  0.759434618923194E-02  0.538914039920586E+00  0.261435861191364E-01  0.185521508532922E+01
     0.109199999999998E+02  0.783782907707808E-02  0.539452379486023E+00  0.269276152260541E-01  0.185334050599050E+01
     0.109299999999998E+02  0.808859656398397E-02  0.539999673189787E+00  0.277324826601003E-01  0.185143757074954E+01
     0.109399999999998E+02  0.834678945051048E-02  0.540555737041267E+00  0.285584715800263E-01  0.184950701646955E+01
     0.109499999999998E+02  0.861254284990820E-02  0.541120424870704E+00  0.294058365498876E-01  0.184754944559995E+01
     0.109599999999998E+02  0.888600267435824E-02  0.541693626509476E+00  0.302748595720533E-01  0.184556533175195E+01
     0.109699999999998E+02  0.916734021722299E-02  0.542275259797825E+00  0.311658996270770E-01  0.184355504613591E+01
     0.109799999999998E+02  0.945676262151973E-02  0.542865257595256E+00  0.320794283009800E-01  0.184151890082247E+01
     0.109899999999998E+02  0.975451763353996E-02  0.543463551723531E+00  0.330160461707039E-01  0.183945720228169E+01
     0.109999999999998E+02  0.100608918918834E-01  0.544070056240115E+00  0.339764775020297E-01  0.183737030712788E+01
     0.110099999999998E+02  0.103762029689984E-01  0.544684652549563E+00  0.349615440582589E-01  0.183525867168027E+01
     0.110199999999998E+02  0.107007863200981E-01  0.545307178594595E+00  0.359721219373865E-01  0.183312288788486E+01
     0.110299999999998E+02  0.110349790625797E-01  0.545937423765461E+00  0.370090878851809E-01  0.183096370019047E+01
     0.110399999999998E+02  0.113791029915745E-01  0.546575130315324E+00  0.380732630928431E-01  0.182878200082280E+01
     0.110499999999998E+02  0.117334493614553E-01  0.547220001096897E+00  0.391653628521944E-01  0.182657880412756E+01
     0.110599999999998E+02  0.120982677082211E-01  0.547871712487085E+00  0.402859595542001E-01  0.182435520377408E+01
     0.110699999999998E+02  0.124737603908266E-01  0.548529930583621E+00  0.414354645154595E-01  0.182211231915919E+01
     0.110799999999998E+02  0.128600836785220E-01  0.549194328259111E+00  0.426141313030665E-01  0.181985123894800E+01
     0.110899999999998E+02  0.132573552323531E-01  0.549864600519160E+00  0.438220800222090E-01  0.181757297009939E+01
     0.110999999999998E+02  0.136656668688430E-01  0.550540475854968E+00  0.450593389134350E-01  0.181527839989071E+01
     0.111099999999998E+02  0.140851006959670E-01  0.551221721872121E+00  0.463258970391412E-01  0.181296827650637E+01
     0.111199999999998E+02  0.145157461970514E-01  0.551908144329135E+00  0.476217602042852E-01  0.181064321098235E+01
     0.111299999999998E+02  0.149577156851590E-01  0.552599579704737E+00  0.489470017932933E-01  0.180830370011765E+01
     0.111399999999998E+02  0.154111557835067E-01  0.553295882384890E+00  0.503018009795579E-01  0.180595016684730E+01
     0.111499999999998E+02  0.158762531735140E-01  0.553996908372861E+00  0.516864626588166E-01  0.180358301198443E+01
     0.111599999999998E+02  0.163532337039823E-01  0.554702497955875E+00  0.531014161864023E-01  0.180120266956247E+01
     0.111699999999998E+02  0.168423549467238E-01  0.555412459929333E+00  0.545471931560678E-01  0.179880965749064E+01
     0.111799999999998E+02  0.173438932668160E-01  0.556126559757749E+00  0.560243875722040E-01  0.179640461595071E+01
     0.111899999999998E+02  0.178581273027537E-01  0.556844513472077E+00  0.575336043768499E-01  0.179398832780086E+01
     0.111999999999998E+02  0.183853202981348E-01  0.557565988251289E+00  0.590754040099917E-01  0.179156171793846E+01
     0.112099999999998E+02  0.189257039093796E-01  0.558290609638801E+00  0.606502512542087E-01  0.178912583170432E+01
     0.112199999999998E+02  0.194794659043066E-01  0.559017974349533E+00  0.622584759608599E-01  0.178668179552266E+01
     0.112299999999998E+02  0.200467435936901E-01  0.559747666781188E+00  0.639002514751230E-01  0.178423076559874E+01
     0.112399999999998E+02  0.206276239864579E-01  0.560479276779519E+00  0.655755939397688E-01  0.178177387225392E+01
     0.112499999999998E+02  0.212221506550515E-01  0.561212416008711E+00  0.672843825560219E-01  0.177931216810635E+01
     0.112599999999998E+02  0.218303362908133E-01  0.561946730475694E+00  0.690263977764888E-01  0.177684658771546E+01
     0.112699999999998E+02  0.224521790705847E-01  0.562681907323503E+00  0.708013717579081E-01  0.177437792459325E+01
     0.112799999999998E+02  0.230876803753071E-01  0.563417674860793E+00  0.726090436026536E-01  0.177190682890026E+01
     0.112899999999998E+02  0.237368611871895E-01  0.564153795805585E+00  0.744492112288426E-01  0.176943382607598E+01
     0.112999999999998E+02  0.243997746781801E-01  0.564890054740003E+00  0.763217722290300E-01  0.176695935355771E+01
     0.113099999999998E+02  0.250765130627727E-01  0.565626241646801E+00  0.782267477257565E-01  0.176448381007402E+01
     0.113199999999998E+02  0.257672076401581E-01  0.566362133995268E+00  0.801642857620651E-01  0.176200761015528E+01
     0.113299999999998E+02  0.264720219676688E-01  0.567097480073556E+00  0.821346437997837E-01  0.175953123575087E+01
     0.113399999999998E+02  0.271911391376380E-01  0.567831986090272E+00  0.841381529884125E-01  0.175705527729235E+01
     0.113499999999998E+02  0.279247450186334E-01  0.568565309014820E+00  0.861751695554877E-01  0.175458045812152E+01
     0.113599999999998E+02  0.286730099357007E-01  0.569297056275011E+00  0.882460205589601E-01  0.175210763867691E+01
     0.113699999999998E+02  0.294360715097571E-01  0.570026792407825E+00  0.903509520570222E-01  0.174963779983297E+01
     0.113799999999998E+02  0.302140212148799E-01  0.570754051717747E+00  0.924900873727747E-01  0.174717200786706E+01
     0.113899999999998E+02  0.310068966665574E-01  0.571478355092479E+00  0.946634016210477E-01  0.174471136623623E+01
     0.113999999999998E+02  0.318146808037981E-01  0.572199228494687E+00  0.968707162487891E-01  0.174225696127894E+01
     0.114099999999998E+02  0.326373080993426E-01  0.572916220386433E+00  0.991117143786301E-01  0.173980980983441E+01
     0.114199999999998E+02  0.334746768787199E-01  0.573628915491456E+00  0.101385974676666E+00  0.173737081646908E+01
     0.114299999999998E+02  0.343266659083433E-01  0.574336942839177E+00  0.103693018742042E+00  0.173494074656387E+01
     0.114399999999998E+02  0.351931527644083E-01  0.575039976884086E+00  0.106032365038080E+00  0.173252021916394E+01
     0.114499999999998E+02  0.360740312165343E-01  0.575737731529065E+00  0.108403581440159E+00  0.173010972057311E+01
     0.114599999999998E+02  0.369692249964317E-01  0.576429947946299E+00  0.110806328700089E+00  0.172770963662012E+01
     0.114699999999998E+02  0.378786958537296E-01  0.577116378025087E+00  0.113240388483640E+00  0.172532029878207E+01
     0.114799999999998E+02  0.388024446501368E-01  0.577796765940637E+00  0.115705671924026E+00  0.172294203732483E+01
     0.114899999999998E+02  0.397405052832779E-01  0.578470830631289E+00  0.118202207511124E+00  0.172057523360638E+01
     0.114999999999998E+02  0.406929323071267E-01  0.579138251847674E+00  0.120730110178521E+00  0.171822036383258E+01
     0.115099999999998E+02  0.416597840661135E-01  0.579798661913229E+00  0.123289536211460E+00  0.171587802783289E+01
     0.115199999999998E+02  0.426411038412738E-01  0.580451644488323E+00  0.125880630671721E+00  0.171354895864358E+01
     0.115299999999998E+02  0.436369018161635E-01  0.581096740585686E+00  0.128503475118247E+00  0.171123401151929E+01
     0.115399999999998E+02  0.446471405598492E-01  0.581733460998809E+00  0.131158043338600E+00  0.170893413402180E+01
     0.115499999999998E+02  0.456717262086243E-01  0.582361303339999E+00  0.133844171608742E+00  0.170665032161212E+01
     0.115599999999998E+02  0.467105066830992E-01  0.582979771186496E+00  0.136561547847534E+00  0.170438356528970E+01
     0.115699999999998E+02  0.477632772279704E-01  0.583588392507007E+00  0.139309721246386E+00  0.170213479897414E+01
     0.115799999999998E+02  0.488297924649944E-01  0.584186734638211E+00  0.142088130945329E+00  0.169990485434286E+01
     0.115899999999998E+02  0.499097831700298E-01  0.584774413588183E+00  0.144896149536769E+00  0.169769442972515E+01
     0.115999999999998E+02  0.510029752697077E-01  0.585351096287220E+00  0.147733135013808E+00  0.169550407757568E+01
     0.116099999999998E+02  0.521091082117510E-01  0.585916495460319E+00  0.150598483558571E+00  0.169333421231680E+01
     0.116199999999998E+02  0.532279499473440E-01  0.586470357902610E+00  0.153491675460787E+00  0.169118513735002E+01
     0.116299999999998E+02  0.543593062636105E-01  0.587012447932537E+00  0.156412307481681E+00  0.168905708723259E+01
     0.116399999999998E+02  0.555030230454006E-01  0.587542528528238E+00  0.159360106978869E+00  0.168695027880386E+01
     0.116499999999998E+02  0.566589811029795E-01  0.588060343009525E+00  0.162334925789438E+00  0.168486496374964E+01
     0.116599999999998E+02  0.578270843179153E-01  0.588565600056098E+00  0.165336714837097E+00  0.168280147490079E+01
     0.116699999999998E+02  0.590072428658494E-01  0.589057964361984E+00  0.168365483248861E+00  0.168076025949680E+01
     0.116799999999998E+02  0.601993540207495E-01  0.589537054388529E+00  0.171421248025712E+00  0.167874189457001E+01
     0.116899999999998E+02  0.614032834178887E-01  0.590002447618467E+00  0.174503981680305E+00  0.167674708223426E+01
     0.116999999999998E+02  0.626188495949207E-01  0.590453692589741E+00  0.177613565534867E+00  0.167477662560889E+01
     0.117099999999998E+02  0.638458141494140E-01  0.590890325968445E+00  0.180749755526182E+00  0.167283138894020E+01
     0.117199999999998E+02  0.650838790176788E-01  0.591311892158419E+00  0.183912165519202E+00  0.167091224778676E+01
     0.117299999999998E+02  0.663326913175484E-01  0.591717962556513E+00  0.187100270558874E+00  0.166902003657404E+01
     0.117399999999998E+02  0.675918550656394E-01  0.592108151606272E+00  0.190313429569933E+00  0.166715550119275E+01
     0.117499999999998E+02  0.688609480474323E-01  0.592482127274482E+00  0.193550924173872E+00  0.166531926356123E+01
     0.117599999999998E+02  0.701395413414501E-01  0.592839614404590E+00  0.196812007945000E+00  0.166351180331078E+01
     0.117699999999998E+02  0.714272185949884E-01  0.593180390465259E+00  0.200095958915323E+00  0.166173345924238E+01
     0.117799999999998E+02  0.727235921794424E-01  0.593504274351975E+00  0.203402127677281E+00  0.165998445031264E+01
     0.117899999999998E+02  0.740283138155380E-01  0.593811109943288E+00  0.206729974090372E+00  0.165826491305796E+01
     0.117999999999998E+02  0.753410780838175E-01  0.594100746904183E+00  0.210079087272681E+00  0.165657494997349E+01
     0.118099999999998E+02  0.766616183006268E-01  0.594373021647501E+00  0.213449186005678E+00  0.165491468177573E+01
     0.118199999999998E+02  0.779896953852891E-01  0.594627741346976E+00  0.216840099542399E+00  0.165328429592343E+01
     0.118299999999998E+02  0.793250813978924E-01  0.594864673443636E+00  0.220251731666436E+00  0.165168408433087E+01
     0.118399999999998E+02  0.806675402316342E-01  0.595083542268492E+00  0.223684013287056E+00  0.165011446479552E+01
     0.118499999999998E+02  0.820168083768784E-01  0.595284033340164E+00  0.227136850517545E+00  0.164857598304671E+01
     0.118599999999998E+02  0.833725786710259E-01  0.595465804745948E+00  0.230610075830209E+00  0.164706929515282E+01
     0.118699999999998E+02  0.847344895082583E-01  0.595628503950839E+00  0.234103409419810E+00  0.164559513288768E+01
     0.118799999999998E+02  0.861021211709344E-01  0.595771787561025E+00  0.237616436406334E+00  0.164415425713659E+01
     0.118899999999998E+02  0.874749998816448E-01  0.595895341119512E+00  0.241148603191093E+00  0.164274740615579E+01
     0.118999999999998E+02  0.888526090197778E-01  0.595998896000178E+00  0.244699233484268E+00  0.164137524623786E+01
     0.119099999999998E+02  0.902344058727487E-01  0.596082240895161E+00  0.248267561657052E+00  0.164003833197295E+01
     0.119199999999998E+02  0.916198414607505E-01  0.596145226195548E+00  0.251852778553054E+00  0.163873708188861E+01
     0.119299999999998E+02  0.930083805106025E-01  0.596187760626790E+00  0.255454083087629E+00  0.163747177300461E+01
     0.119399999999998E+02  0.943995186288549E-01  0.596209800659007E+00  0.259070732130192E+00  0.163624255508344E+01
     0.119499999999998E+02  0.957927941413643E-01  0.596211334294385E+00  0.262702081423254E+00  0.163504948249169E+01
     0.119599999999998E+02  0.971877928638922E-01  0.596192361676868E+00  0.266347611603287E+00  0.163389255902891E+01
     0.119699999999998E+02  0.985841451263632E-01  0.596152875446401E+00  0.270006935560337E+00  0.163277178920042E+01
     0.119799999999998E+02  0.999815155339542E-01  0.596092843799452E+00  0.273679786089974E+00  0.163168722847971E+01
     0.119899999999998E+02  0.101379587036923E+00  0.596012198813170E+00  0.277365985656636E+00  0.163063902526044E+01
     0.119999999999998E+02  0.102778041735152E+00  0.595910831802983E+00  0.281065402686047E+00  0.162962744841243E+01
     0.120099999999998E+02  0.104176541334465E+00  0.595788596430263E+00  0.284777900757989E+00  0.162865289645422E+01
     0.120199999999998E+02  0.105574710226443E+00  0.595645319115609E+00  0.288503288096632E+00  0.162771588703049E+01
     0.120299999999998E+02  0.106972123773253E+00  0.595480815218218E+00  0.292241274705302E+00  0.162681702824560E+01
     0.120399999999998E+02  0.108368303601947E+00  0.595294908576503E+00  0.295991443374682E+00  0.162595697603955E+01
     0.120499999999998E+02  0.109762720665354E+00  0.595087451499361E+00  0.299753238772690E+00  0.162513638381618E+01
     0.120599999999998E+02  0.111154805665230E+00  0.594858342227340E+00  0.303525976194019E+00  0.162435585165337E+01
     0.120699999999998E+02  0.112543965332166E+00  0.594607537258866E+00  0.307308868691667E+00  0.162361588247981E+01
     0.120799999999998E+02  0.113929602180744E+00  0.594335056702757E+00  0.311101068645345E+00  0.162291685158601E+01
     0.120899999999998E+02  0.115311134838680E+00  0.594040981859516E+00  0.314901717728566E+00  0.162225899389879E+01
     0.120999999999998E+02  0.116688015963550E+00  0.593725445394367E+00  0.318709998020863E+00  0.162164241086834E+01
     0.121099999999998E+02  0.118059745122108E+00  0.593388615570671E+00  0.322525176847583E+00  0.162106709597186E+01
     0.121199999999998E+02  0.119425874761371E+00  0.593030676897858E+00  0.326346638841327E+00  0.162053297513725E+01
     0.121299999999998E+02  0.120786008433848E+00  0.592651810080454E+00  0.330173900573203E+00  0.162003995622723E+01
     0.121399999999998E+02  0.122139791596685E+00  0.592252174255643E+00  0.334006605629550E+00  0.161958798041061E+01
     0.121499999999998E+02  0.123486896413086E+00  0.591831894160833E+00  0.337844500845561E+00  0.161917706797318E+01
     0.121599999999998E+02  0.124827002878119E+00  0.591391054132570E+00  0.341687397139514E+00  0.161880735192731E+01
     0.121699999999998E+02  0.126159779137157E+00  0.590929699815196E+00  0.345535120624376E+00  0.161847909454712E+01
     0.121799999999998E+02  0.127484863982247E+00  0.590447847304350E+00  0.349387461083544E+00  0.161819268443224E+01
     0.121899999999998E+02  0.128801854183233E+00  0.589945498339946E+00  0.353244125280154E+00  0.161794861452535E+01
     0.121999999999998E+02  0.130110298585512E+00  0.589422659260454E+00  0.357104701868846E+00  0.161774744427022E+01
     0.122099999999998E+02  0.131409699894181E+00  0.588879360870583E+00  0.360968642997621E+00  0.161758975139531E+01
     0.122199999999998E+02  0.132699523915993E+00  0.588315676239900E+00  0.364835265269175E+00  0.161747608031268E+01
     0.122299999999998E+02  0.133979214917917E+00  0.587731733761302E+00  0.368703769926100E+00  0.161740689461239E+01
     0.122399999999998E+02  0.135248214850255E+00  0.587127723507025E+00  0.372573279339705E+00  0.161738254054194E+01
     0.122499999999998E+02  0.136505983608806E+00  0.586503895920975E+00  0.376442884519444E+00  0.161740322677064E+01
     0.122599999999998E+02  0.137752017359710E+00  0.585860553028345E+00  0.380311696761600E+00  0.161746902338336E+01
     0.122699999999998E+02  0.138985862243722E+00  0.585198033456645E+00  0.384178895952177E+00  0.161757988026523E+01
     0.122799999999998E+02  0.140207121469221E+00  0.584516693479983E+00  0.388043768517813E+00  0.161773566223123E+01
     0.122899999999998E+02  0.141415454790680E+00  0.583816886884515E+00  0.391905729511024E+00  0.161793619582808E+01
     0.122999999999998E+02  0.142610570503589E+00  0.583098946620737E+00  0.395764325607590E+00  0.161818132104061E+01
     0.123099999999998E+02  0.143792211198621E+00  0.582363170934418E+00  0.399619218553806E+00  0.161847094041739E+01
     0.123199999999998E+02  0.144960135441558E+00  0.581609815994112E+00  0.403470151431153E+00  0.161880505849551E+01
     0.123299999999998E+02  0.146114098144500E+00  0.580839096061395E+00  0.407316902596438E+00  0.161918380579998E+01
     0.123399999999998E+02  0.147253832579898E+00  0.580051191125180E+00  0.411159233945378E+00  0.161960744391987E+01
     0.123499999999998E+02  0.148379036735809E+00  0.579246260811692E+00  0.414996840977320E+00  0.162007635089846E+01
     0.123599999999998E+02  0.149489366057305E+00  0.578424462451810E+00  0.418829311886852E+00  0.162059098902290E+01
     0.123699999999998E+02  0.150584433663438E+00  0.577585970574658E+00  0.422656101610097E+00  0.162115185964964E+01
     0.123799999999998E+02  0.151663818014530E+00  0.576730994891707E+00  0.426476524595909E+00  0.162175945158252E+01
     0.123899999999998E+02  0.152727076897011E+00  0.575859794067165E+00  0.430289767367629E+00  0.162241419046227E+01
     0.123999999999998E+02  0.153773765656987E+00  0.574972683203612E+00  0.434094919078510E+00  0.162311639648843E+01
     0.124099999999998E+02  0.154803456988142E+00  0.574070033910125E+00  0.437891015658661E+00  0.162386625660021E+01
     0.124199999999998E+02  0.155815759355988E+00  0.573152266923952E+00  0.441677091178354E+00  0.162466381515935E+01
     0.124299999999998E+02  0.156810331350916E+00  0.572219838360744E+00  0.445452228998190E+00  0.162550898450920E+01
     0.124399999999998E+02  0.157786889873882E+00  0.571273221608909E+00  0.449215605294128E+00  0.162640157391081E+01
     0.124499999999998E+02  0.158745210978477E+00  0.570312887521724E+00  0.452966518633984E+00  0.162734133269592E+01
     0.124599999999998E+02  0.159685123283524E+00  0.569339285802933E+00  0.456704401286286E+00  0.162832800141138E+01
     0.124699999999998E+02  0.160606494969330E+00  0.568352830293977E+00  0.460428810575874E+00  0.162936136355918E+01
     0.124799999999997E+02  0.161509216314691E+00  0.567353890283079E+00  0.464139401483027E+00  0.163044129043367E+01
     0.124899999999997E+02  0.162393180382551E+00  0.566342789057385E+00  0.467835884399776E+00  0.163156777253786E+01
     0.124999999999997E+02  0.163258264724285E+00  0.565319809843563E+00  0.471517974113623E+00  0.163274093298680E+01
     0.125099999999997E+02  0.164104316809203E+00  0.564285208189375E+00  0.475185337372715E+00  0.163396102090145E+01
     0.125199999999997E+02  0.164931145323245E+00  0.563239228890758E+00  0.478837546609426E+00  0.163522838568578E+01
     0.125299999999997E+02  0.165738518603485E+00  0.562182124904961E+00  0.482474046526296E+00  0.163654343584766E+01
     0.125399999999997E+02  0.166526170414392E+00  0.561114175407503E+00  0.486094138403746E+00  0.163790658826840E+01
     0.125499999999997E+02  0.167293812185144E+00  0.560035700289089E+00  0.489696984437395E+00  0.163931821522091E+01
     0.125599999999997E+02  0.168041149875506E+00  0.558947068925966E+00  0.493281631521625E+00  0.164077859678000E+01
     0.125699999999997E+02  0.168767902960991E+00  0.557848701912310E+00  0.496847051082408E+00  0.164228788550714E+01
     0.125799999999997E+02  0.169473822724826E+00  0.556741065487960E+00  0.500392189232670E+00  0.164384608853483E+01
     0.125899999999997E+02  0.170158707157953E+00  0.555624659474236E+00  0.503916020015408E+00  0.164545306967318E+01
     0.125999999999997E+02  0.170822410279365E+00  0.554500000484679E+00  0.507417594032011E+00  0.164710857127318E+01
     0.126099999999997E+02  0.171464844520688E+00  0.553367602866347E+00  0.510896075398058E+00  0.164881225272237E+01
     0.126199999999997E+02  0.172085975845860E+00  0.552227960150682E+00  0.514350761634482E+00  0.165056374003294E+01
     0.126299999999997E+02  0.172685812347009E+00  0.551081529705228E+00  0.517781083553152E+00  0.165236267935850E+01
     0.126399999999997E+02  0.173264388013246E+00  0.549928722794053E+00  0.521186585080601E+00  0.165420878668302E+01
     0.126499999999997E+02  0.173821744069780E+00  0.548769901449017E+00  0.524566885866247E+00  0.165610188645142E+01
     0.126599999999997E+02  0.174357910629572E+00  0.547605382546378E+00  0.527921632023499E+00  0.165804193348544E+01
     0.126699999999997E+02  0.174872891339335E+00  0.546435448422716E+00  0.531250442088803E+00  0.166002901492750E+01
     0.126799999999997E+02  0.175366653247706E+00  0.545260362407378E+00  0.534552856001372E+00  0.166206333183256E+01
     0.126899999999997E+02  0.175839123344319E+00  0.544080386934812E+00  0.537828294497648E+00  0.166414516297248E+01
     0.126999999999997E+02  0.176290192230671E+00  0.542895801533658E+00  0.541076034833866E+00  0.166627481600011E+01
     0.127099999999997E+02  0.176719724333254E+00  0.541706918021757E+00  0.544295206409039E+00  0.166845257296711E+01
     0.127199999999997E+02  0.177127573111020E+00  0.540514090660626E+00  0.547484806994270E+00  0.167067863803191E+01
